prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41C488AE-B579-45EF-B459-3B84D72D1922,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028634,MA Al-Islamic Amalia,70028634,Jl. Raya Menteng Gg. Benteng No. 71 Kel. Binjai Kec. Medan Denai - Kota Medan,B I N J A I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,415 TAHUN 2022,28-04-2022,Silakan Upload SK (link file tidak valid) => [202375-287747-https,2022-05-09 10,,800,,2.,,,,,,.000000000000,.000000000000,0,3,2,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5508C1F1-EF08-4FFF-BD81-55B5D9C18296,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728326,MAS AL KAUTSAR AL AKBAR,60728326,JL. PELAJAR TIMUR NO. 264,B I N J A I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,ma002808,01-01-1900,,,Silakan Upload SK,,A,"40,000",,2.,,,,,,3.577602000000,98.730814000000,0,73,91,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57717B94-B46E-42C9-8028-97E45B46A6D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70023502,SMA Swasta Thomas Alva Edison,70023502,Jl. Pos dan Giro/ Jl. Denai No. 131,TEGAL SARI MANDALA II,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAY KRISTEN BERKAT JAYA MANDIRI ABADI,AH2696,No. 40,27-07-2012,No. 421.3/1021,23-12-2021,Lihat SK Operasional,2021-12-23 20,,"1,796",1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN & Diesel,,,,,.000000000000,.000000000000,6,24,20,3,Sehari Penuh/5 hari,,2022/2023-2,"3,498",3,4,1,2,0,0,10,0,6,0,0,0,0,6,0,5,1,3,3,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,SMA 2013 MIPA,Lainnya (Wavelan),1,1,1,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F301F25-9686-4828-B836-B7DE9E5DF412,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210865,SMAN 14 MEDAN,10210865,JL. PELAJAR TIMUR UJUNG,B I N J A I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0558/O/1984,20-11-1984,566/II 05.1/A.86,15-09-1986,Lihat SK Operasional,2015-09-08 14,A,"8,398",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,7345465,sman14medandenai@yahoo.co.id,http,3.561300000000,98.717700000000,73,394,577,28,Pagi/6 hari,,2022/2023-2,"13,000",28,4,1,4,51,1,1,20,22,2,29,20,38,35,1,63,9,10,4,19,9,7,10,14,22,51,2,0,26,0,0,0,1,0,SMA 2013 MIPA,Telkom Speedy,8,10,10,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4FA6846B-F27D-4CC5-B9EC-67FFFCF5D0E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210855,SMAN 21 MEDAN,10210855,JL. KRAMAT INDAH/SELAMBO UJUNG,MEDAN TENGGARA,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/059/SMA.21/III/2023,01-03-2023,900/059/CDP-Wil.I/III/2023,01-03-2023,Lihat SK Operasional,2023-03-09 04,A,"12,998",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,77839821,sman21medann@gmail.com,http,3.552700000000,98.726300000000,54,337,503,24,Pagi/6 hari,,2022/2023-2,"13,000",22,2,1,2,44,0,1,10,14,0,27,13,37,17,0,52,2,4,4,10,7,7,10,12,10,44,16,6,0,0,0,0,1,0,SMA 2013 MIPA,Telkomsel Flash,9,8,7,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1E6DFAB-28BA-4C55-85DD-3164057C2367,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210797,SMAS AN NIZAM,10210797,JL. PERJUANGAN / TUBA II NO. 62,TEGAL SARI MANDALA III,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SECH OEMAR BIN SALMIN BAHADJADJ,AI8626,420/15146/2003,07-10-2003,420/15717/Dikmenjur/2015,10-11-2015,Lihat SK Operasional,2018-04-05 07,A,"86,400",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,0617350605,smaannizam@gmail.com,http,3.738300000000,98.655900000000,14,61,82,6,Pagi/6 hari,,2022/2023-2,"1,600",6,2,1,2,1,1,13,0,13,0,1,0,7,7,0,12,2,6,1,4,0,0,3,0,3,11,6,0,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,Lainnya (Serat Optik),2,2,2,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFAE3C28-5451-43A2-8915-887E4BDA1D01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210702,SMAS BODHICITTA MEDAN,10210702,JL. SELAM NO. 39 - 41 Medan,TEGAL SARI MANDALA I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Buddhis Bodhicitta,AH2659,420/14221/2002,03-12-2002,SMA SWASTA BUDDHIS BODHICITTA MEDAN,31-08-2015,Silakan Upload SK (link file tidak valid) => [565720-877896--],2022-01-07 05,A,"4,830",1. Telkom Speedy,2. Lainnya (Kabel),PLN,0617346076,0617367120,sma@bodhicitta.sch.id,http,3.588100000000,98.709600000000,31,227,237,14,Pagi/6 hari,,2022/2023-2,50,14,4,1,2,7,0,20,5,26,0,5,0,14,17,1,26,4,5,2,7,4,3,8,2,15,16,14,0,0,0,1,0,0,0,SMA 2013 IPS,Telkom Speedy,4,5,5,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3BC416D-6D44-41A8-83A6-A5BD9A38D31A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210716,SMAS DHARMA SAKTI,10210716,JL. SEKSAMA NO. 130,B I N J A I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Dharma Sakti,AH2662,,,,,Silakan Upload SK,,B,3.600 m2,1. 3 (Tri),2. Telkom Speedy,PLN,7866187,7866187,ypdharmasakti@gmail.com,http,3.585500000000,98.715100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6263BF8C-F0F6-4BEE-80E3-498FCD012AF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210708,SMAS EKKLESIA,10210708,JL. MENTENG VII GG. SWASEMBADA NO.21,MEDAN TENGGARA,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN VERAMANGATUR TIUR DAUD SIREGAR,AI8623,083/I.05/A.05,01-05-1985,1336/I05/KRP/1997,17-11-1997,Lihat SK Operasional,2020-11-23 07,C,"1,500",1. -,2. Lainnya (Serat Optik),PLN,,,ekklesiasma896@gmail.com,,3.587400000000,98.714300000000,12,14,12,6,Pagi/6 hari,,2022/2023-2,"1,500",6,1,1,2,5,0,8,0,7,0,3,2,7,5,0,11,1,1,3,2,2,1,1,2,1,11,6,0,0,0,1,0,0,0,SMA 2013 MIPA,Tidak Ada,2,2,2,
Sumatera Utara,Kota Medan,Medan Denai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D83153A0-0E77-4C59-8CDF-0F487B669E59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210920,SMAS GAJAH MADA 2,10210920,JL. SETIA NO. 32 MEDAN,TEGAL SARI MANDALA I,KEC. MEDAN DENAI,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,217/I05/A/1989,21-06-1989,420/3484/Dikmenjur/2014,01-04-2013,Silakan Upload SK (link file tidak valid) => [396442-443040--],2020-11-12 08,B,874,,2.,,0,7359643,Gajahmada2medan@yahoo.co.id,,3.567400000000,98.723600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,SMA 2013 IPS,,,,,
