prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01694DCF-8514-4804-8E35-72A699CDB724,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816428,MAS AL - ADABIY,10816428,JL. DANAU SENTARUM GG. MATRAMAN NO. A1 PONTIANAK,DARAT SEKIP,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,Yayasan PERKUMPULAN AL-ADABIY KALIMANTAN BARAT,AX5322,72 Tahun 2010,05-03-2010,72 Tahun 2010,05-03-2010,Lihat SK Operasional,2019-11-23 22,B,0,,2.,,,,,,-.045000000000,109.310100000000,0,46,70,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70B5327C-9725-49C6-B5B5-7C9F536300D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816427,MAS DARUL KHAIRAT,10816427,JL.DR.WAHIDDIN SUDIROHUSODO NO.55,SUNGAI JAWI,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,,,D/Wn/Ma/055/2003,17-10-2003,Wn/IV/PP.02.3/1768/2003,01-07-2003,Lihat SK Operasional,2017-03-06 06,A,0,,2.,,,,,,-.034700000000,109.305200000000,0,131,101,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE6F9A21-488E-474C-9B0A-109DE1E8F9B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816429,MAS DARUNNA`IM,10816429,JL. AMPERA,TENGAH,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.14.4/MAS/0016/2011,01-08-2011,446 Tahun 2011,01-08-2011,Lihat SK Operasional,2021-05-03 13,B,0,,2.,,,,,,-.052200000000,109.300700000000,0,135,130,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E1F1A71-14AC-4602-B62F-FF1287E0B4F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816425,MAS MATHLAUL ANWAR,10816425,JL. PAK BENCENG,SUNGAI BANGKONG,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-.054500000000,109.311400000000,0,117,151,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B927DC6D-E888-4954-8764-CB9165F1AE5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816424,MAS SIRAJUL ULUM,10816424,JL. PROF. M. YAMIN GG. PEMBANGUNAN,MARIANA,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.057000000000,109.344200000000,0,25,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44F88986-4519-410E-91D8-DC69CB6C82E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816426,MAS WALISONGO,10816426,JL. AMPERA KOTA BARU,SUNGAI BANGKONG,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,YAYASAN PONDOK PESANTREN WALISONGO PONTIANAK,AF4342,DW.MA/004/2002,01-07-2002,-DW/MA/0041/2002,07-02-2002,Lihat SK Operasional,2020-01-16 08,B,0,,2.,,,,,,-.059600000000,109.305400000000,0,0,117,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/304C8F09-30F5-E011-BFAB-654470ABA00D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30107024,SLB BINA ANAK BANGSA,30107024,Jl. Pak Benceng No. 12/b Kota Baru Pontianak,SUNGAI BANGKONG,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PELATIHAN BINA ANAK BANGSA PONTIANAK,AX8541,421.8/225/12-02,12-02-2004,101-A/KEP/2008,05-07-2008,Lihat SK Operasional,2020-08-24 19,B,887,1. -,2. Telkom Speedy,PLN,0,05616587209,binaanakbangsa@ymail.com,,-.052500000000,109.308000000000,21,131,36,16,Sehari Penuh/5 hari,,2022/2023-2,"14,500",17,0,1,5,0,0,22,2,20,1,0,0,3,18,3,13,5,6,7,3,2,2,1,0,6,15,0,17,0,0,0,1,0,0,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Tidak Ada,2,1,2,2,1,1,1,2,1,1,1,1,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF1C4B4E-34E8-4EF0-9F89-F5BEF0389480,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951983,SMA Islam Al-Baisuny,69951983,Jl. Petani No.4,SUNGAI BANGKONG,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Darul Faizin,AF4334,8,23-04-2003,220/KEP/2014,04-06-2014,Lihat SK Operasional,2016-10-11 08,C,"1,760",1. Telkom Speedy,2. Telkom Speedy,PLN,,0561573902,smaialbaisuny@yahoo.com,www.darulfaizin.net,-.031135900000,109.328862400000,10,43,32,3,Pagi/6 hari,,2022/2023-2,"5,500",0,0,0,0,0,0,12,0,10,0,0,0,2,8,0,9,1,6,1,1,0,1,1,0,2,8,0,0,0,3,0,0,0,1,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,1,1,1,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6F5A4B3-3456-4AD0-9620-5808DCCCA225,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986638,SMA ISLAM AR RAHIM,69986638,Jl. H.RAIS A.RACHMAN Gg. BUKIT GADING NO.80 A,SUNGAI JAWI,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA PONDOK PESANTREN AR-RAHIM,AF4356,165,31-03-2011,2057 TAHUN 2018,17-12-2018,Lihat SK Operasional,2020-08-27 08,C,800,1. Indosat IM3,2. Telkom Speedy,PLN,,,smaiarrahim@gmail.com,,-.022175000000,109.322417000000,5,28,14,3,Sehari Penuh/5 hari,,2022/2023-2,"1,300",3,1,1,2,0,0,7,0,5,0,0,0,0,5,1,4,0,3,1,0,1,0,0,0,5,0,0,3,0,0,0,1,0,0,,SMA 2013 IPS,Indosat IM3,,,,,,,,,,1,1,1,
Kalimantan Barat,Kota Pontianak,Pontianak Kota,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BE2FD16-6E49-4A88-98A5-D90A8BB68CC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037914,SMA ISLAM TAHFIZHUL QURAN,70037914,"Jl. Suka Mulia, Komplek Grand Silva Recident Nomor 22-23, Pontianak",SUNGAI JAWI,KEC. PONTIANAK KOTA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Baitul Qur'an Tahfizhul Qur'an,AF4339,29,23-09-2022,503/01/IPM/DPMPTSP,27-02-2023,Lihat SK Operasional,2023-03-03 21,,180,1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,7,13,3,1,Pagi/6 hari,,2022/2023-2,"2,300",1,0,0,2,0,0,4,4,7,0,0,0,0,7,0,3,4,3,2,2,0,0,0,0,3,4,1,0,0,0,0,0,0,0,,SMA 2013 IPS,Lainnya (Wavelan),,,,,,,,,,1,0,0,
