prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07C66397-BEDD-4C8B-8A6A-BD529E875FF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946379,SMA NEGERI 1 BERINGIN,69946379,JL. BESAR PANTAI LABU,BERINGIN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/5144/PDM/2016,08-06-2016,421/5144/PDM/2016,08-06-2016,Silakan Upload SK (link file tidak valid) => [328623-331306--],2020-08-24 19,A,"7,700",1. Telkom Speedy,2. Telkom Speedy,PLN,,06179752219,smansa_beringin@yahoo.com,http,3.578900000000,98.882400000000,33,172,337,15,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"15,000",8,1,1,9,13,0,0,20,22,0,9,2,11,22,0,26,7,12,6,5,5,1,2,2,17,16,6,6,3,8,0,0,0,1,0,0,0,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BC38D8C-1259-47FB-9192-97ECC457EB55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10214165,SMA SWASTA SINAR HARAPAN,10214165,JL. PANTAI LABU GG. BALI,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1,03-05-2001,421/13688/PDM/2011,16-12-2011,Lihat SK Operasional,2016-08-01 16,B,"4,455",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,7953302,sma_sinarharapan@yahoo.co.id,http,3.605300000000,98.890700000000,15,60,77,4,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"2,500",5,5,1,1,1,0,15,1,14,1,0,0,5,10,0,14,1,3,5,4,2,0,0,1,5,10,2,1,1,5,0,0,0,1,0,0,0,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DF6DB85-DA6D-40CF-A7A7-E8A6590B6DF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10214115,SMAS DHARMA KARYA,10214115,JL. PANTAI LABU SIDODADI,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Dharma Karya,AB6483,7483/i05.2/PD/1997,04-09-1997,421/10954/PDM/2016,22-12-2016,Lihat SK Operasional,2020-08-24 19,B,"10,624",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,0617952926,dharmakarya_sma@yahoo.com,,3.603100000000,98.893200000000,14,22,44,3,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"18,000",4,1,1,2,0,0,14,2,14,0,0,0,4,10,0,11,3,3,4,2,2,3,0,0,1,13,1,1,1,0,4,0,0,0,1,0,0,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EE0329B-00E7-4661-A2ED-90EDAD3D58DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10219920,SMAS JAYA KRAMA BERINGIN,10219920,Jl. Mimbar Umum Psr VI Sidodadi Ramunia,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN HAJJAH KASIH,AM0395,421 / 11482 / PDM / 2009,11-11-2009,421 / 9675 / PDM / 2014,11-11-2014,Lihat SK Operasional,2021-08-30 10,A,"720,000",1. Telkom Speedy,2. Telkom Speedy,PLN,7951789,7951789,smajayakramaberingin18@gmail.com,,3.632900000000,98.879500000000,14,45,62,4,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,4,1,2,0,0,13,2,14,0,0,0,4,10,0,13,1,6,1,3,1,1,1,1,3,11,1,2,1,6,0,0,0,1,0,0,0,
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3BF2123D-258B-4ED0-859E-7F584B1C4845,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10214040,SMK SWASTA JAYA KRAMA BERINGIN,10214040,JL. MIMBAR UMUM/PASAR VI GEDUNG A,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN HAJJAH KASIH INDONESIA,AB6463,4218/105.2/PR/96,26-08-1996,421/15015/PDM/2013,23-12-2013,Lihat SK Operasional,2015-09-10 11,Sertifikat Kedaluwarsa,"32,539",1. Telkom Speedy,2. Telkom Speedy,PLN,0617951789,0617951789,smkjayakrama9@gmail.com,http,3.593300000000,98.889000000000,38,321,144,17,SMK 2013 REV. Teknik Komputer dan Jaringan,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"13,199",21,0,1,2,0,0,38,2,38,0,0,0,10,28,2,29,7,19,1,6,5,4,0,3,13,25,5,7,5,21,0,0,0,1,0,0,0,0
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36D6564F-B916-4C0F-B9FE-E4357F246B3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10214095,SMK SWASTA SINAR HARAPAN,10214095,JL. PANTAI LABU GG. BALI,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN SINAR HARAPAN,AB6474,421.5/288/DIS PM PPTSP/6/XVII.7/II/2018,23-02-2018,421.5/288/DIS PM PPTSP/6/XVII.7/II/2018,23-02-2018,Lihat SK Operasional,2020-08-24 19,B,"4,620",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,,sinarharapan22@yahoo.co.id,http,3.605100000000,98.890700000000,52,380,182,18,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"2,500",20,2,1,2,2,0,54,3,50,0,1,1,9,43,0,42,10,13,11,13,5,3,4,3,13,39,6,6,6,20,0,0,0,1,0,0,0,0
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1AEA91B8-0905-4DBE-837A-F49E4D93B426,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10261468,SMKN 1 BERINGIN,10261468,Jalan Pendidikan No.03 Emplasmen Kuala Namu,EMPLASMEN KUALA NAMU,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,697 TAHUN 2012,18-07-2012,697 TAHUN 2012,18-07-2012,Lihat SK Operasional,2021-05-25 08,Sertifikat Kedaluwarsa,"92,500",1. -,2. Telkom Speedy,PLN,,,smkn1.beringin@yahoo.com,http,3.586600000000,98.881300000000,96,478,856,43,SMK 2013 REV.  Tata Boga,Pagi/6 hari,,2022/2023-2,Tidak Ada,"92,500",30,2,1,4,26,0,11,59,73,0,21,2,36,60,1,88,7,27,21,19,9,12,5,3,20,76,15,14,14,30,0,0,0,1,0,0,0,0
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C1D4D17B-BEE0-43C5-85E8-A6BD71A5A251,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10219931,SMKS AKP BERINGIN,10219931,TUMPATAN BERINGIN,ARAS KABU,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AWAL KARYA PEMBANGUNAN,AH1903,AHU-AH.01.06-0012832,31-12-2018,421/15119/PDM/2010,25-01-2018,Lihat SK Operasional,2021-03-03 09,Sertifikat Kedaluwarsa,"4,845",1. Lainnya (Wavelan),2. Telkom Speedy,PLN,,,smkakp_beringin@yahoo.co.id,,3.594100000000,98.859300000000,29,115,77,7,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),"3,500",9,0,1,3,1,1,26,6,28,0,0,1,6,23,5,22,2,12,7,2,2,3,1,2,13,16,2,2,3,0,0,9,0,0,1,0,0,0
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B7B974A-3EDC-4EF7-AFC7-308EE9AAFE48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10214079,SMKS DHARMA KARYA TI BERINGIN,10214079,PANTAI LABU DSN. KEDIRI BERINGIN,SIDODADI RAMUNIA,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Dharma Karya,AB6483,157/I05/A/90,28-05-1990,421.5/863/DIS PM PPTSP/6/XVII.1/V/2018,16-05-2018,Lihat SK Operasional,2020-08-24 19,B,"10,578",1. -,2. Lainnya (Satelit),PLN,,0617952926,smkdharma_karya@yahoo.co.id,,3.603200000000,98.893100000000,38,318,107,16,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Pagi/6 hari,,2022/2023-2,Tidak Ada,"16,000",18,0,1,2,0,0,36,5,38,0,0,0,9,29,3,31,4,12,8,4,7,2,1,4,18,20,5,6,5,15,3,0,0,1,0,0,0,0
Sumatera Utara,Kab. Deli Serdang,Beringin,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73EA7C9E-2EFA-4F3A-861C-77A1A727DE4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10219932,SMKS LESTARI BERINGIN DELISERDANG,10219932,JL. MESJID NO. 33 BERINGIN BERINGIN,BERINGIN,KEC. BERINGIN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN PERGURUAN PUJA KESUMA,AB6478,001/SK/YPIS/I/2008,05-01-2008,421.5 / 429.PM / 2008,09-01-2008,Lihat SK Operasional,2019-08-16 07,C,"2,236",1. Telkom Speedy,2. Telkom Speedy,PLN,,,yayasan.pujakesuma@gmail.com,http,3.624500000000,98.887200000000,16,43,56,5,SMK 2013 REV. Teknik Komputer dan Jaringan,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"2,200",5,1,5,2,0,0,15,3,16,0,0,0,3,13,1,13,2,9,5,0,2,0,0,0,5,11,2,1,2,5,0,0,0,5,0,0,0,0
