prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/029A2E55-1A0E-49E4-8C09-9884B2E81247,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894929,Jailolo,69894929,Raya Acango,ACANGO,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,MA,Kementerian Agama,Lainnya,,3275 TAHUN 2012,31-05-2012,170 TAHUN 2017,20-09-2017,Lihat SK Operasional,2021-05-29 12,C,0,,2.,,,,,,1.097000000000,127.478700000000,0,13,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE4CF267-6EBD-45E6-9895-7745524F4ED8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977225,MA AL-KHAIRAAT PABOS,69977225,JL. SIS ALJUFRIE,PATENG,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,MA,Kementerian Agama,,,53 TAHUN 2017,24-02-2017,53 TAHUN 2017,24-02-2017,Lihat SK Operasional,2021-06-18 18,C,0,,2.,,,,,,1.053900000000,127.416700000000,0,29,32,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00F260E7-CADC-44AB-A942-C7D7DD4EC985,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894928,Muhammadiyah Pabos,69894928,Raya II Bobo Pabos,BOBO,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,1.049800000000,127.414300000000,0,38,59,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40359541-2AF5-E011-8696-77DE6C7E8F27,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786657,SLB NEGERI HALMAHERA BARAT,69786657,Jln. Hatelasa,HATEBICARA,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800/430/2005,02-01-2003,800/120.C/2011,02-01-2008,Silakan Upload SK (link file tidak valid) => [410901-174580--],2021-01-18 15,A,"160,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,slbnhalbar2020@gmail.com,,1.087000000000,127.470300000000,29,68,27,22,Pagi/6 hari,,2022/2023-2,"2,300",5,0,0,2,9,4,0,16,20,2,7,0,4,25,1,25,3,4,5,5,9,3,3,0,5,24,5,0,0,11,0,0,0,1,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,1,1,1,2,1,2,3,3,2,2,2,2,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/250A2ADD-C9AC-4C34-806C-A4003DF838E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60202793,SMA NEGERI 1 HALMAHERA BARAT,60202793,JL. Drs. B. Th. MALESSY - SOAKONORA,SOAKONORA,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0389/0/1990,11-06-1990,0389/O/1990,11-06-1990,Silakan Upload SK (link file tidak valid) => [342740-792517--],2020-08-27 09,A,"30,000",1. Telkomsel Flash,2. Telkom Astinet,PLN,09222221538,09222221538,sma.satu.jailolo@gmail.com,http,1.077600000000,127.477900000000,49,353,424,22,Pagi/6 hari,,2022/2023-2,"7,499",18,3,1,2,33,1,0,15,18,1,16,14,25,24,0,44,5,8,6,9,5,11,6,4,20,29,0,16,2,4,0,1,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,7,8,7,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFDAEA92-A140-4B9C-8D95-A77F155C8E7A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000259,SMAS ADVENT PIONER AKEDIRI,70000259,Jln. Ir. Soekarno Akediri,AKEDIRI,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Gereja Masehi Advent hari ke tujuh,AC9254,425.11/01/KPTS/2019,26-12-2019,425.11/01/KPTS/2019,26-12-2019,Lihat SK Operasional,2020-02-17 13,C,"60,000",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,smaadventpioneerakediri@gmail.com,,1.114334200000,127.519181600000,4,26,31,3,Sehari Penuh/5 hari,,2022/2023-2,"4,500",3,0,0,0,1,0,3,2,3,0,1,0,0,4,0,2,2,1,2,0,0,1,0,0,1,3,0,0,3,0,0,0,0,0,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,1,1,1,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B48D5F7-3C3C-4DCB-9BA8-047DAD050FE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60202787,SMAS ISLAM HALMAHERA BARAT,60202787,Jln Pahlawan Banau,GUFASA,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,77/I. 17/M/93,26-08-1993,77/I. 17/M/93,26-08-1993,Lihat SK Operasional,2020-08-27 09,B,"1,500",1. Telkomsel Flash,2. Telkom Speedy,PLN,081342943507,,smaislamhalbar1993@gmail.com,,1.063800000000,127.466300000000,16,62,57,6,Pagi/6 hari,,2022/2023-2,"1,300",8,1,1,0,7,0,1,8,10,0,4,2,5,11,0,15,1,3,4,4,3,1,1,0,2,14,8,0,0,0,1,0,0,0,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,2,2,2,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF9FA04E-C668-4BD4-9849-58E26D39187C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60203630,SMAS NUSANTARA,60203630,JLN. LINTAS HALE-AKE,TAURO,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/944/2008,23-06-2008,420/944/2008,23-06-2008,Lihat SK Operasional,2019-12-19 09,C,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smajailolonusantara@gmail.com,http,.987200000000,127.504200000000,13,58,55,6,Pagi/6 hari,,2022/2023-2,"5,500",6,2,0,1,1,0,0,12,12,0,1,0,1,12,0,7,6,3,5,0,2,3,0,0,6,7,0,6,0,0,0,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,2,2,
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14725009-4944-46CE-BE16-B0B0B4642479,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888744,SMK BINA INSANI JAILOLO,69888744,JL. RAYA HOKU-HOKU KIE,HOKU HOKU KIE,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Mitra Asri Bina Insani,AC9256,003/8201/SMK/BPPMPPT/2015,06-02-2015,003/8201/SMK/BPPMPPT/2015,06-02-2015,Lihat SK Operasional,2015-02-10 11,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkbinainsanijailolo@gmail.com,,1.245244000000,127.539540000000,12,134,120,10,Sehari Penuh/5 hari,,2022/2023-2,"50,000",5,2,1,2,4,0,7,2,9,0,2,1,3,9,1,9,2,5,2,3,0,0,1,1,6,6,3,0,2,0,1,0,0,0,,SMK 2013 REV. Teknik Komputer dan Jaringan,Telkomsel Flash,,,,,,,,,,3,3,4,0
Maluku Utara,Kab. Halmahera Barat,Jailolo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E25C28D-E2AD-4E20-9725-DC2DADD4C8AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69828774,SMK MUHAMMADIYAH HALMAHERA BARAT,69828774,Jln Kebun Cengkeh,GALALA,KEC. JAILOLO,KAB. HALMAHERA BARAT,PROV. MALUKU UTARA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Maluku Utara,AO5370,004/8201/SMK/BPMPP/2014,23-02-2014,004/8201/SMK/BPMPP/2014,23-02-2014,Lihat SK Operasional,2017-12-18 08,C,"8,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,082193852411,,smkmuhammadiyahhalbar2014@gmail.com,http,1.059700000000,127.460200000000,19,48,126,12,Pagi/6 hari,,2022/2023-2,"9,000",12,0,1,2,6,1,6,8,13,0,5,1,4,15,0,17,2,7,4,2,3,1,2,0,8,11,9,0,3,0,1,0,0,0,,SMK 2013 REV. Asisten Keperawatan,Telkomsel Flash,,,,,,,,,,4,4,4,0
