prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EEA7FD0-C90A-4F7A-8BE2-2B2E923B94B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580255,MAS AL MISRI,20580255,JL. PESANTREN NO.01 CURAHMALANG - RAMBIPUJI - JEMBER,CURAHMALANG,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,01/YPI.AM/VI/2003,01-06-2003,Kw.13.4/4/PP.00.6/1180/2010,01-07-2010,Lihat SK Operasional,2016-01-06 12,A,0,,2.,,,,,,-8.247300000000,113.570400000000,0,106,150,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/77524D8C-F6D6-466C-923F-5C2A46107D63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894853,MAS AN - NUR,69894853,Jl. Argopuro No. 47 Rambigundam,RAMBIPUJI,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,007/MA-AN.NUR/AXII/2013,09-12-2013,Kd.15.32/2/PP.00/3906/2014,05-10-2014,Lihat SK Operasional,2016-09-21 08,C,0,,2.,,,,,,-8.200200000000,113.614100000000,0,63,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE7485E5-82F5-4431-A499-2B68DF350043,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20580261,MAS ANNURIYYAH,20580261,JL.DARMAWANGSA NO.86,RAMBIGUNDAM,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,W.m. 06.02/345/3-C/Ket./1986,01-07-1984,Kw.13.4/4/PP.00.6/1179/2010,01-07-2010,Lihat SK Operasional,2015-03-31 09,A,0,,2.,,,,,,-8.200000000000,113.624000000000,0,13,146,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6756709-87F6-4355-B167-95A07208B1A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20523824,SMAN RAMBIPUJI,20523824,JL. DURIAN 30,PECORO,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0887/0/1986,22-12-1986,0887/0/1986,22-12-1986,Lihat SK Operasional,2015-05-28 11,A,"11,980",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,0331711173,smara30jbr@gmail.com,http,-8.310100000000,113.506500000000,45,348,421,23,Sehari Penuh/5 hari,,2022/2023-2,"55,000",17,2,0,11,22,16,0,7,26,0,10,9,20,25,0,42,3,10,9,3,3,3,11,6,21,24,15,0,2,7,0,0,0,1,SMA 2013 MIPA,Telkomsel Flash,8,7,8,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A68EAC1D-7DA4-4D8A-9B8A-2435670217B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20554188,SMAS AS SYUJA I RAMBIPUJI,20554188,JL.KELAPA 7,ROWOTAMTU,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ASY- SYUJA'I,AB3582,421/470.21/436.41.6/2007,22-05-2007,4213/1566/413/2013,11-04-2013,Lihat SK Operasional,2015-09-20 20,C,"1,512",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sma_asyujai2006@yahoo.co.id,http,-8.221900000000,113.592700000000,12,48,48,3,Pagi/6 hari,,2022/2023-2,"1,200",3,1,1,2,0,0,13,1,12,0,0,0,0,12,0,6,6,2,5,3,0,1,1,0,6,6,2,1,0,0,1,0,0,0,SMA 2013 IPS,Telkomsel Flash,1,1,1,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E4547AE-A337-402B-A885-CE8805BCE4D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20523797,SMAS MUHAMMADIYAH 1 RAMBIPUJI,20523797,JL. GAJAH MADA 61,RAMBIPUJI,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,AB4667,2363/MPK/74,24-07-1974,40/18.02.10/02/II/2022,08-02-2022,Lihat SK Operasional,2022-03-10 15,B,"2,750",1. -,2. Telkom Speedy,PLN,,0331712808,smam01rambipuji@gmail.com,,-8.205800000000,113.609100000000,10,49,47,6,Pagi/6 hari,,2022/2023-2,"2,200",5,0,1,2,0,0,8,3,9,0,1,0,4,6,0,7,3,0,2,2,3,1,1,1,8,2,2,3,0,1,1,0,0,0,SMA 2013 MIPA,Tidak Ada,2,2,2,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D6E5BF1-17BE-444C-B801-25F5D4ED900D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20555098,SMAS PLUS NURUL QURAN RAMBIPUJI,20555098,JL. NURUL QUR AN 1,ROWOTAMTU,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ISLAM NURUL QUR'AN,AB3590,421.3/352/436.41.6/2003,17-03-2003,34/18.02.10/02/V/2021,21-05-2021,Lihat SK Operasional,2022-01-16 00,C,0,1. Lainnya,2. Lainnya,PLN,711523,7198919,smaenqi@yahoo.co.id,,-8.228000000000,113.585800000000,10,36,38,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,10,1,10,0,0,0,2,8,0,7,3,0,3,0,3,0,2,2,6,4,0,1,2,0,0,0,0,1,SMA 2013 IPS,Lainnya,1,1,1,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A30E92EC-0AE0-48F0-8841-029CD973B80A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70015644,SMK NURUL YAQIN,70015644,Jl. Gumuk Gebang,NOGOSARI,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PONPES NURUL YAQIN BADRIYAH,AB3583,11/18.03/01/XI/2021,17-11-2021,11/18.03/01/XI/2021,17-11-2021,Lihat SK Operasional,2021-12-07 17,,530,1. -,2. Lainnya (Serat Optik),PLN,,,smknurulyaqinjbr@gmail.com,,-8.271509200000,113.582586500000,6,7,5,1,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,2,0,0,7,0,6,0,0,0,1,5,0,4,2,3,1,1,1,0,0,0,1,5,3,0,0,0,0,0,0,0,SMK 2013 REV.  Desain Komunikasi Visual,Tidak Ada,1,0,0,0
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8BDEAB3-56FF-4DB3-8AC2-208DEECBAFE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69908219,SMKS AL IKHLASH,69908219,JL PEMUDA 31 GUDANG KARANG,RAMBIPUJI,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Dan Sosial Al Ikhlash,AB3599,421.5/143/13/2014,31-12-2014,P2T/747/19.08/02/III/2019,30-06-2018,Lihat SK Operasional,2019-10-05 06,C,"1,500",,2.,,0331712767,0331712767,smkalikhlash.1@gmail.com,http,-8.204200000000,113.610400000000,12,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,13,0,12,0,0,0,0,12,1,11,0,6,1,2,1,0,0,2,10,2,0,0,0,0,0,0,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,,,,,
Jawa Timur,Kab. Jember,Rambipuji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D5DE8B5-6471-40DF-A3E7-7A8AED144096,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960545,SMKS AL KAMIL SIROJUL ANWAR,69960545,JL Kyai Haji Sirojuddin Ilyas No.04,PECORO,KEC. RAMBIPUJI,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ponpes sirojul anwar,AB3578,421.3/5214/413/2016,30-12-2016,421.3/5028/413/2016,19-12-2016,Lihat SK Operasional,2017-03-10 14,C,"1,300",,2.,,,,smkaksi2016@gmail.com,http,-8.206216000000,113.596752900000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,SMK 2013 REV.  Bisnis Daring dan Pemasaran,,,,,
