prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67144D1B-CD11-4390-9C05-A9B1405EA56F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006156,SMA Kristen Kalam Kudus Timika,70006156,Jalan Nawaripi Baru,MAWOKAU JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KALAM KUDUS INDONESIA CABANG TIMIKA,AC8848,129/YKKI/SK/TMK/II/2020,05-02-2020,188.4/2700.PPAD/X/2020,30-09-2020,Lihat SK Operasional,2020-12-18 07,A,"6,700",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN & Diesel,,,smak@kalamkudustimika.sch.id,http,.000000000000,.000000000000,14,25,28,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"33,000",3,0,1,0,0,0,13,2,12,0,2,0,0,14,0,11,3,4,8,0,0,2,0,0,4,10,1,1,1,3,0,0,0,1,0,0,0,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44303E5C-C27B-403D-9F87-13C1BCC99179,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302886,SMAN 1 MIMIKA,60302886,JL. YOS SUDARSO - SEMPAN,NAWARIPI,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0260/O/1994,05-10-1994,0260/O/1994,05-10-1994,Silakan Upload SK (link file tidak valid) => [800982-540467--],2023-03-16 13,A,"50,000",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,09013265339,09013265339,sman1tim@gmail.com,http,-4.569400000000,136.886000000000,88,614,880,43,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"13,986",44,4,1,18,54,19,0,15,41,0,31,16,42,46,1,77,10,12,11,15,9,13,17,11,33,55,15,14,14,44,0,0,0,1,0,0,0,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/552665D3-1035-4031-A759-40FCF717666A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302885,SMAS HMM AL FALAH TIMIKA,60302885,JL. PEMUDA - SP. I,KAMORO JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPIC,AG0500,484/80/2003,26-01-2003,421.3/2632/2015,03-09-2015,Lihat SK Operasional,2020-01-28 15,A,0,1. -,2. Telkom Speedy,PLN,,09013125995,smaalfalahtimika@gmail.com,http,-4.594400000000,136.867900000000,14,55,81,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,000",7,1,1,2,4,1,6,4,11,0,3,0,2,12,0,9,5,4,3,4,0,1,1,1,4,10,2,2,2,7,0,0,0,1,0,0,0,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/846A8D00-02F4-4B26-9A4C-DBDEFC435910,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69812104,SMAS Integral Hidayatullah,69812104,Jl. Poros Mapurujaya KM 9,KADUN JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PESANTREN HIDAYATULLAH,AG0471,421.3/2317/2015,19-09-2014,421.3/2317/2015,21-08-2015,Lihat SK Operasional,2020-08-25 13,C,"90,000",1. -,2. Telkomsel Flash,PLN,,,smahidayatullahmimika@gmail.com,http,-4.728200000000,136.946700000000,9,34,25,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",1,0,0,2,0,0,11,0,9,0,0,0,0,9,0,6,3,3,3,1,2,0,0,0,3,6,1,1,1,0,0,1,4,0,0,0,1,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42B59717-B536-4074-B379-42202DB2119E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69762711,SMAS KATOLIK SANTA MARIA,69762711,JLN. BUSIRI SEMPAN TIMIKA,INAUGA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Santa Maria Timika,AG0495,848/1785/2012,28-09-2015,848/1785/2012,07-06-2012,Lihat SK Operasional,2020-08-29 12,A,"4,500",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,smakatholiksantamaria@gmail.com,,-4.559400000000,136.882200000000,8,45,42,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,0,2,0,0,4,5,8,0,0,0,0,8,0,5,3,1,5,2,0,0,0,0,3,5,1,1,1,3,0,0,0,0,0,0,0,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53471A0E-85E0-4DBB-9CE9-3318B0F9CB80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302891,SMAS TARUNA TIMIKA,60302891,JLN. YOS SUDARSO-NAWARIPI,KAMORO JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Ning Fatnim,AG0421,821.3/456/IX/2013,09-09-2003,421.3/2307/2015,21-08-2015,Lihat SK Operasional,2016-07-09 17,B,"2,820",1. Smartfren,2. Telkomsel Flash,PLN,,,smatarunatimika@gmail.com,http,-4.573000000000,136.878400000000,12,195,101,11,SMA 2013 MIPA,Double Shift/6 hari,,2022/2023-2,Smartfren,"1,300",10,0,1,1,1,0,12,2,11,0,1,0,1,11,0,9,3,4,3,1,2,1,1,0,4,8,4,4,3,0,10,0,0,0,1,0,0,
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4926E069-1653-464F-8F81-424ABE93EDA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69762632,SMKS Filadelfia Pariwisata Mimika,69762632,Jalan. Pattimura Sempan Kel. Inauga,INAUGA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Filadelfia Timika,AG0470,14-X.A-2003,04-12-2003,08/SMK/FIL/TIM/XII/2011,07-12-2011,Lihat SK Operasional,2020-08-28 07,B,"2,800",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,filadelfiasmk@gmail.com,http,-4.714600000000,136.775400000000,16,111,103,10,SMK 2013 REV.  Tata Boga,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"12,999",6,0,0,0,0,0,18,1,16,0,0,0,3,13,0,11,5,4,3,6,3,0,0,0,4,12,6,3,1,0,0,6,0,0,0,0,1,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70D44538-CBD4-4EF0-9E22-6988CEBF4E59,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60302894,SMKS Harapan Teknologi Dan Rekayasa Mimika,60302894,JL Nawaripi Baru,NAWARIPI,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PELAYANAN PENGEMBANGAN SOSIAL AWEIDA PAPUA,AC8829,420/1173,07-05-2002,484/.854,17-03-2002,Lihat SK Operasional,2015-12-11 06,Sertifikat Kedaluwarsa,"20,000",1. Telkomsel Flash,2. Telkom Speedy,PLN & Diesel,081247698100,,smk_harapan_timika@yahoo.co.id,http,-4.576700000000,136.888700000000,31,370,54,16,SMK 2013 REV. Teknik Pengelasan,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,700",19,0,1,1,16,1,17,2,17,1,13,0,13,18,0,25,6,9,3,4,11,2,0,2,13,18,6,5,5,3,6,10,0,0,1,0,0,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F59E3387-B7D5-4938-A06E-6DBB8BBA1223,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304955,SMKS Hermon Energi Dan Pertambangan Mimika,60304955,Jl. Budi Utomo Ujung Jalur SP. 1,NAWARIPI,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan HERMON TIMIKA,AG0443,,01-01-1900,"425/427, 23 Agustus 2011",23-08-2011,Silakan Upload SK,,B,"75,000",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,0901324130,smkhermontimika@gmail.com,http,-4.567100000000,136.878300000000,21,224,48,13,SMK 2013 REV. Geologi Pertambangan,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,300",14,0,1,2,1,1,10,10,20,0,1,0,0,21,0,18,3,6,6,7,0,1,1,0,9,12,4,4,4,14,0,0,0,1,0,0,0,1
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC45A349-4417-4783-A5D9-70A0A666E214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923237,SMKS Kasih Rafael Teknologi Dan Rekayasa Mimika,69923237,"Kompleks Yayasan Cahaya Theresia Mimika, Jln. Hasannudin - Brigif Timika.",KAMORO JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan CAHAYA THERESIA MIMIKA,AG0484,421.3/3982/2015,09-11-2015,800/3979/2015,23-11-2015,Silakan Upload SK (link file tidak valid) => [433199-476868--],2021-03-29 07,,"10,000",1. -,2. Telkomsel Flash,PLN,,,smk.kasihrafael@gmail.com,http,-4.569400000000,136.836600000000,17,69,58,6,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,500",6,0,0,0,0,2,15,3,17,0,0,0,0,17,1,15,1,6,7,3,1,0,0,0,5,12,2,2,2,6,0,0,0,0,0,0,0,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37AD62A1-3EFF-497E-8D2D-955FB0D01247,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304935,SMKS Mararti Teknologi Informasi Dan Komunikasi Mimika,60304935,Jalan Nuri Sp-4,KAMORO JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KEBANGKITAN ANAK BANGSA TIMIKA,AG0440,,25-02-2011,"425,11 /858 /2011",25-02-2011,Silakan Upload SK (link file tidak valid) => [340903-272983--],2020-08-26 14,C,"8,000",1. -,2. Telkomsel Flash,PLN,,,smkmarartitimika@gmail.com,http,-4.594600000000,136.872900000000,12,33,16,3,SMK 2013 REV. Multimedia,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,200",5,0,1,1,0,0,13,2,12,0,0,0,1,11,0,9,3,4,4,3,1,0,0,0,4,8,1,1,1,5,0,0,0,1,0,0,0,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25732B92-F6BF-4E01-B5DC-13E92ADEF849,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755974,SMKS Peduli Papua Kesehatan Dan Pekerjaan Sosial Mimika,69755974,JL. PEMUDA SP.1 KAMORO JAYA TIMIKA,KAMORO JAYA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Peduli Papua Baru,AC8849,N0,20-12-2011,NO,22-12-2012,Lihat SK Operasional,2021-08-30 14,Sertifikat Kedaluwarsa,"420,000",1. -,2. Telkomsel Flash,PLN,,,smkpedulipapua@gmail.com,http,-4.790700000000,136.759100000000,13,46,97,6,SMK 2013 REV. Farmasi Klinis dan Komunitas,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,000",6,1,0,2,1,0,13,1,12,0,1,0,1,12,3,9,1,2,5,4,0,2,0,0,2,11,2,2,2,1,2,3,0,0,0,0,1,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46FF75AD-1A09-4081-A1CB-EF4ED1D58599,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859730,SMKS Penerbangan Petra Mimika,69859730,"JL. BUDI UTOMO, KOMPLEKS SMP-SMK PETRA TIMIKA",INAUGA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Anu Beta Tubat,AG0491,848/481/2007,02-01-1900,848/481/2007,01-01-1900,Silakan Upload SK (link file tidak valid) => [419281-763325--],2021-02-13 09,C,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkpnb_petramimika@yahoo.com,http,-4.555300000000,136.882200000000,15,91,40,6,SMK 2013 REV. Airframe Power Plant,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,200",6,0,0,2,0,1,6,8,15,0,0,0,2,13,0,11,4,5,4,4,0,0,2,0,5,10,2,2,2,0,2,4,0,0,0,0,1,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2AB38AA-B239-4BC4-BB45-A9A710476D52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300827,SMKS Petra Bisnis Manajemen Mimika,60300827,JL. BUDI UTOMO,INAUGA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan anu beta tubat,AG0422,1986/118.II.4/MN/200,22-03-2000,503/559,16-06-1998,Lihat SK Operasional,2020-08-24 19,Sertifikat Kedaluwarsa,"34,000",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,09013266051,smkpetra@gmail.com,http,-4.202900000000,135.340300000000,27,206,183,14,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"11,000",21,0,1,1,11,0,18,1,16,0,8,3,12,15,0,25,2,7,5,2,5,3,4,1,6,21,5,5,4,13,7,1,0,1,0,0,0,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA83D7B9-E121-4C35-BB70-7BA4B06E66F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896012,SMKS YPMNU Teknologi Informasi Dan Komunikasi Mimika,69896012,JL. NAWARIPI DALAM GANG BAHAGIA,NAWARIPI,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN MUSLIMAT NAHDLATUL ULAMA (YPMNU),AG0472,421.3/893.a,01-01-1900,421.3/893.a,01-01-1900,Lihat SK Operasional,2015-06-03 09,Sertifikat Kedaluwarsa,"10,000",1. -,2. Telkom Speedy,PLN,,,smkypmnu@gmail.com,http,-4.487700000000,136.702400000000,11,20,51,4,SMK 2013 REV. Rekayasa Perangkat Lunak,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,400",4,0,1,0,0,0,12,0,11,0,0,0,0,11,0,7,4,5,2,1,1,0,0,2,2,9,1,2,1,4,0,0,0,1,0,0,0,0
Papua Tengah,Kab. Mimika,Wania,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E022EEB6-8956-4736-AAE7-4121340BE301,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991335,SMTK BEREA TIMIKA,69991335,Jln. Hsanudin Belakang Bank Mandiri,INAUGA,KEC. WANIA,KAB. MIMIKA,PROV. PAPUA TENGAH,SWASTA,SMTK,Kementerian Agama,YAYASAN PENDIDIKAN SINAR KASIH KEMAH INJIL PAPUA,AW9972,004/SK/BP/YPKII/XI/2018,22-09-2018,232 TAHUN 2019,30-04-2019,Lihat SK Operasional,2019-10-08 15,,0,1. -,2. Telkomsel Flash,PLN,,,breasmtk@gmail.com,http,-4.567100000000,136.880100000000,9,32,15,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,1,0,9,0,8,0,1,0,0,9,0,1,8,1,3,1,2,1,0,1,6,3,,,,3,0,0,0,0,0,0,0,
