prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60C4C05B-2DF5-E011-932A-4FE84419BBA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20335159,SLB MANUNGGAL,20335159,Jl. A. Yani No.86,PROCOT,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KS Manunggal Slawi,AL5925,1331/I03.a/I/91,23-09-1991,425.1/0003995,30-05-2002,Silakan Upload SK,,A,"8,371",1. -,2. Telkom Speedy,PLN,,0283491326,slb.manunggal10@gmail.com,http,-6.978475000000,109.139278300000,31,160,116,39,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"83,000",68,1,1,2,3,0,28,2,28,0,3,0,7,24,0,19,12,11,8,3,4,2,2,1,14,17,3,3,4,3,3,5,3,3,3,3,3,3,4,64,0,0,1,0,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/408C9258-2DF5-E011-8023-B1E92FEA0120,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325655,SLB N SLAWI,20325655,Jl. H. Agus Salim No. 5,KUDAILE,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.8/05869,20-09-1989,421.8/14874,26-09-1998,Silakan Upload SK,,B,"2,206",1. -,2. Telkom Speedy,PLN & Diesel,,0283492254,slbnegerislawi@gmail.com,http,-6.971303300000,109.137985000000,22,210,132,18,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"10,100",24,0,1,4,15,0,0,7,9,1,11,1,13,9,2,16,4,2,3,2,6,4,2,3,6,16,2,1,2,2,2,2,1,1,2,1,1,1,0,24,0,2,0,1,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9AF70A74-B248-4E88-AE28-7F72C5FC62C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980582,SMA IT LUQMAN AL HAKIM,69980582,"Jl. Gajahmada, Slawi, Tegal",KALISAPU,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ULIN NUHA TEGAL,AL5962,420/3990/2018,12-04-2018,420/3990/2018,12-04-2018,Lihat SK Operasional,2018-09-24 15,B,"12,255",1. Lainnya,2. Telkom Speedy,PLN,,02834561675,smait.tegal@gmail.com,http,-6.987475000000,109.127966000000,7,21,36,3,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Lainnya,"63,000",3,1,1,2,0,0,6,4,7,0,0,0,1,6,0,7,0,4,2,0,1,0,0,0,4,3,,,,,,,,,,1,1,1,3,0,0,0,1,0,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD644CB9-9C5C-42F6-B8EB-87891E8BBB19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325299,SMAN 1 SLAWI,20325299,JL. KH. WAHID HASYIM NO. 1 - SLAWI,PAKEMBARAN,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,59/SK/B/III,23-07-1963,59/SK/B/III,23-07-1963,Lihat SK Operasional,2015-04-27 09,A,0,1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0283491164,0283491164,sman1slawi.official@gmail.com,http,-6.983900000000,109.134600000000,48,317,622,27,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"80,000",27,7,1,9,28,14,0,6,20,0,17,11,32,16,0,43,5,10,8,4,8,6,5,7,24,24,,,,,,,,,,9,9,9,27,0,0,0,1,0,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA9B6EBD-3ABC-4899-B7BA-DF1A6D505F21,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325297,SMAN 2 SLAWI,20325297,JL. RA. Kartini Po Box 22,DUKUHWRINGIN,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,306/Sekpri/1978,01-01-1901,0236/0/1981,31-10-1981,Lihat SK Operasional,2023-03-02 08,A,"17,400",1. Lainnya,2. Telkom Astinet,PLN,,0283491494,sma_negeri_2_slawi@yahoo.co.id,http,-6.997200000000,109.133100000000,46,400,555,27,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"27,049",29,2,1,10,36,8,0,2,16,0,18,12,37,9,0,43,3,3,8,6,4,10,3,12,27,19,,,,,,,,,,9,9,9,21,0,8,2,1,0,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/804F2BF3-2988-4AED-AC21-E032FE10A2A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325279,SMAN 3 SLAWI,20325279,JL. PROF. MOH. YAMIN SLAWI,KUDAILE,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0519/0/1991,05-09-1991,0519/0/1991,05-09-1991,Lihat SK Operasional,2022-08-19 15,A,"370,000",1. Telkom Astinet,2. Telkom Speedy,PLN & Diesel,0283491152,0283491152,sman3slawi@yahoo.co.id,http,-6.977300000000,109.134700000000,47,335,619,27,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"105,000",27,5,2,21,35,9,0,3,15,0,12,20,36,11,0,43,4,7,4,5,4,6,10,11,20,27,,,,,,,,,,9,9,9,27,0,0,0,2,0,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA5AA058-94BC-4651-9554-D59D23E137EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325306,SMAS PGRI SLAWI,20325306,JL. SUPRIYADI TRAYEMAN,TRAYEMAN,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,32,24-11-1986,2116/I03/I-87,28-11-1987,Lihat SK Operasional,2020-08-24 20,C,"1,300",1. -,2. Telkom Speedy,PLN,,0283491944,smaspgrislawi@gmail.com,http,-6.969660000000,109.130971700000,4,4,113,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"11,000",5,1,1,1,0,0,6,0,4,0,0,0,5,-1,0,4,0,0,0,0,0,3,1,0,2,2,,,,,,,,,,2,2,0,0,2,3,0,0,1,0,0,
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6EADCB5D-6492-46F8-8172-13AD85C721E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20353801,SMK PGRI SLAWI,20353801,JL. SUPRIYADI DS. TRAYEMAN SLAWI,TRAYEMAN,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/05957/2011,28-12-2011,-420/02909/2008,28-05-2008,Silakan Upload SK,,C,"4,000",1. Telkom Speedy,2. Telkom Speedy,PLN,0,0283491944,smkspgrislawi@gmail.com,http,-6.969605000000,109.130820000000,14,40,4,4,SMK 2013 REV. Teknik Komputer dan Jaringan,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",10,0,1,2,1,0,13,1,13,0,1,0,11,3,1,13,0,2,2,1,0,3,5,1,8,6,,,,,,,,,,1,2,1,0,10,0,0,0,0,1,0,0
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3B92E712-D18A-4E55-8F4A-8DBEBB9452AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325258,SMKN 1 SLAWI,20325258,JL. H. Agus Salim Slawi,PROCOT,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,39/B.3/Kedj,16-05-1967,39/B.3/Kedj,16-03-1967,Lihat SK Operasional,2020-01-06 14,A,"20,000",1. Lainnya,2. Telkom Astinet,PLN,0283491336,0283491366,smkn1_slawi@yahoo.co.id,http,-6.970600000000,109.138100000000,96,263,"1,793",58,SMK 2013 REV. Teknik Komputer dan Jaringan,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"150,000",59,0,1,0,47,39,0,10,51,0,33,12,69,27,0,83,13,13,16,18,14,8,13,14,36,60,,,,,,,,,,20,20,18,59,0,0,0,1,0,0,0,0
Jawa Tengah,Kab. Tegal,Slawi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02A0A527-350A-4E59-983D-8357D2E33A09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20325270,SMKN 2 SLAWI,20325270,"Jalan Jenderal Ahmad Yani, Slawi, Kabupaten Tegal, Kode Pos 52412",PROCOT,KEC. SLAWI,KAB. TEGAL,PROV. JAWA TENGAH,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Ax-001/Srt.DDT/69,03-01-1969,Ax-001/Srt.DDT/69,03-01-1969,Lihat SK Operasional,2020-01-28 15,A,"145,666",1. Telkom Astinet,2. Telkom Speedy,PLN,0283491284,0283491284,smkn2slawi@yahoo.com,http,-6.972298300000,109.139956600000,98,"1,093",665,52,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,30,20,0,1,0,30,43,0,25,70,1,14,13,51,47,1,88,9,10,18,23,14,8,11,14,55,43,,,,,,,,,,18,17,17,20,0,0,0,1,0,0,0,0
