prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F852CCDB-B13C-4D4E-9D3B-D1C66AE1AC04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280297,MAS DARUL FALAH,20280297,Jl. Raya Cisero No.201 Rt/Rw 02/05 Cisero Cisurupan Garut 44163,CISERO,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/317/2007,24-09-2007,KW.10.4/4/PP.006/4382/200,08-01-2019,Silakan Upload SK (link file tidak valid) => [419696-943020--],2021-02-14 21,A,0 m2,1.,2.,,,,,,-7.320000000000,107.795600000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BBB85AE-CC0F-446B-A39E-C02124D57533,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69814391,MAS DARUL HUDA,69814391,Jl. Merpati No.725 Kp.pakuwon Rt 08 Rw 05,CISURUPAN,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,01/SK.YPI-DH/VII/2011,01-06-2011,KW.10/MA/011/2013,18-06-2013,Lihat SK Operasional,2016-06-23 14,B,0 m2,1.,2.,,,,,,-7.271300000000,107.804700000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7E95E49-18F8-45A8-9D1A-66BBD63C36A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280318,MAS NURUL HUDA,20280318,Kp. Cibojong Rt 2 Rw 5,BALEWANGI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Wi/1/HK.008/097/1997,14-04-1997,Wi/1/HK.008/097/1997,14-04-1997,Lihat SK Operasional,2019-11-27 10,A,0 m2,1.,2.,,,,,,-7.303600000000,107.789500000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB774984-3933-447F-B24F-660AD20E8411,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70009069,MAS PLUS AL MUJAMMIL,70009069,Kampung Curug RT.004/RW.005,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,001/02/SK-YYSN-ALMIL/2019,28-09-2019,756 TAHUN 2020,14-07-2020,Lihat SK Operasional,2021-08-22 11,B,3.780 m2,1.,2.,,,,,,-7.270200000000,107.795800000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88AD0FC3-1D56-48E6-BF9F-7667608E1B58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280330,MAS PLUS AL- ISLAM,20280330,Kp. Pasirjeungjing Rt 001 Rw 003,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Wi/1/PP.00.6/5923/2003,09-09-2003,Wi/1/PP.00.6/5923/2003,09-09-2003,Lihat SK Operasional,2019-12-12 09,A,0 m2,1.,2.,,,,,,-7.294051000000,107.769248000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0EEDE15-2CF5-E011-8769-CBE6ECCF3DD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20258199,SLB AT-TAQWA,20258199,Jl. Raya Cidatar No. 29,CIDATAR,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BPPI At-Taqwa Cisurupan,AA2705,60/BPPI.SK/SLB/VII/2000,19-07-2002,421.9/4654-DISDIK/2002,19-07-2002,Silakan Upload SK,,,975 m2,1. 3 (Tri),2. Lainnya (Serat Optik),PLN,,,slbattaqwa@gmail.com,,-7.330800000000,107.795400000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F386F85B-DC00-4F66-9553-1D74A07B0FA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907337,SMA IT ASSYIFA,69907337,cisurupan,SIRNAGALIH,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PERKESA,AD4217,02/PERKESA/2015,28-08-2015,425.11/4166-Disdik,19-12-2014,Lihat SK Operasional,2015-10-19 06,B,553 m2,1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,,0262541244,smait.assyfa@gmail.com,,-7.303700000000,107.789500000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CDE49EFB-1B57-4072-94B9-7582D840FD14,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20209237,SMAN 16 GARUT,20209237,JL. RAYA CIDATAR NO. 810,CIDATAR,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0315/O/1995,26-10-1995,0315/O/1995,26-10-1995,Lihat SK Operasional,2020-01-16 14,A,8.796 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,02622880249,smanegeri16garut@gmail.com,http,-7.328000000000,107.793100000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C215224A-3AFB-4EA7-921F-4E120416D9AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20209213,SMAN 24 GARUT,20209213,Jalan Pangauban,PANGAUBAN,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,446,24-12-2008,446,24-12-2008,Lihat SK Operasional,2019-10-05 06,A,9.645 m2,1. Lainnya,2. Telkom Speedy,PLN,02622804529,02622804529,sman24garut@gmail.com,http,-7.274500000000,107.782400000000,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6C6F438-E603-46F3-9108-2990DD48C62E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931788,SMK BHAKTI INSAN CENDEKIA,69931788,"Jl. Kawah Papandayan Km. 1,5",KARAMATWANGI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPRADA,AA2664,424.3/YAPRADA/SK/V/001/20,02-05-2015,425.11/4371-Disdik,21-10-2015,Lihat SK Operasional,2020-08-27 09,C,1.536 m2,1. 3 (Tri),2. Indosat IM3,PLN,,02622810045,smkbic2015@gmail.com,,-7.312900000000,107.780800000000,
