prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A952937-D566-4CB4-B590-4112162EEC49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60725010,MAN 1 JAKARTA,60725010,Jl. Rawa Bahagia No. 28,GROGOL,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.164100000000,106.797800000000,0,231,385,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2016B3D6-3A90-E211-8CC3-79A45BB67383,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69756905,SLB C CAHYA ANAKKU,69756905,"Jl. Mandala Utara VI No. 2 Tomang, Jakarta Barat.",TOMANG,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Rasyid Abiyyu,AA0480,-12.-,11-08-2009,9012/-1.851.232,05-11-2012,Lihat SK Operasional,2015-02-09 09,B,112,,2.,,0215606704,0215606834,sca@sekolah.cahyaanakku.org,http,-6.172800000000,106.794100000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00E4A796-2BF5-E011-8F86-2FB9C09F390D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20110240,SLB DHARMA ASIH,20110240,Jl. Prof Dr. Latumenten No. 1,JELAMBAR,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SERVIA,AG3395,1832/I01.A1/II/91,19-02-1991,306/-1.851.48,10-04-2011,Silakan Upload SK (link file tidak valid) => [451603-131814--],2021-06-03 06,B,0,1. XL (GSM),2. Telkom Speedy,PLN,0,02132484501,dharmaasih1@gmail.com,,-6.167600000000,106.793900000000,7,6,7,7,Sehari Penuh/5 hari,,2022/2023-2,"2,200",8,0,0,0,0,0,7,1,7,0,0,0,4,3,0,4,3,0,0,0,0,3,2,2,1,6,8,0,0,0,0,0,0,0,SDLB,1,1,0,2,2,1,0,0,0,0,0,0,Pendidikan Khusus SDLB 2013,XL (GSM),
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92C0C81F-1F23-43B3-A806-DB506CBDEF07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101621,SMAN 23 JAKARTA,20101621,JL. MANDALA UTARA NO.6,TOMANG,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,445,18-01-1988,445,18-01-1988,Lihat SK Operasional,2015-08-31 00,A,"3,240",1. Telkom Astinet,2. Telkom Astinet,PLN,5647367,5672730,sman23_jakarta@yahoo.co.id,http,-6.171800000000,106.799400000000,34,319,385,19,Sehari Penuh/5 hari,,2022/2023-2,"146,500",19,4,1,6,28,3,0,3,12,0,16,6,27,7,0,29,5,2,5,1,3,3,7,13,14,20,19,0,0,0,0,1,0,0,,,,,,,,,,,7,6,6,SMA 2013 Bhs&Budaya,Telkom Astinet,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08BC91E9-1315-49CD-9B0C-DEBA24F8C8E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101306,SMAS 1 KRISTEN BPK PENABUR,20101306,JL. TANJUNG DUREN RAYA NO. 4,TANJUNG DUREN UTARA,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BADAN PENDIDIKAN KRISTEN PENABUR JAKARTA,AD1986,no 89 tgl 19 juli 1950,19-07-1950,4053/-1.851.68,28-05-2013,Lihat SK Operasional,2022-11-04 08,A,660,1. Lainnya (Satelit),2. Lainnya (Serat Optik),PLN & Diesel,02156961513,0215666962,smak1@bpkpenaburjakarta.or.id,http,-6.174300000000,106.781300000000,58,478,479,28,Sehari Penuh/5 hari,,2022/2023-2,"35,000",30,5,1,16,0,0,57,6,58,0,0,0,38,20,0,57,1,4,4,10,11,9,7,13,25,33,30,0,0,0,1,0,0,0,,,,,,,,,,,10,9,9,SMA 2013 IPS,Lainnya (Satelit),
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C42FB041-A682-4DFC-93F0-751C75A74A62,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101619,SMAS 1 YADIKA,20101619,JL. TANJUNG DUREN BARAT IV/8,TANJUNG DUREN UTARA,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ABDI KARYA,AJ6083,SP.345/I01.1A/I.85,20-02-2012,2417-1.851.68,28-03-2013,Silakan Upload SK (link file tidak valid) => [501608-725226--],2021-08-25 15,A,"6,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,5671833,5672649,ka_sma_yadika1@yahoo.com,http,-6.177900000000,106.781500000000,26,206,250,14,Sehari Penuh/5 hari,,2022/2023-2,"6,600",14,4,1,2,0,0,22,8,25,1,0,0,8,18,0,20,6,9,5,1,2,3,3,3,12,14,14,0,0,0,1,0,0,0,,,,,,,,,,,6,4,4,SMA 2013 MIPA,Telkomsel Flash,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1933F7BF-12C2-442B-8D89-16354A0089FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101351,SMAS 2 GALATIA,20101351,JL. MERPATI RAYA NO. 1,WIJAYA KESUMA,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,B,"3,500",,2.,,,5605122,galatia_3jkt@yahoo.co.id,,-6.155900000000,106.776000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/286F9238-9665-4DDB-B565-B8A13AC7E2BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20107269,SMAS AL CHASANAH,20107269,JL. TANJUNG DUREN BARAT 3/1,TANJUNG DUREN UTARA,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN AL-CHASANAH,AD1983,012.31.73.02.1002.73,03-10-2012,Nomor 4800/-1.851.68,24-06-2013,Lihat SK Operasional,2020-08-24 19,A,"45,000",1. -,2. Firstmedia,PLN,5637640,0215637640,smaalchasanah@yahoo.com,http,-6.174200000000,106.779900000000,16,163,153,10,Sehari Penuh/5 hari,,2022/2023-2,"36,000",10,2,1,2,0,0,9,9,16,0,0,0,2,14,0,15,1,6,4,1,3,0,1,1,7,9,0,10,0,0,1,0,0,0,,,,,,,,,,,2,5,3,SMA 2013 IPS,Tidak Ada,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9687379E-4465-4F03-9B4E-B5EA58B487A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20101332,SMAS BUNDA HATI KUDUS,20101332,JL. RAHAYU NO. 22,JELAMBAR,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Asti Dharma,AD1951,A.022/SWT/PMUA/1975,06-01-1975,Kep.467A/101.A1/1/90,19-03-1990,Lihat SK Operasional,2015-02-17 13,A,"2,754",1. -,2. Lainnya (Serat Optik),PLN,5637339,5686329,sma_bunda_hati_kudus@yahoo.co.id,http,-6.164200000000,106.785700000000,24,168,156,12,Sehari Penuh/5 hari,,2022/2023-2,"131,000",22,5,1,2,0,0,25,7,24,0,0,0,12,12,0,21,3,4,4,2,3,6,1,4,9,15,22,0,0,0,1,0,0,0,,,,,,,,,,,4,4,4,SMA 2013 IPS,Tidak Ada,
D.K.I. Jakarta,Kota Jakarta Barat,Grogol Petamburan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC4AE7DD-8D43-475B-9A72-B559F66ABC81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20104412,SMAS DHARMA JAYA,20104412,JL. KAV. POLRI BLOK D. XV/1,JELAMBAR,KEC. GROGOL PETAMBURAN,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DHARMA JAYA,AD2000,478A/101.A1/I/1990,02-04-1990,796/-1.851.68,06-02-2014,Lihat SK Operasional,2016-03-03 09,A,"2,760",1. Lainnya,2. Lainnya,PLN,5658156,5658159,smadharmajaya@gmail.com,http,-6.156000000000,106.785900000000,19,57,50,6,Sehari Penuh/5 hari,,2022/2023-2,"33,000",12,4,1,3,0,0,7,12,17,0,2,0,4,15,0,19,0,6,3,2,1,2,2,3,9,10,12,0,0,0,1,0,0,0,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Lainnya,
