prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65189538-D3C5-4BB0-BD7C-B5B5E03CB20D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881481,MAS   RAUDLATUL MUTTAQIN,69881481,Jl. Raudloh 308 Pakong,PAKONG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,YPI/MA//VIII/SK/05/2012,05-03-2012,Kw.13.4/4/PP.00.6/1484/2014,10-02-2014,Lihat SK Operasional,2016-01-27 11,B,0,,2.,,,,,,-7.122700000000,112.922500000000,0,57,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D61843C-FDFF-499B-8AA4-D0A7629E9F1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411900,MAS AL AMIN FAUZI,20411900,JL. RAYA PAENG NO. 193 MODUNG,PAENG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MA/08/YPI/VIII/SK//2001,16-07-2001,Kw.13.4/4/PP.00.6/544/2010,01-07-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.171900000000,113.052900000000,0,30,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5EBDA7CD-A646-4967-B1E0-D815740B416E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411901,MAS AL AZHAR,20411901,JL. KH. AZHARI NO.1,SERABI BARAT,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MA/05/VIII/SK/24/2001,16-07-2001,MAS/26.0009/2016,07-07-2017,Lihat SK Operasional,2021-01-04 01,B,0,,2.,,,,,,-7.190000000000,113.001500000000,0,40,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00A684F-46D7-41D3-8C7B-1E45B05999DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411908,MAS AL MIFTAH,20411908,KARANG ANYAR SERABI TIMUR,SERABI TIMUR,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MA/05/YPI/VIII/SK//2004,15-07-2004,Kw.13.4/4/PP.00.6/543/2010,01-07-2010,Lihat SK Operasional,2016-02-25 10,C,0,,2.,,,,,,-7.200500000000,113.031400000000,0,26,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2427C945-1104-4033-8E2C-810B4A02B976,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411913,MAS AR ROWIYAH,20411913,JL. KH. MBAH ROWI MANCENGAN,LANGPANGGANG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MA/12/YPI/VIII/SK//2008,14-07-2008,Kw.13.4/4/PP.00.6/568/2010,01-07-2010,Lihat SK Operasional,2016-02-16 07,A,0,,2.,,,,,,-7.193400000000,112.958800000000,0,123,183,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5101F882-7719-4224-8D4C-8F14FE356015,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20411915,MAS AT TAHRIRIYAH,20411915,JL. KH. TAHRIR  157 PANGPAJUNG,PANGPAJUNG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,YPI./MA/PP/SK/VII/1996,01-07-1996,Kw.13.4/4/PP.00.6/547/2010,01-07-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.208800000000,113.002000000000,0,59,65,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE48BCCB-6FDF-4C22-85CA-63F8FD5A2BE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20579370,MAS DARUSSALAM,20579370,JL.Hidayat 415 Pakong,PAKONG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MA/01/YPI/VIII/SK//1996,02-07-1996,Kw.13.4/4/PP.00.6/545/2010,01-07-2010,Lihat SK Operasional,2015-10-20 15,A,0,,2.,,,,,,-7.124700000000,112.922100000000,0,202,289,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BDC7CD2-55A1-4615-85BE-946EFC7AFFF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20579372,MAS INARATUT THALIBIN,20579372,DESA PATEREMAN KECAMATAN MODUNG KABUPATEN BANGKALAN,PATEREMAN,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,Kw.13.4/4/PP.03.2/3758/SKP/2005,27-12-2005,Kw.13.4/4/PP.006/549/2010,01-07-2010,Lihat SK Operasional,2016-02-09 04,B,0,,2.,,,,,,-7.209100000000,113.028600000000,0,1,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27EB5311-764F-4A52-96CE-B6D34280F5B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20579374,MAS MIFTAHUL ULUM AL ISLAMY,20579374,JL.KH.AKHMAD DAHLAN NO 374 PATEREMAN MODUNG,PATEREMAN,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan PONDOK PESANTREN  MIFTAHUL ULUM AL-ISLAMY,AN2158,YPI./MA/PP/SK/VIII/1990,02-07-1990,Kw.13.4/4/PP.00.6/546/2010,01-07-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.208000000000,113.031500000000,0,0,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Modung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC4C1287-92F4-4586-84E9-315EE90959F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20579376,MAS NORUL HAROMAIEN,20579376,JL. PATENGTENG PESISIR  MODUNG,PATENGTENG,KEC. MODUNG,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,YPI./MA/PP/SK/VIII/2007,20-06-2007,Kw.13.4/4/PP.00.6/569/2010,01-07-2010,Silakan Upload SK,,C,0,,2.,,,,,,-7.160915000000,112.947290000000,0,57,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
