prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00159E5A-2DF5-E011-B18C-E52796A38E68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328394,SLB BINA PUTRA SALATIGA,20328394,"Jl. Nakula Sadewa V, Kembangarum",DUKUH,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bina Putra Salatiga,AA9444,023/103/1/1996,03-10-1989,420/7658/2018,26-07-2018,Lihat SK Operasional,2018-08-14 19,A,691,1. Lainnya,2. Telkom Speedy,PLN,,3419933,slbbinaputrasalatiga@yahoo.com,,-7.333900000000,110.490700000000,11,41,26,18,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,900,15,0,2,2,2,0,12,0,9,0,2,0,6,5,0,6,5,0,3,1,1,2,3,1,3,8,1,1,1,1,1,1,1,3,2,2,2,2,0,15,0,0,0,1,1,0,
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30D6EB58-2DF5-E011-B41A-7D45E2AA5BD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328473,SLB Negeri Salatiga,20328473,Jl. Hasanudin Gang III (Cakra) RT 03 RW 12,MANGUNSARI,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,4 / 1983,01-06-1983,421.8/24686,25-06-2007,Lihat SK Operasional,2018-07-31 17,A,"6,034",1. Indosat IM3,2. Telkom Speedy,PLN,,0298328036,slbnegerisalatiga@yahoo.com,http,-7.340300000000,110.492800000000,29,110,87,48,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Indosat IM3,"7,700",27,0,1,13,15,8,0,6,14,0,10,5,18,11,0,27,2,5,2,4,6,2,2,8,5,24,7,4,4,3,4,3,4,3,5,4,5,2,23,1,3,2,1,0,0,0,
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2DBDB2E0-D087-465C-B5AD-122606586E64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69932725,SLB Rumah Pintar Salatiga,69932725,Jl. Surowijoyo I RT 06 RW 03,MANGUNSARI,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SLB,SDLB dan SMPLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Mutiara Rumah Pintar Salatiga,AA9466,420/334/2023,10-11-2015,420/334/2023,17-03-2023,Silakan Upload SK (link file tidak valid) => [820517-817468--],2023-05-08 09,B,"1,121",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,02983432439,sdkrumahpintar@gmail.com,http,-7.342660500000,110.482985200000,12,84,35,10,Pendidikan Khusus SMPLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"1,200",18,0,1,2,0,0,13,0,12,0,0,0,2,10,2,5,5,6,3,2,0,1,0,0,3,9,1,1,1,2,2,1,1,1,0,0,0,0,10,8,0,0,1,0,0,0,
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A818827-584D-4B63-8294-F5EDCF4C740A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892226,SMA Mountainview Christian School,69892226,Jl. Nakula Sadewa Raya No. 55,DUKUH,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SPK SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,2130/D/KEP/KP/2014,21-11-2014,2130/D/KEP/KP/2014,21-11-2014,Lihat SK Operasional,2015-03-11 10,A,"5,000",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN & Diesel,0298321609,0298311673,office@mtview.id,http,-7.332600000000,110.488941700000,6,29,32,3,US Curriculum,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"42,000",5,1,1,2,0,0,3,3,6,0,0,0,0,6,0,3,3,0,0,1,0,1,3,1,3,3,,,,,,,,,,1,1,1,5,0,0,0,1,0,0,0,
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2DBAE9EE-8C16-42AE-8F29-3BA6E5A2E294,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328398,SMAS KRISTEN 1 SIDOMUKTI,20328398,JL. OSAMALIKI NO. 32,MANGUNSARI,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN KRISTEN SALATIGA PUSAT,AE1495,10757/SUB,21-02-1955,AHU-0000028.AH.01.05.TAHUN2019,12-01-2019,Lihat SK Operasional,2020-08-22 16,A,"7,297",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,314476,326506,admin@smakristen1sltg.sch.id,http,-7.328883300000,110.495170000000,33,226,247,16,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"28,800",25,4,1,8,3,0,26,10,30,0,3,0,20,13,0,28,5,2,2,7,5,7,8,2,14,19,,,,,,,,,,5,5,6,25,0,0,0,1,0,0,0,
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D64538C-0009-4935-8843-9AE3A5778979,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328453,SMKN 1 SALATIGA,20328453,JL. NAKULA SADEWA I/3 SALATIGA KOTA SALATIGA,DUKUH,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,191/ukk.3/1968,25-05-1968,,25-05-1968,Lihat SK Operasional,2016-04-25 07,A,"1,524",1. -,2. Biznet (Serat Optik),PLN,0298323566,0298323566,smkn20328453@gmail.com,http,-7.338500000000,110.488200000000,85,64,"1,363",41,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"74,499",42,0,1,4,71,5,0,9,18,0,52,15,72,13,0,76,9,4,4,8,13,18,20,18,29,56,,,,,,,,,,14,14,13,42,0,0,0,1,0,0,0,0
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5DD979C1-1FE1-492C-9314-CAF8E592B7E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328460,SMKN 2 SALATIGA,20328460,JL. PARIKESIT KEL. DUKUH,DUKUH,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,217/O/2000,17-11-2000,217/O/2000,17-11-2000,Lihat SK Operasional,2015-03-05 15,A,"66,521",1. Telkom Speedy,2. Telkom Speedy,PLN,0298324069,0298313403,info@smkn2salatiga.sch.id,http,-7.346383300000,110.483158300000,123,"1,308",686,57,"SMK 2013 REV. Konstruksi Gedung, Sanitasi dan Perawatan",Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"82,500",43,7,1,84,97,12,0,14,30,0,65,28,105,18,0,116,7,6,11,15,20,29,24,18,87,36,,,,,,,,,,19,18,18,39,0,4,0,0,1,0,0,2
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F78E15A-5EA9-44C5-A156-C153A53D5FCD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20330954,SMKS AL FALAH SALATIGA,20330954,JL. BIMA NO.2,DUKUH,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Falah Salatiga,AA9442,420/214/2004,27-05-2004,421.5/1833B,01-06-2006,Lihat SK Operasional,2020-08-26 14,B,"2,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0298321685,0298321685,smkalfalahsala3@yahoo.co.id,http,-7.337900000000,110.482800000000,11,114,53,8,SMK 2013 REV.  Tata Busana,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"5,000",9,1,1,3,0,0,9,4,11,0,0,0,5,6,0,7,4,3,2,2,3,0,0,1,5,6,,,,,,,,,,3,3,2,9,0,0,0,0,1,0,0,0
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FE4D98AC-BD8F-4F38-A9B1-A71E0728C3B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328452,SMKS KRISTEN BISNIS & MANAJEMEN,20328452,JL. TENTARA PELAJAR NO. 6 KEL. MANGUNSARI KEC SIDOMUKTI SALATIGA,MANGUNSARI,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KEMAKMURAN REJEKI,AA9460,PEND/58/10,10-06-1958,05/DSS/SMK/VII/99,22-07-1999,Lihat SK Operasional,2019-10-01 10,B,"7,141",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0298326614,0298326614,smkkr1sa3@yahoo.com,http,-7.329241700000,110.498038300000,18,88,67,12,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"11,000",12,1,1,2,0,0,17,5,18,0,0,0,12,6,1,15,2,0,2,3,1,0,5,7,5,13,,,,,,,,,,4,4,4,12,0,0,0,1,0,0,0,0
Jawa Tengah,Kota Salatiga,Sidomukti,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E7A23F4-49ED-4673-B452-FB7E0BD0B532,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328454,SMKS PELITA SALATIGA,20328454,JL. HASANUDIN GANG MANGGA KEC. SIDOMUKTI KOTA SALATIGA,MANGUNSARI,KEC. SIDOMUKTI,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pelita Salatiga,AA9446,KPEE/015/C.10/III/B/72,01-01-1972,KPEE/015/C10/III/B/72,07-01-1972,Lihat SK Operasional,2020-08-24 19,B,"2,960",1. -,2. Telkom Speedy,PLN,0298321572,0289321572,smks20328454@gmail.com.com,http,-7.339303300000,110.496546700000,10,19,9,4,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"9,000",14,2,1,3,0,0,6,5,10,0,0,0,4,6,0,7,3,2,0,0,2,0,0,6,7,3,,,,,,,,,,2,1,1,14,0,0,0,0,0,1,0,0
