prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FC54CAD-F247-433C-B04B-6C89C45EC828,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014227,MA Al-Hikmah Kawunganten,70014227,"Jl. Raya Tegalsari, RT 01 RW 05",KAWUNGANTEN LOR,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan AL HIKMAH KAWUNGANTEN,AD8048,736 TAHUN 2021,14-06-2021,736 TAHUN 2021,14-06-2021,Lihat SK Operasional,2022-07-29 12,,0,,2.,,,,,,-7.573100000000,108.921500000000,0,32,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F79EFE52-74E6-4357-8C21-0F3F73CD886F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362823,MAS NURUL HUDA,20362823,KUBANGKANGKUNG,KUBANGKANGKUNG,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,050/SK/Y NK K/III/2007,01-01-2007,Kw.11.4/4/PP.03.2/9546/2007,28-11-2007,Lihat SK Operasional,2018-08-07 20,C,0,,2.,,,,,,-7.649800000000,108.941700000000,0,55,49,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7640B419-BF72-4149-BCEC-08063E96D09A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20362822,MAS PP DARUL QURRO,20362822,JL. RAYA TEGALSARI RT. 003/005 KAWUNGANTEN LOR KAWUNGANTEN CILACAP,KAWUNGANTEN LOR,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Wk/5.a/PP.03.2/1266/2001,15-05-2001,Wk/5.a/PP.03.2/1266/2001,15-05-2001,Lihat SK Operasional,2017-01-04 07,B,0,,2.,,,,,,-7.581100000000,108.917000000000,0,40,56,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C734088-3159-439C-8CB2-5CAC86E57B94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69934668,SLB PUTRA MANDIRI KAWUNGANTEN,69934668,Jayagiri RT 08 RW 02,BOJONG,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sekar Mandiri Sentosa,AD8041,420/5231/2015,17-11-2015,420/5231/2015,17-11-2015,Silakan Upload SK (link file tidak valid) => [315152-601047--],2020-08-22 10,B,"1,352",1. 3 (Tri),2. Telkom Speedy,PLN,,,slbpumakwt@gmail.com,http,-7.598600000000,108.925700000000,14,70,43,12,Sehari Penuh/5 hari,,2022/2023-2,"1,798",12,0,0,0,0,0,11,4,14,0,0,0,0,14,1,4,9,5,3,1,4,1,0,0,4,10,0,12,0,0,0,0,0,0,"SDLB, SMPLB,  dan SMLB",SMLB Merdeka,3 (Tri),1,1,1,1,2,2,1,1,1,1,0,0,
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51CD5AAC-1264-4A3B-82BB-9CFBBD05FFE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300601,SMA A. YANI KAWUNGANTEN,20300601,JL. BELAKANG STASIUN KAWUNGANTEN,KAWUNGANTEN LOR,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HAJI NAHROWI,AD8049,2111/I03/I - 87,28-11-1987,2111/ I03/I - 87,28-11-1987,Lihat SK Operasional,2015-06-03 09,B,"1,881",1. XL (GSM),2. Telkom Speedy,PLN,,0282611675,smaayanikawunganten@yahoo.co.id,,-7.589700000000,108.919500000000,19,181,152,10,Pagi/6 hari,,2022/2023-2,"5,200",3,0,0,1,0,0,20,2,19,0,0,0,7,12,0,17,2,2,5,3,4,1,2,2,6,13,0,1,2,5,0,0,0,1,,SMA 2013 IPS,XL (GSM),,,,,,,,,,4,3,3,
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBDCD716-52EE-4C93-B7E1-7FF5FDAD590D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20347489,SMK ISLAM AR ROYYANNA KAWUNGANTEN,20347489,JL. TAPAL BATAS UJUNGMANIK,UJUNGMANIK,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AR ROYYANNA CILACAP,AI2913,421.5/504/14/2009,22-12-2009,412.5/504/14/2009,22-12-2009,Lihat SK Operasional,2015-02-07 14,B,"6,750",1. Telkomsel Flash,2. Telkom Speedy,PLN,085869265811,,smkiarroyyanna@yahoo.co.id,http,-7.620700000000,108.905000000000,12,146,92,10,Sehari Penuh/6 hari,,2022/2023-2,"4,000",9,1,1,3,0,1,5,8,12,0,0,0,0,12,0,9,3,0,3,6,1,1,0,1,7,5,9,0,0,0,1,0,0,0,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Telkomsel Flash,,,,,,,,,,4,3,3,0
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/809BFE1F-EDD2-4742-A8F6-121A05E8D4CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20360491,SMK NEGERI 1 KAWUNGANTEN,20360491,"JL. PRAMUKA, GUNUNGJAYA",BOJONG,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,003.1/206/14/TAHUN 2010,05-06-2010,003.1/206/14/TAHUN 2010,05-06-2010,Lihat SK Operasional,2017-03-12 09,A,"15,000",1. Lainnya (Wavelan),2. Telkom Astinet,PLN,0,02805260602,smksaka@gmail.com,http,-7.603700000000,108.930100000000,72,675,665,39,Sehari Penuh/5 hari,,2022/2023-2,"17,000",33,1,1,9,13,41,0,18,62,0,9,1,33,39,1,64,7,11,21,20,15,3,1,1,51,21,33,0,0,0,1,0,0,0,,SMK 2013 REV.  Animasi,Lainnya (Wavelan),,,,,,,,,,13,13,13,0
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49F51602-5E4F-4DA1-A107-24EC9F1CAD6D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300688,SMK NUSA TARUNA 2 KAWUNGANTEN,20300688,JL. RAYA BRINGKENG RT.01 RW.07 DUSUN NUSADADI,BOJONG,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ADY YAKSA NUGRAHA,AD8065,421.5/149/07/04,09-06-2004,421.5/149/07/04,09-06-2004,Lihat SK Operasional,2021-08-02 10,C,"2,610",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,,02825501188,smknusatarunakwt@yahoo.co.id,http,-7.590500000000,108.972600000000,10,23,0,2,Pagi/6 hari,,2022/2023-2,"2,400",3,0,1,2,0,0,17,0,10,0,0,0,0,10,0,8,2,2,2,2,2,1,1,0,5,5,3,0,0,0,1,0,0,0,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Telkom Speedy,,,,,,,,,,1,1,0,0
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C40378BB-9995-4CCD-B748-AD3C10FBCCF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20337860,SMK TARBIYATUL ISLAM KAWUNGANTEN,20337860,JL. RAYA KAWUNGANTEN LOR,KAWUNGANTEN LOR,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ADY YAKSA NUGRAHA,AD8065,421.35/194/33,24-05-2007,421.35/194/33,24-05-2007,Lihat SK Operasional,2020-08-26 18,B,"3,905",1. -,2. Telkom Speedy,PLN,0000,02825501188,smaktika@yahoo.co.id,http,-7.568000000000,108.916500000000,13,142,207,14,Pagi/6 hari,,2022/2023-2,"23,000",16,0,0,6,0,0,17,0,13,0,0,0,3,10,1,11,1,2,2,4,1,1,1,2,7,6,11,5,0,0,0,0,0,0,,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Tidak Ada,,,,,,,,,,5,5,4,0
Jawa Tengah,Kab. Cilacap,Kawunganten,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A890AC91-960E-4245-9864-02968D326C13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20300739,SMK YOS SUDARSO KAWUNGANTEN,20300739,JL. GEREJA NO. 3 KAWUNGANTEN,KAWUNGANTEN,KEC. KAWUNGANTEN,KAB. CILACAP,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sosial Bina Sejahtera,AG6887,3019/I03/I.82,23-12-1982,3019/I03/I.82,23-07-1999,Lihat SK Operasional,2022-03-13 20,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0282611818,0282611814,smkyoska@yahoo.co.id,http,-7.586700000000,108.914600000000,28,393,242,20,Sehari Penuh/5 hari,,2022/2023-2,"37,000",22,2,1,2,0,0,25,7,28,0,0,0,10,18,0,23,5,5,6,7,4,3,0,3,16,12,20,2,0,0,1,0,0,0,,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkomsel Flash,,,,,,,,,,7,7,6,0
