prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8192F2D-A1A6-4A01-BEC3-82FFEDBC8204,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201526,MAN Kotawaringin Timur,30201526,JL. HM. ARSYAD NO. 68 SAMPIT,MENTAWA BARU HILIR,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,KMA No. 42 Tahun 1992,01-07-1992,KMA No. 62 Tahun 2016,17-11-2016,Lihat SK Operasional,2022-12-30 07,A,0,,2.,,,,,,-2.549000000000,112.949300000000,0,431,657,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11ABAA05-97B7-4448-9BE0-D3338871DA01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30208779,MAS NURUL UMMAH,30208779,JL.SUPRAPTO NO.27 SAMPIT,MENTAWA BARU HILIR,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-2.547400000000,112.953000000000,0,18,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8A28489-475C-44BE-9C33-D46C553F0B0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039203,SKH LENTERA NURANI,70039203,Jl. Jeruk 2 No.02A Rt. 046 Rw. 09,MENTAWA BARU HILIR,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-0025105.AH.01.04.TAHUN 2022,17-12-2022,421/ 050 / Disdik / V / 2023,01-05-2023,Lihat SK Operasional,2023-05-04 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57461271-9FFD-4333-87A4-08267361853E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925342,SLBN 3 SAMPIT,69925342,Jl. H.M.Arsyad Komp. Perum Pembina No. 02 Rt. 40 Rw. 06 Sampit,MENTAWA BARU HILIR,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,04-08-2014,422/4161/Dikmen/2015,05-06-2015,Lihat SK Operasional,2019-02-12 09,C,"6,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbnegeri3sampit@gmail.com,,-2.554700000000,112.950200000000,11,22,15,12,Sehari Penuh/5 hari,,2022/2023-2,900,11,0,1,0,1,3,0,7,10,0,1,0,2,9,0,8,3,5,5,1,0,0,0,0,4,7,11,0,0,0,1,0,0,0,"TKLB, SDLB, SMPLB,  dan SMLB",2,1,1,1,1,1,1,1,0,1,1,1,TKLB 2013,Telkomsel Flash,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22529FC6-64CD-4F5D-8019-47879E55CB2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201459,SMAN 1 SAMPIT,30201459,JL.A YANI NO. 18 SAMPIT,MENTAWA BARU HULU,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,21 / SK / B.III,10-10-1962,422/2741/Dikmen/2015,10-02-2015,Lihat SK Operasional,2018-09-24 19,A,"8,520",1. Telkomsel Flash,2. Telkom Speedy,PLN,053121404,053121404,smansa_kotim@yahoo.co.id,http,-2.541400000000,112.946500000000,56,423,534,27,Sehari Penuh/5 hari,,2022/2023-2,"14,000",27,2,1,21,36,6,0,14,21,0,19,16,29,27,0,50,6,10,5,8,8,7,5,13,19,37,27,0,0,0,1,0,0,0,,,,,,,,,,,9,9,9,SMA 2013 IPS,Telkomsel Flash,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F90B4A8-01E2-4F97-820C-C4F80C5D7802,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201448,SMAN 4 SAMPIT,30201448,"JL SUDIRMAN KM 5,5 SAMPIT",PASIR PUTIH,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,642/190/UPPT/CK-PU/2000,30-03-2000,422/2742/Dikmen/2015,13-02-2015,Lihat SK Operasional,2018-09-13 14,A,"21,537",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sman4sampit@yahoo.co.id,http,-2.535100000000,112.892400000000,29,148,187,12,Sehari Penuh/5 hari,,2022/2023-2,"11,000",12,3,1,16,22,1,0,6,10,0,6,13,19,10,0,29,0,2,4,2,3,7,7,4,8,21,11,1,0,0,1,0,0,0,,,,,,,,,,,4,4,4,SMA 2013 Bhs&Budaya,Telkomsel Flash,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3812E04-36F6-4A37-B8BE-1B13887F4822,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027439,SMAS Islam Terpadu Darul Amin,70027439,"Jl. H.M. Arsyad KM. 3,5",KETAPANG,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Darul Amin,AO3126,570/0005/Pendidikan-IPO/XII/DPMPTSP-2021,10-12-2021,570/0005/Pendidikan-IPO/XII/DPMPTSP-2021,10-12-2021,Lihat SK Operasional,2022-03-29 23,,"6,445",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaitdarulaminsampit@gmail.com,,.000000000000,.000000000000,13,107,113,6,Sehari Penuh/6 hari,,2022/2023-2,5,3,0,1,2,0,0,12,2,13,0,0,0,0,13,0,8,5,8,3,2,0,0,0,0,6,7,3,0,0,0,1,0,0,0,,,,,,,,,,,2,2,2,SMA 2013 IPS,Telkomsel Flash,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2449BACA-1CB1-4FFB-A1A8-91BC5D7D68B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201430,SMAS MARANATHA SAMPIT,30201430,JL. S.PARMAN NO.27 SAMPIT,MENTAWA BARU HULU,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPK MARANATHA SAMPIT,AO3150,193/12/5/B/24,11-06-1986,421.5/2835/Dikmen/2013,31-07-2013,Lihat SK Operasional,2020-11-09 14,B,"1,200",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sma_maranatha_sampit@yahoo.co.id,,-2.537400000000,112.962100000000,10,0,0,3,Sehari Penuh/5 hari,,2022/2023-2,"1,300",3,5,1,2,1,1,3,6,9,0,0,1,2,8,0,8,2,4,2,3,0,0,1,0,2,8,0,3,0,0,0,1,0,0,,,,,,,,,,,1,1,1,SMA 2013 MIPA,Telkom Speedy,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA59F422-282A-4A7B-90E7-AC2E9E1107B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201431,SMAS MUHAMMADIYAH SAMPIT,30201431,JL.A.YANI NO.44 SAMPIT,MENTAWA BARU HULU,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Kalimantan Tengah,AC2991,1504/II-002/KT.-62/1978,01-08-1962,1504/II-002/KT.-62/1978,01-08-1962,Lihat SK Operasional,2018-09-13 14,B,"4,160",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smamsa.sam@gmail.com,http,-2.588100000000,112.852200000000,13,56,45,5,Sehari Penuh/5 hari,,2022/2023-2,"12,000",6,0,0,2,4,0,4,7,9,0,0,4,5,8,0,8,5,6,1,2,0,0,0,4,6,7,0,4,2,1,0,0,0,1,,,,,,,,,,,2,2,1,SMA 2013 IPS,Telkomsel Flash,
Kalimantan Tengah,Kab. Kotawaringin Timur,Mentawa Baru Ketapang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B98979A-9725-4923-939F-9761081BDAB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30201449,SMAS PGRI-1 SAMPIT,30201449,"JL. JENDRAL SUDIRMAN  KM.1,5 SAMPIT",MENTAWA BARU HULU,KEC. MENTAWA BARU KETAPANG,KAB. KOTAWARINGIN TIMUR,PROV. KALIMANTAN TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NO.21,03-03-1980,NO.52/KPTS/1987,06-09-1987,Lihat SK Operasional,2016-09-05 15,B,"13,994",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sma.pgri1sampit@yahoo.co.id,,-2.536500000000,112.928800000000,8,12,9,3,Sehari Penuh/5 hari,,2022/2023-2,"1,298",5,3,1,0,5,0,0,3,3,0,2,3,6,2,0,8,0,0,1,1,1,1,2,2,1,7,5,0,0,0,1,0,0,0,,,,,,,,,,,1,1,1,SMA 2013 IPS,Telkom Speedy,
