prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE843D71-036F-4DA4-A79F-565ABBD59F0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985718,SLB Paulus Tomohon,69985718,Jln Rok-Rok,MATANI SATU,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/SK/YKK/IX/2010,09-09-2010,050/KEP/DIKDA-02/128/2019,01-02-2019,Lihat SK Operasional,2019-02-22 22,B,"2,034",1. -,2. -,PLN,,,pauluslbtomohon@gmail.com,,1.304691000000,124.863880000000,6,15,11,7,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"5,500",7,0,1,4,0,0,2,4,6,0,0,0,2,4,0,3,3,2,2,0,0,1,1,0,1,5,0,0,1,1,1,1,0,0,1,1,1,0,7,0,0,0,1,0,0,0,
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D100AD-30F5-E011-9953-6D99DE0B9C8F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103166,SLB TUNA GRAHITA ST ANNA,40103166,Kolongan,KOLONGAN,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN JOSEPH ESA ENE,AF5995,X.K.SEK.III,18-03-1972,KEP 268/I.16,01-09-1990,Silakan Upload SK (link file tidak valid) => [323501-607361--],2020-08-24 19,,0,1. -,2. Lainnya (Serat Optik),PLN,0431352889,0431352889,slbck@yahoo.co.id,,1.318200000000,124.835200000000,11,32,39,11,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,500",19,0,1,10,6,0,4,2,5,1,4,1,7,4,0,9,2,2,2,0,0,4,1,2,3,8,1,1,1,1,1,1,1,1,1,1,0,1,0,19,0,0,0,1,0,0,
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/100DE2AC-30F5-E011-AE27-67D8077789F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103165,SLBB DAMAI GMIM TOMOHON,40103165,Talete,TALETE DUA,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,NO. 10,25-09-1990,KEP. 268/I 16.6/IC 00,25-09-1990,Lihat SK Operasional,2022-08-25 00,,"4,367",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0431356162,0431356162,slbbdamai@yahoo.com,,1.331199000000,124.839513000000,10,30,18,10,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,11,0,0,3,9,0,1,0,1,0,7,2,10,0,1,9,0,1,0,0,2,2,0,5,3,7,1,1,1,1,1,1,1,1,0,1,1,0,0,0,11,0,0,0,0,1,
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2DAFE6D-86E8-446A-A00E-8FD4D9394DA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103172,SMAS KRISTEN 1 TOMOHON,40103172,KOTA TOMOHON,TALETE DUA,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,213/i17.1/1992,02-03-1992,225/I16.1/T85,27-12-1985,Lihat SK Operasional,2015-11-23 08,A,"7,560",1. Telkom Speedy,2. Telkom Speedy,PLN,355177,351166,mail@smakr1-tomohon.sch.id,http,1.335060600000,124.838758300000,51,340,465,26,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"3,200",27,3,1,4,29,0,22,4,19,0,18,14,34,17,0,44,7,8,6,7,4,5,6,15,14,37,,,,,,,,,,8,9,9,19,3,5,0,0,1,0,0,
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32800CBF-0A92-45B5-BF15-85C8B72B4918,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103173,SMAS KRISTEN 2 TOMOHON,40103173,KOTA TOMOHON,TALETE DUA,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,133/K/H.V.12d/5-2003,30-05-2003,64/Skep/2003,01-12-2003,Lihat SK Operasional,2015-04-15 09,A,"8,787",1. -,2. Telkom Speedy,PLN & Diesel,0431353445,0431353445,smakr2_binsus_tomohon@yahoo.com,http,1.334920900000,124.837931400000,17,102,128,9,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"4,500",11,2,1,6,5,0,12,4,13,0,2,2,10,7,0,15,2,2,3,1,2,2,3,4,8,9,,,,,,,,,,3,3,3,0,7,4,0,0,1,0,0,
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B49C80B3-A45F-4276-8930-00FE159A3BF7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103205,SMKS KATOLIK ST FAMILIA,40103205,Jl. Florence,KOLONGAN,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN JOSEPH ESA ENE,AF5995,20/D/Kb-PKK/1-73.-,22-02-1973,51/A/Kb-PKK/2-74.-,22-02-1974,Silakan Upload SK (link file tidak valid) => [833242-15413--],2023-06-14 09,A,"12,318",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,04313159979,04313159979,smkstfamilia@gmail.com,https,1.322100000000,124.831700000000,26,139,174,17,SMK 2013 REV.  Tata Boga,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"23,000",20,0,1,2,10,0,19,0,18,0,5,3,12,14,1,19,6,2,9,1,4,3,4,3,14,12,,,,,,,,,,7,6,4,20,0,0,0,1,0,0,0,0
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65DABD56-FB7A-4D2E-8B36-1A6C65A12E63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103206,SMKS KRISTEN 1 TOMOHON,40103206,JL. RAYA TOMOHON - TONDANO,MATANI SATU,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,240/K/H.V/9-90,29-09-1990,225/I16.1/T85,27-12-1985,Lihat SK Operasional,2015-09-09 11,A,"12,166",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,0431352119,smkkr1tomohon@gmail.com,http,1.314438300000,124.848930000000,46,682,119,32,SMK 2013 REV. Teknik Instalasi Tenaga Listrik,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"35,000",29,1,1,16,31,0,18,3,16,1,25,4,35,11,0,42,4,3,4,5,10,4,9,11,23,23,,,,,,,,,,11,12,9,23,3,3,0,1,0,0,0,0
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA1D9015-316A-43EF-8135-E20AD6F3A552,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103207,SMKS KRISTEN 2 TOMOHON,40103207,JL. KAMPUS (KURANGA),TALETE DUA,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,361/1SK.DPKR/68,19-01-1968,225/I16.1/T 85,27-12-1985,Lihat SK Operasional,2020-08-22 16,Sertifikat Kedaluwarsa,"7,234",1. -,2. Lainnya (Serat Optik),PLN,0431351833,0431351833,info@smkkr2tomohon.sch.id,http,1.334634700000,124.838177300000,38,266,453,30,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"28,000",30,0,1,3,16,0,14,12,22,0,14,2,18,20,2,33,3,7,7,3,9,3,6,3,12,26,,,,,,,,,,10,10,10,30,0,0,0,1,0,0,0,0
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47AA2DB6-E816-42AD-BE83-70FE7EF19A2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103208,SMKS KRISTEN 3 TOMOHON,40103208,Jln. Raya Tomohon-Tondano,MATANI SATU,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,225/I 16.1/T 85,23-02-1968,225/I 16.1/T 85,27-12-1985,Lihat SK Operasional,2020-08-31 15,B,"2,500",1. -,2. Telkom Astinet,PLN,0431355979,0431355978,SMKKr3Tomohon@gmail.com,http,1.314513300000,124.849806700000,12,16,29,6,SMK 2013 REV.  Perhotelan,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,500",17,1,1,1,11,0,3,0,1,0,10,1,11,1,0,12,0,0,0,3,2,2,4,1,1,11,,,,,,,,,,2,3,1,0,17,0,0,0,1,0,0,0
Sulawesi Utara,Kota Tomohon,Tomohon Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F62D618-C411-47B7-9F48-D047735A7CC9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40104897,SMKS SPP GMIM TOMOHON,40104897,Jalan Raya Tomohon Tondano,MATANI SATU,KEC. TOMOHON TENGAH,KOTA TOMOHON,PROV. SULAWESI UTARA,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,12/swt/1967,15-06-1967,01b Tahun 2013,07-01-2013,Lihat SK Operasional,2020-08-24 19,B,"42,750",1. Lainnya,2. Lainnya,PLN,,0431351091,sppgmim@gmail.com,http,1.314500000000,124.850000000000,10,30,23,9,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"2,200",10,1,1,0,5,0,3,3,5,0,4,1,6,4,0,9,1,1,2,1,2,1,2,1,2,8,,,,,,,,,,3,3,3,10,0,0,0,1,0,0,0,0
