prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B50C15D2-812D-4E10-845B-C2E1BCEA4A5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816233,MAN 1 LAMPUNG SELATAN,10816233,JALAN SOEKARNO HATTA JATI WAY URANG KALIANDA,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,107 TAHUN 1997,17-03-1997,KMA 365 2015,18-11-2015,Lihat SK Operasional,2019-07-29 14,B,0,,2.,,,,,,-5.693100000000,105.582400000000,0,189,249,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/083560A2-A74D-49F3-8986-EB1235DFD716,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816234,MAS AL KHAIRIYAH WAY LAHU,10816234,JL. KEMBANG TANJUNG NO.108 WAYLAHU TENGKUJUH KALIANDA LAMPUNG SELATAN,TENGKUJUH,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,Kw.08.2/HK.00.8/325/2016,26-10-2016,Kw.08.2/HK.00.8/325/2016,26-10-2016,Lihat SK Operasional,2019-01-28 12,B,0,,2.,,,,,,-5.769900000000,105.588700000000,0,65,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8C8ED25-72B6-486F-97F9-85358081ADF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816235,MAS AL-KHAIRIYAH AGOM,10816235,JLN. WAY ARONG DESA AGOM,AGOM,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,D/Kw/MAS/LS/0011/2011,15-04-2011,D/Kw/MAS/LS/0011/2011,15-04-2011,Lihat SK Operasional,2019-01-28 11,B,0,,2.,,,,,,-5.652600000000,105.576500000000,0,46,25,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2950E3D3-CD0B-4E39-B34E-31F526CAA125,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816236,MAS EL NUR EL KASYSYAF,10816236,JL.KI. SUNTARA KOMPLEK PONDOK PESANTREN PINK V SUKATANI KALIANDA LAMPUNG SELATA,SUKA TANI,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,D/Kw/MAS/LS/0022/2011,15-04-2011,D/Kw/MAS/LS/0022/2011,15-04-2011,Lihat SK Operasional,2019-01-28 14,C,0,,2.,,,,,,-5.652700000000,105.607700000000,0,70,73,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A52F50A-1C27-4693-9BF0-F3FC7FBD01F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894812,MAS Plus Miftahul Huda,69894812,Banyumas Desa Agom,AGOM,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,Lainnya,,KW.08.02/HK.00.8/08/2014,27-01-2014,KW.08.02/HK.00.8/08/2014,27-01-2014,Lihat SK Operasional,2019-11-28 09,B,0,,2.,,,,,,-5.635882800000,105.569757000000,0,45,58,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B4AD97B-AD65-4493-B27D-18106901BCC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800691,SMAN 1 KALIANDA,10800691,Jl. Zainal Abidin Pagar Alam No. 149,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0219/0/1981,14-07-1981,B-736/I/MENPAN/7/81,09-07-1981,Lihat SK Operasional,2023-02-07 14,A,"11,195",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN & Diesel,322152,322152,smansakld@gmail.com,http,-5.726500000000,105.588300000000,78,443,655,32,Sehari Penuh/5 hari,,2022/2023-2,"16,000",25,3,1,13,36,1,2,39,42,0,21,15,40,38,2,64,12,19,14,11,5,4,11,14,23,55,25,0,0,8,1,0,0,0,SMA 2013 MIPA,Telkom Speedy,12,9,11,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB90E2A7-B621-499A-A455-B57C3D95EDE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800700,SMAN 2 KALIANDA,10800700,JL. TRANS SUMATERA,KEDATON,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0426/O/1991,15-07-1991,0426/O/1991,15-07-1991,Lihat SK Operasional,2020-03-23 07,A,"26,000",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0727322309,0727322309,smandaka7@gmail.com,http,-5.725300000000,105.612000000000,69,492,618,32,Sehari Penuh/5 hari,,2022/2023-2,"33,000",32,2,2,13,34,0,1,35,35,0,13,21,31,38,0,64,5,23,9,4,3,6,11,13,22,47,32,0,0,0,2,0,0,0,SMA 2013 IPS,Lainnya (Serat Optik),12,10,10,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F4E99FE-86C1-4760-BE03-9D685EC4BAA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10812659,SMAS AL IRSYAD,10812659,JL. Raden Intan Gg. Al - Irsyad Kota Baru,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,7,01-06-1989,421/2147.1/III.01/2013,12-11-2013,Silakan Upload SK (link file tidak valid) => [332694-430228--],2020-08-24 20,C,"8,000",1. 3 (Tri),2. Telkomsel Flash,PLN,,0,sma.alirsyadkalianda@yahoo.co.id,http,-5.729600000000,105.594200000000,8,19,10,3,Pagi/6 hari,,2022/2023-2,900,3,1,1,0,1,0,3,6,7,0,1,0,1,7,1,5,2,2,0,0,2,2,0,2,3,5,3,0,0,0,1,0,0,0,SMA 2013 IPS,3 (Tri),1,1,1,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6DC986A-8FB2-45FC-8050-372B0A3593DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800733,SMAS ISLAM KALIANDA,10800733,"JL. SERMA M. TAMIMI RAHMAN, RAWA-RAWA",KALIANDA,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan pendidikan islam kalianda,AM2063,06/YPI/B/Kld/85,06-01-1985,1224/I12.B1/U/1991,01-07-1985,Lihat SK Operasional,2020-08-31 14,B,800,1. -,2. Lainnya (Serat Optik),PLN,,,smaislamkalianda@gmail.com,,-5.736481000000,105.593030000000,14,80,69,5,Pagi/6 hari,,2022/2023-2,"1,300",4,0,1,0,1,0,11,5,13,0,1,0,5,9,1,11,2,4,3,0,2,1,2,2,4,10,0,0,4,0,0,0,1,0,SMA 2013 IPS,Tidak Ada,2,2,1,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B91E3CED-D2EC-4653-BE4B-C68EC4C34153,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800732,SMAS IT BABUL HIKMAH,10800732,Komplek Pondok Pesantren Babul Hikmah,KEDATON,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPBIIK,AM2075,C.135.HT.03.01.TH.2006,20-04-2006,-463/11795/V.16/2017,04-10-2017,Lihat SK Operasional,2020-08-31 04,B,"1,000,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaitbabulhikmah@gmail.com,http,-5.818800000000,105.608000000000,20,96,194,10,Sehari Penuh/6 hari,,2022/2023-2,"5,000",7,0,0,2,0,1,21,1,19,0,1,0,5,15,0,17,3,1,4,5,3,3,3,1,16,4,0,7,0,5,0,0,0,1,SMA 2013 IPS,Telkomsel Flash,3,3,4,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15FF0AA6-DC6B-49C6-B9F0-316D283B35B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10814594,SMAS MAARIF 1 SUKATANI,10814594,JL. KI SUNTARA NO. 05,SUKA TANI,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL-MAARIF LAMPUNG SELATAN,AK6404,PYP/08/SKPS/LS/VII/2008,14-07-2008,421/1062/III.01/2014,21-03-2014,Lihat SK Operasional,2020-08-28 15,C,"2,500",1. Smartfren,2. Telkomsel Flash,PLN,,,fulum45@yahoo.co.id,,-5.650900000000,105.613100000000,12,56,84,3,Pagi/6 hari,,2022/2023-2,900,3,0,1,1,0,0,12,5,12,0,0,0,1,11,0,11,1,1,7,1,2,0,1,0,5,7,0,3,0,0,0,0,1,0,SMA 2013 IPS,Smartfren,1,1,1,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36630E6B-BA6A-46E5-A1DD-289149ADBADC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10800680,SMAS PEMBANGUNAN,10800680,JL. TJINDAR BUMI NO. 266,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pembangunan,AM2064,72,18-07-1972,421/1064/III.01/2014,21-03-2014,Lihat SK Operasional,2015-09-18 10,B,"3,000",1. -,2. Telkomsel Flash,PLN,0727322158,0727322158,smapembangunan19@gmail.com,http,-5.728000000000,105.591200000000,15,57,12,3,Sehari Penuh/5 hari,,2022/2023-2,"2,200",7,1,1,12,1,0,6,9,14,0,0,1,4,11,0,13,2,7,2,1,2,1,1,1,1,14,0,6,1,0,0,1,0,0,SMA 2013 MIPA,Tidak Ada,1,1,1,
