prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2FFC6F8-839C-4AA6-A4E1-4B2CB15407C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027274,MA AL-ASKAR KENDARI,70027274,"JL. SULTAN QAIMUDDIN NO.24B, KEL. BARUGA, KEC. BARUGA",BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,MA,Kementerian Agama,,,,,059 TAHUN 2021,15-02-2021,Silakan Upload SK (link file tidak valid) => [198125-847880-https,2022-03-24 16,,"1,000",,2.,,,,,,.000000000000,.000000000000,0,116,84,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D51D7382-BBBF-4E30-A910-FAE0322411C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975824,MAN INSAN CENDEKIA KOTA KENDARI,69975824,JL. INSAN CENDEKIA NO. 16,BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,NEGERI,MA,Kementerian Agama,Pemerintah Pusat,,744 TAHUN 2017,02-10-2017,744 TAHUN 2017,02-10-2017,Lihat SK Operasional,2019-11-25 07,B,0,,2.,,,,,,-4.067200000000,122.492500000000,0,117,147,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F0A32F0-7960-4B23-9CC0-C2EDDC69724B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60730011,MAS ASY SYAFIIYAH,60730011,JL.PASAR BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,INDONESIA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-4.030541000000,122.486592000000,0,23,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/209367E8-F4FE-E111-B4A4-FD4815165141,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40405787,SLBN 1 KENDARI,40405787,Jl. DI. Panjaitan,WUNDUDOPI,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,797/2010,22-12-2010,,22-12-2010,Lihat SK Operasional,2022-06-24 07,C,"4,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,slbn.barugakendari87@gmail.com,,-4.018462000000,122.497863000000,11,33,19,12,Pagi/6 hari,,2022/2023-2,"1,300",0,0,1,0,4,1,0,6,7,1,1,2,5,6,1,9,1,3,1,0,1,0,4,2,2,9,0,0,0,12,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,1,1,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B04D1BCA-30F5-E011-BB0C-7FE2F2C06AC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403980,SLBS B-F MANDARA KENDARI,40403980,Jln. Antero Hamra,BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPPALB MANDARA KENDARI,AJ3066,543 TAHUN 2022,01-01-1900,543 TAHUN 2022,24-08-2022,Lihat SK Operasional,2023-01-11 08,C,"4,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,04013124846,slbmandara1@gmail.com,,-3.979287000000,122.513327000000,22,69,58,19,Sehari Penuh/6 hari,,2022/2023-2,"4,400",24,1,0,2,1,0,18,3,21,0,1,0,3,19,1,19,2,6,6,6,1,0,2,1,9,13,0,24,0,0,0,0,0,1,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,1,1,1,1,1,2,1,3,2,1,3,2,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E4DC9C7-561B-48D4-A464-5777BED5DC8E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69969643,SMA TAHFIDZUL QUR`AN MU`ADZ BIN JABAL KENDARI,69969643,Jalan Komjen Pol Dr. H.M. Jasin,LEPO-LEPO,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sahabat Muadz Indonesia,AK8905,030a/YAPIBA/IV/2015,31-03-2015,139.a TAHUN 2017,08-09-2017,Lihat SK Operasional,2020-08-24 19,B,"12,000",1. Lainnya,2. Telkomsel Flash,PLN,,,smatqmuadzkendari@gmail.com,,-4.032500000000,122.520100000000,18,72,89,6,Pagi/6 hari,,2022/2023-2,"19,000",6,4,1,2,6,0,14,1,13,0,4,1,7,11,0,16,2,5,5,1,4,2,1,0,9,9,0,6,0,0,0,1,0,0,,SMA 2013 MIPA,Lainnya,,,,,,,,,,2,2,2,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D439ED54-BE7F-4D1D-ADB8-F57D65C07DC7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028469,SMAIT AL QALAM KENDARI,70028469,JLN. ASRAMA HAJI,WUNDUDOPI,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Al Qalam Kendari,AJ3043,168/K/YPQ/IV/2021,01-04-2021,420/344/PPMPTSP/IV/2022,04-04-2022,Lihat SK Operasional,2022-09-02 02,,"1,927",1. Telkom Speedy,2. Telkom Speedy,PLN,,,smaitalqalam@gmail.com,,.000000000000,.000000000000,6,14,17,2,Sehari Penuh/5 hari,,2022/2023-2,"6,600",2,4,1,3,0,0,6,1,6,0,0,0,0,6,0,3,3,4,2,0,0,0,0,0,3,3,0,2,0,0,1,0,0,0,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,1,1,0,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2505AEC2-0ABD-4A41-B840-5494DC285EE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402615,SMAN 5 KENDARI,40402615,JL. BRIGJEN KATAMSO 397 KENDARI,BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,052/0/1988,08-02-1988,052/0/1988,08-02-1988,Lihat SK Operasional,2015-11-23 08,A,"15,974",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,04013193655,,sman5kdi@gmail.com,http,-4.041992000000,122.493485000000,80,543,742,37,Pagi/6 hari,,2022/2023-2,"2,200",34,6,4,28,55,4,2,19,26,0,35,19,53,27,1,73,6,7,6,11,21,10,12,13,20,60,30,0,4,0,4,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,12,13,12,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F393B237-F786-4EA5-85E8-638B390D5D61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40404112,SMAS BINA BANGSA,40404112,JL. PIERE TENDEAN,BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Bina Bangsa Baruga,AJ3037,,,,,Silakan Upload SK,,Tidak Terakreditasi,120,,2.,,04013195567,,smasbbkdi@gmail.com,http,-4.037110000000,122.491887000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Tenggara,Kota Kendari,Baruga,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F92F670-81CC-4D53-8109-93D470ECE51D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403186,SMAS KARYA PURN,40403186,JL.MEKAR Kec Kadia,BARUGA,KEC. BARUGA,KOTA KENDARI,PROV. SULAWESI TENGGARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Karya Purnawirwan,AK8872,5,30-07-1991,824/3777/2015,21-10-2015,Silakan Upload SK (link file tidak valid) => [372882-624657--],2020-09-10 08,C,"2,000",,2.,,,,sma.purnawirawan@gmail.com,,-3.981795000000,122.505992000000,8,0,0,0,,,2022/2023-2,,0,0,0,0,2,1,5,0,6,0,0,2,4,4,0,7,1,0,2,0,3,0,1,2,1,7,0,0,0,0,0,0,0,0,,SMA 2013 IPS,,,,,,,,,,,,,,
