prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/940118D3-FCD7-43D4-A102-8B26CE5CD8A2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363267,MAS HAMALATUL QURAN,20363267,Wonoroto RT 04 Gadingsari Sanden Bantul D.I. Yogyakarta 55763,TAMANTIRTO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,MA,Kementerian Agama,,,Nomor 453 Tahun 2010,13-07-2010,Nomor 318 Tahun 2009,16-06-2009,Silakan Upload SK (link file tidak valid) => [822789-217010--],2023-05-15 13,C,0,,2.,,,,,,-7.831500000000,110.332900000000,0,194,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B096195D-2EF5-E011-80C1-E1696EC27EFC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400159,SLB BANGUN PUTRA KASIHAN,20400159,Ngentak,BANGUNJIWO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN ADI JIWA,AX0115,34/1989,14-01-1989,0397/I.13/H/KPTS/1989,14-09-1989,Silakan Upload SK,,,0,1.,2.,PLN,,,,,-7.831800000000,110.315300000000,16,48,24,18,Sehari Penuh/5 hari,,2022/2023-2,"3,500",10,0,1,1,6,0,10,2,10,0,3,3,11,5,0,13,3,6,0,1,4,1,0,4,4,12,7,1,2,1,0,0,1,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,XL (GSM),1,1,1,1,1,2,1,2,3,1,2,2,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0010195D-2EF5-E011-8145-71AE2DCCF78A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400162,SLB NEGERI 1 BANTUL,20400162,Jl. Wates 147 Kalibayem,NGESTIHARJO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,126 Tahun 2003,01-10-2003,126 Tahun 2003,01-10-2003,Lihat SK Operasional,2022-06-03 13,A,"29,562",1.,2.,PLN,,,,,-7.801300000000,110.336900000000,80,177,123,67,Sehari Penuh/5 hari,,2022/2023-2,"33,800",60,0,2,31,61,0,0,19,31,0,45,4,68,12,0,77,3,9,18,11,3,9,19,11,24,56,55,5,0,0,2,0,0,0,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Telkom Speedy,5,5,4,5,4,6,6,7,5,7,6,7,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D1C1F5ED-A42C-4A93-BF7D-A9EC9AF47A76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400411,SMA MUHAMMADIYAH KASIHAN,20400411,MRISI,TIRTONIRMOLO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. DIY,AB0237,D.5/049/1980,28-05-1986,0437/H/1986,19-06-1980,Lihat SK Operasional,2022-01-07 05,B,"1,875",1. Lainnya,2. Telkom Speedy,PLN,,380053,sma_muhka@ymail.com,http,-7.841800000000,110.343800000000,8,30,19,5,Sehari Penuh/5 hari,,2022/2023-2,"4,000",6,1,1,0,0,0,7,2,8,0,0,0,4,4,0,5,3,1,2,2,0,0,0,3,3,5,0,6,0,0,1,0,0,0,,SMA 2013 IPS,Lainnya,,,,,,,,,,2,2,1,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97C0FD96-7D45-4ECD-9285-6105986021AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70004041,SMA MUTIARA PERSADA,70004041,"Jl. Sumberan Baru, Sumberan",NGESTIHARJO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN MUTIARA PERSADA YOGYAKARTA,AA9814,421/04768/PZ/2020,19-06-2020,421/04768/PZ/2020,19-06-2020,Lihat SK Operasional,2023-02-08 14,,"1,500",1. -,2. Lainnya,PLN & Diesel,,0274622838,info@mutiarapersada.sch.id,http,-7.812800300000,110.341780000000,19,20,14,3,Sehari Penuh/5 hari,,2022/2023-2,"50,000",3,1,1,2,0,0,13,8,19,0,0,0,1,18,0,13,6,16,3,0,0,0,0,0,5,14,0,3,0,0,0,1,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,1,1,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CA5FF34-47AB-48DD-BFC2-6D8B8C59AB98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400390,SMA NEGERI 1 KASIHAN,20400390,JL. BUGISAN SELATAN,TIRTONIRMOLO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0292/0/1978,02-09-1978,0292/0/1978,02-09-1978,Lihat SK Operasional,2015-09-18 10,A,"11,275",1. Telkom Speedy,2. Telkom Speedy,PLN,0274376067,0274376067,sman1kasihan@yahoo.com,http,-7.817800000000,110.348900000000,49,332,529,24,Sehari Penuh/5 hari,,2022/2023-2,"16,368",21,5,2,0,38,0,3,8,16,0,19,14,36,13,0,45,4,3,9,3,5,9,9,11,19,30,21,0,0,3,2,0,0,0,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,8,8,8,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E52094A-D2CC-49DF-A59A-902311CB22BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400392,SMA PGRI KASIHAN,20400392,SONOSEWU,NGESTIHARJO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perwakilan YPLP PGRI Daerah Istimewa Yogyakarta,AA9811,0913/ H /1986,01-09-1986,0913/ H / 1986,01-09-1986,Lihat SK Operasional,2020-09-07 16,A,"1,500",1. Smartfren,2. Telkom Speedy,PLN,,376946,sma_pgriksh@yahoo.co.id,http,-7.809100000000,110.340300000000,15,38,27,6,Sehari Penuh/5 hari,,2022/2023-2,"2,200",6,4,1,2,2,0,14,2,13,0,1,1,4,11,0,12,3,7,1,1,1,1,3,1,2,13,4,2,0,0,1,0,0,0,,SMA 2013 MIPA,Smartfren,,,,,,,,,,2,2,2,
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/395E3288-15C9-413C-A5AD-A20BB22FE7FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775329,SMK KESEHATAN PELITA BANGSA,69775329,Jl. Godean Km. 1 Tambak Kav.24  Ngestiharjo Kasihan Bantul,NGESTIHARJO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PELITA INDONESIA,AA9840,089/2013,12-09-2013,089/2013,12-09-2013,Lihat SK Operasional,2020-08-31 11,A,"3,280",1. -,2. Telkom Speedy,PLN,0274548724,0274556724,spbjogja@gmail.com,http,-7.811100000000,110.340300000000,18,16,83,4,Sehari Penuh/6 hari,,2022/2023-2,"11,000",6,1,1,0,0,0,6,13,18,0,0,0,7,11,0,16,2,4,6,2,5,0,0,1,6,12,2,0,4,0,0,1,0,0,,SMK 2013 REV. Farmasi Klinis dan Komunitas,Tidak Ada,,,,,,,,,,1,2,1,0
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBFE4B13-B247-46F1-ACA8-35AC9391AFF5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69775326,SMK MUHAMMADIYAH BANGUNJIWO KASIHAN,69775326,"Peleman, Bangunjiwo, Kasihan, Bantul",BANGUNJIWO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. DIY,AB0237,421/068,04-09-2013,085/2013,17-01-2013,Lihat SK Operasional,2016-03-23 12,B,"1,350",1. -,2. Telkom Speedy,PLN,,02742812402,smkmuhbangunjiwo@gmail.com,http,-7.835700000000,110.305300000000,20,135,27,8,Sehari Penuh/5 hari,,2022/2023-2,"2,600",9,0,1,1,1,0,14,9,19,0,0,1,4,16,1,14,5,5,8,2,1,0,2,2,10,10,9,0,0,0,1,0,0,0,,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Tidak Ada,,,,,,,,,,3,3,2,0
D.I. Yogyakarta,Kab. Bantul,Kasihan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAC464A9-F30E-4B24-8A40-07FA10B6BC82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20400448,SMK NEGERI 1 KASIHAN,20400448,JL. PG. Madukismo Ngestiharjo Kasihan Bantul,NGESTIHARJO,KEC. KASIHAN,KAB. BANTUL,PROV. D.I. YOGYAKARTA,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,48/1961,17-10-1961,036/O/1997,07-03-1997,Lihat SK Operasional,2015-12-08 09,A,"28,200",1. Lainnya,2. Lainnya,PLN,0274374467,0274374467,smkiyogya@yahoo.com,http,-7.815000000000,110.348900000000,63,329,342,25,Sehari Penuh/5 hari,,2022/2023-2,"52,000",14,0,1,4,36,0,1,26,39,0,12,12,37,26,1,60,2,8,8,8,5,8,9,17,31,32,12,0,2,0,1,0,0,0,,SMK 2013 REV.  Seni Karawitan,Lainnya,,,,,,,,,,8,9,8,0
