prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C7AA49E-0DA0-41A1-911C-1E2479E74DFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976333,AL FADILAH,69976333,Kp. Kebonjambe RT 03/03,WANGUNJAYA,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,1019 TAHUN 2017,11-07-2017,1019 TAHUN 2017,11-07-2017,Lihat SK Operasional,2020-01-30 11,B,0 m2,1.,2.,,,,,,-7.442300000000,107.557300000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF346B1F-86EF-4E85-8601-5DBE93E6ACCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276660,MAS AMALIAH,20276660,Kp. Cijeungjing Batuiuh Rt 02 Rw 11 Desa Gunamekar,GUNAMEKAR,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/0051/2011,09-11-2011,Kw.10.4/4/PP.07/8087/2011,09-11-2011,Lihat SK Operasional,2020-09-23 08,A,0 m2,1.,2.,,,,,,-7.464500000000,107.619600000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2EC3C7A7-7FB4-450D-8BEB-7CE7AAB06998,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276670,MAS BALDATUL UMMAH,20276670,Kp. Sukatani Rt 01/rw 06,BOJONG,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.435100000000,107.618500000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B760B069-BC46-4395-8763-9F8DC148CC7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276671,MAS BANI ABI BAKAR,20276671,Jl. Barukaliki No. 07,HANJUANG,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Wi/i/PP.00.6/2145/2002,28-08-2002,Wi/i/PP.00.6/2145/2002,28-08-2000,Lihat SK Operasional,2019-11-21 12,B,2.005 m2,1.,2.,,,,,,-7.514683000000,107.539285000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C62F9AFE-3D47-4DDC-AC89-EC18D0DA2788,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727235,MAS NURUL FALAH,69727235,Kp. Asem Rt.04 Rw.02,SINARJAYA,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,01/SK/YANURFA/VII/2012,10-07-2012,Kw.10.4/4/PP.07/8755/2012,20-12-2012,Lihat SK Operasional,2022-06-24 10,B,2.000 m2,1.,2.,,,,,,-7.486500000000,107.539200000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EC34E52-1A78-48E3-B3D4-C4581D429FDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786400,SLBS PUTRA HANJUANG,69786400,Kp. Barukaliki,HANJUANG,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PUTRA HANJUANG,AX4117,12/YPH/VII/2013,30-10-2013,421.9/KEP.4/I/SLB-BPPT/20,18-10-2013,Lihat SK Operasional,2016-09-03 10,B,1.870 m2,1. -,2. Telkom Speedy,PLN,,,slbhanjuang7@gmail.com,http,-7.456500000000,107.596600000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99B5DC47-160E-4F67-AAA9-FCA74CF9354D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877293,SMA AL - AMANAH BUNGBULANG,69877293,KP. RANCAKOLE,TEGALLEGA,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL-AMANAH BUNGBULANG,AL2685,425.11/3828 -Disdik,14-11-2014,425.11/3828 -Disdik,14-11-2014,Lihat SK Operasional,2022-11-25 14,B,2.610 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smaalamanahbungbulang@yahoo.com,,-7.497600000000,107.554800000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DA20715-C335-4FA8-AF5A-D363456D08BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20262037,SMA ISLAM MEKARBAKTI BUNGBULANG,20262037,JL. Pasir Batang Ds. Mekarbakti Kec. Bungbulang,MEKARBAKTI,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,05/07/YKB/VI/2006,17-07-2006,425.11/2063-Disdik,22-06-2009,Lihat SK Operasional,2016-02-05 16,B,297.025 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smaitkandangwesi03@gmail.com,http,-7.441900000000,107.602200000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0E31A2F-D382-49D6-9924-3F73E1474A61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830402,SMA ISLAM TERPADU AL-FALAH BUNGBULANG,69830402,JL. CITALAHAB DESA MEKARJAYA KEC. BUNGBULANG,MEKARJAYA,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENGEMBANGAN PONDOK PESANTREN AL FALAH,AL2734,,30-07-2013,425.11/3659-DISDIK,07-11-2013,Silakan Upload SK,,B,5.000 m2,1. -,2. Telkomsel Flash,PLN,,,smait_alfalah@yahoo.com,,-7.454600000000,107.585600000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A2475D7-658C-4F79-A708-37490D09E3E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20227459,SMAN 7 GARUT,20227459,JL. HANJUANG NO. 20,HANJUANG,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,141/C/Kep/PP-1996,,,,Silakan Upload SK,,A,21.360 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,2520182,2520182,sman7garut@gmail.com,http,-7.466800000000,107.594100000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8115AD0-3877-4F2C-83EE-2675B66ABC88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20209191,SMAS ISLAM CIKUYA BUNGBULANG,20209191,JL. KP. CIKUYA,MEKARJAYA,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PEMBINA PENDIDIKAN ISLAM CIKUYA,AL2728,020/YPPI/VI/2005,20-12-2005,241/1652Disdik,18-07-2007,Lihat SK Operasional,2015-12-15 14,A,4.500 m2,1. XL (GSM),2. Telkom Speedy,PLN,0,,smaislamcikuyabungbulang@gmail.com,http,-7.459300000000,107.575200000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E873380-966D-417F-8ADF-79A417AB75BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69872009,SMK IT MIFTAHUL HUDA,69872009,KP. CILAME RT 002 RW 004,BOJONG,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Miftahul Huda Al-Maskun,AL2713,425.11/3423 -Disdik,09-10-2014,425.11/3423 -Disdik,09-10-2014,Lihat SK Operasional,2019-11-04 08,B,3.500 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smkit.miftahulhuda@gmail.com,http,-7.460345000000,107.568947000000,
Jawa Barat,Kab. Garut,Bungbulang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99A40031-5C56-463B-97B7-64C3C80A0B44,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759027,SMKS BINA BAKTI BUNGBULANG,69759027,JL. CIBUNGUR DESA MEKARBAKTI BUNGBULANG,MEKARBAKTI,KEC. BUNGBULANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BINA BAKTI BUNGBULANG,AL2687,02/YBBB/SK/2011,,425.11/3832-DISDIK,,Silakan Upload SK,,C,72 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smkbinabaktibungbulang68@gmail.com,,-7.141100000000,108.036000000000,
