prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/09B30E3D-FCF8-4DB4-9B3A-567D2EAC694A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849528,Ell Firdaus,69849528,Jl.Lintas Riau KM.20.5 Cikampak,RASAU,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.800182000000,100.203028000000,0,41,45,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0066DE97-AA63-497E-8CF5-254A3DC0EBDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028673,MA AL MUTTAQIN AEK RASO,70028673,JLN LINTAS CIKAMPAK - MAHATO KM 12.5,AEK RASO,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,202 Tahun 2020,09-03-2020,Silakan Upload SK (link file tidak valid) => [204013-255383-https,2022-05-10 14,,"8,168",,2.,,,,,,.000000000000,.000000000000,0,16,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5697B29-CED9-4E21-8381-F57135D50383,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10264820,MAS AL AMIN AEK BATU,10264820,JL. PROTOKOL GANG MESJID,TORGANDA,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,2.361949000000,100.106632000000,0,31,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD7DF435-70BC-48B5-BFB8-0CD23EF6BC52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725469,MAS DARUSSALAM,69725469,SIMPANG LIMUN DESA BANGAI,TORGAMBA,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,2120 Tahun 2015,07-12-2015,5169 Tahun 2019,16-12-2019,Lihat SK Operasional,2021-01-11 15,B,0,,2.,,,,,,1.755500000000,100.088300000000,0,90,147,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29555186-A59E-4FCF-BF24-F11B0CB8A1C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10264821,MAS ISLAM SUBULUS SALAM,10264821,SUMBERTO,ASAM JAWA,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.825700000000,100.220000000000,0,67,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60D13865-3938-4509-A11F-B457880AD189,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028079,MAS PP AS-SYARIF,70028079,JL. LINTAS SIMPANG KANAN DUSUN SIGAMBAL DUA,PINANG DAME,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,C-387.HT.03.01-TH.2004,03-09-2019,Silakan Upload SK (link file tidak valid) => [199492-368642-https,2022-04-14 10,,"60,000",,2.,,,,,,.000000000000,.000000000000,0,16,13,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29F27E89-0CEA-4632-99D7-5E600B9367CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725468,MAS PP.NURUL HUDA,69725468,DESA BANGAI,BANGAI,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,25,01-01-1997,1564 Tahun 2019,16-12-2019,Lihat SK Operasional,2021-01-11 06,B,0,,2.,,,,,,1.742600000000,100.064400000000,0,60,85,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7BA9EB5-FAC3-4875-A770-C37A348E3E9C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10264818,MAS PPM AR-RASYID,10264818,"JL. LINTAS KOTA PINANG PEKAN BARU KM 14,5",AEK BATU,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,33,13-05-2005,1692 TAHUN 2010,05-11-2010,Silakan Upload SK,,Sertifikat Kedaluwarsa,"22,800",,2.,,,,,,1.726000000000,100.362200000000,0,222,302,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5EE12B30-51A3-4DC9-B05B-ACF229730B91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10264823,MAS YAYASAN PENDIDIKAN BUDAYA,10264823,CIKAMPAK,TORGAMBA,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.757600000000,100.266600000000,0,38,74,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Selatan,Torgamba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEACE9A0-942F-42F1-ABA5-5CD2DA491EB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955619,Nurul Ikhwan,69955619,Jl. Besar Masjid Sidorejo,BANGAI,KEC. TORGAMBA,KAB. LABUHAN BATU SELATAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,36,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
