prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE29B3FA-5E5D-4216-BC64-5344A02A8DEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584640,MA MIFTAHUL ARIFIN,20584640,JL. PP MIFTAHUL ARIFIN RT/RW. 003/003 RANUREJO,BANYUPUTIH,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,007/SK/YPP.MA/O.P/MA/VI/2,12-06-2010,Kw.13.4/4/PP.00.6/1372/20,22-02-2012,Lihat SK Operasional,2016-01-21 06,B,0,,2.,,,,,,-7.846812000000,114.416792000000,0,51,25,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8C585AA-14F4-4524-B185-CDE08F3150C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849467,MA Nurul Falah,69849467,Jln. Raya Banyuwangi No. 250,BANYUPUTIH,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,Kd.13.12/4/PP.00.6/075/2013,20-02-2013,1486/2014,14-02-2014,Lihat SK Operasional,2020-01-30 10,B,0,,2.,,,,,,-7.827653000000,114.317401000000,0,24,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FC0DEE0-56F9-4F85-915F-F6691D9D5A17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584659,MA SALAFIYAH SYAFI`IYAH,20584659,JL. K.H.R. SYAMSUL ARIFIN SUKOREJO,BANYUPUTIH,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,AB3501,L.m./3/261/C/1982,21-10-1982,MAS/12.0015/2016,13-04-2016,Lihat SK Operasional,2016-09-21 11,A,0,,2.,,,,,,-7.750800000000,114.273300000000,0,119,123,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B2B6EFA-6B74-4A3B-9E76-50EF4E8A73D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881471,MAS  Nurul Jadid,69881471,Jl. Raya Banyuwangi Dusun Krajan,BANYUPUTIH,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,Kd.13.12/4/Kp.00.4/39/SK/2013,15-07-2013,MA/1543/2014,23-09-2014,Lihat SK Operasional,2016-01-25 14,B,0,,2.,,,,,,-7.781100000000,114.299100000000,0,29,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FE1FBD3-2627-4BC9-B11E-E0478E349081,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584621,MAS AINUL HUDA,20584621,JL. PONTREN AIDA NO 02 KALIREJO,SUMBERWARU,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan Pondok Pesantren Salafiyah Syafi'iyah Ainul Huda,AX1925,MA/12.0042/2016,13-04-2016,MA/12.0042/2016,13-04-2016,Lihat SK Operasional,2021-12-22 11,C,0,,2.,,,,,,-7.796518000000,114.272496000000,0,36,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7F6CA1B-E90A-4E6D-AA8D-6FDA97873687,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038015,SMA IBRAHIMY 2 SUKOREJO,70038015,Komplek Pondok Putri Pondok Pesantren Salafiyah Syafi`iyah Sukorejo Situbondo,SUMBEREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1/18.01/01/I/2023,03-01-2023,1/18.01/01/I/2023,03-01-2023,Lihat SK Operasional,2023-03-13 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0197F66-CF9B-4353-B2F7-459F00F81406,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888816,SMA NEGERI 1 BANYUPUTIH,69888816,Jl. Baluran Indah,WONOREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188/664/P/006.2/2014,11-11-2014,421.3/4199/431.212.3.1/2014,14-07-2014,Lihat SK Operasional,2015-09-20 05,B,"6,800",1. Lainnya,2. Telkom Speedy,PLN,0333462095,0333462095,smanegeri1banyuputih@gmail.com,http,-7.920700000000,114.394200000000,21,90,69,8,Sehari Penuh/5 hari,,2022/2023-2,"5,500",9,2,1,5,8,6,0,7,16,0,5,0,9,12,0,19,2,2,12,4,2,0,1,0,12,9,6,0,3,2,1,0,0,0,2,3,3,SMA 2013 MIPA,Lainnya,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57FF2602-06E5-4F13-B2A0-D158BDB7C4C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20539373,SMAS DARUL ULUM NYAMPLONG,20539373,JL. KH. ABD. FATTAH NYAMPLONG,SUMBERANYAR,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PONDOK PESANTREN AS-SALAFI ASSYAFI'I NURUL HUDA,AB3492,421361110808,10-12-2007,P2T/658/19.03/01/IV/2019,15-04-2019,Lihat SK Operasional,2021-07-28 14,A,"8,164",1. Axis,2. Telkom Speedy,PLN,,,darululum180@yahoo.com,http,-7.750200000000,114.291400000000,19,100,102,7,Sore/6 hari,,2022/2023-2,"1,300",1,1,1,1,0,0,22,2,19,0,0,0,4,15,0,16,3,8,6,2,1,1,1,0,7,12,0,1,0,7,0,1,0,0,3,2,2,SMA 2013 MIPA,Axis,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E671582C-12B0-47DB-83F2-1E388ADD9965,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522671,SMAS IBRAHIMY SUKOREJO,20522671,JL. KHR SYAMSUL ARIFIN,SUMBEREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Salafiyah Syafi'iyah Sukorejo,AB3501,018/C/kep/1983,23-02-1983,P2T/189/19.03/01/IV/2018,03-04-2018,Lihat SK Operasional,2020-01-22 15,A,"10,197",1. -,2. Telkom Speedy,PLN & Diesel,452707,452666,sma_ibrsukorejo@yahoo.co.id,http,-7.752000000000,114.274900000000,135,"1,294","2,046",94,Siang/6 hari,,2022/2023-2,"15,000",96,3,1,2,7,5,136,6,126,1,4,4,69,66,2,125,8,16,22,25,20,18,9,25,82,53,90,3,3,0,1,0,0,0,35,32,27,SMA 2013 IPS,Tidak Ada,
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3606978B-05B8-4A41-A508-90A36333D21A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036777,SMK DARUL ULUM BANYUPUTIH,70036777,Jl. KH. Abdul Fattah Nyamplong,SUMBERANYAR,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Darul Ulum As-Salafiy,AX7314,7/18.03/01/VI/2022,03-06-2022,7/18.03/01/VI/2022,03-06-2022,Lihat SK Operasional,2023-01-19 14,,"3,600",1. XL (GSM),2. Telkom Astinet,PLN,,,,,.000000000000,.000000000000,3,2,3,1,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,SMK 2013 REV.  Agribisnis Pengolahan Hasil Perikanan,XL (GSM),0
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C765BCF-251A-425C-8742-B0AD78812766,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965129,SMK MIFTAHUL ULUM BANYUPUTIH,69965129,Jl. KH. As Ad Syamsul Arifin Pandean,WONOREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Miftahul Ulum,AB3493,188.4/3079.2/101.3/2017,19-05-2017,421.5/3339.2/101.3/2017,02-06-2017,Lihat SK Operasional,2017-08-11 10,B,"2,850",1. Smartfren,2. Telkom Speedy,PLN,,,smkmiftahululum1@gmail.com,,-7.921877000000,114.387895500000,13,35,16,3,Pagi/6 hari,,2022/2023-2,"1,298",3,0,1,2,0,0,11,3,13,0,0,0,1,12,0,9,4,8,4,1,0,0,0,0,8,5,3,0,0,0,1,0,0,0,1,1,1,SMK 2013 REV. Teknik Komputer dan Jaringan,Smartfren,0
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49517238-5A47-47C0-81AD-3B24D26BD45C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20554596,SMKN 1 BANYUPUTIH,20554596,JL. KH. AHMAD ZAINI DAHLAN BINDUNG SUMBERANYAR BANYUPUTIH,SUMBERANYAR,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188/85/P/001.2/2008,01-04-2008,421.3/2889/431.212.3.1/2008,12-05-2008,Lihat SK Operasional,2015-09-16 07,B,"20,000",1. -,2. Telkom Speedy,PLN & Diesel,,4550203,info@smkn1banyuputih.sch.id,http,-7.799500000000,114.322700000000,38,140,132,15,Sehari Penuh/5 hari,,2022/2023-2,"23,000",15,0,0,2,13,14,0,11,29,0,5,4,18,20,0,36,2,6,11,11,3,2,2,3,22,16,0,15,0,0,0,0,0,1,5,5,5,SMK 2013 REV.  Teknika Kapal Penangkap Ikan,Tidak Ada,0
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A62D731-02C1-4DE1-BA4A-7A92D3FC1A4E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69787107,SMKS FATAHILLAH,69787107,Jl. KH. ABDURRAHMAN RT.01 RW.08 KARANGREJO,SUMBEREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PONDOK PESANTREN SALAFIYAH AL-IKHLAS,AB3494,200/S.01/YP2.SA/97/IV/2013,23-04-2013,421.5/6472.5/101.3/2018,16-10-2018,Lihat SK Operasional,2021-05-10 04,C,527,1. -,2. Telkom Speedy,PLN,,,smkfatahillahstb@yahoo.com,http,-7.772400000000,114.260500000000,9,48,18,3,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,1,0,0,10,0,9,0,0,0,0,9,0,6,3,4,2,1,1,1,0,0,5,4,0,3,0,0,0,1,0,0,1,1,1,SMK 2013 REV. Teknik Komputer dan Jaringan,Tidak Ada,0
Jawa Timur,Kab. Situbondo,Banyuputih,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E29B0CB-AD94-4040-9208-52E3E4B6233E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522637,SMKS IBRAHIMY 1 SUKOREJO,20522637,JL. KHR SYAMSUL ARIFIN SUKOREJO,SUMBEREJO,KEC. BANYUPUTIH,KAB. SITUBONDO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Salafiyah Syafi'iyah Sukorejo,AB3501,533/34.U-1987,30-11-1987,19.08/1510/02/VIII/2020,25-08-2020,Silakan Upload SK (link file tidak valid) => [380713-453777--],2020-09-29 10,A,"18,318",1. Telkom Speedy,2. Telkom Astinet,PLN & Diesel,0338452707,0338452666,smk_ibrahimy1@ymail.com,http,-7.751100000000,114.272200000000,94,"1,170","1,390",62,Siang/6 hari,,2022/2023-2,"500,000",63,5,1,0,3,2,98,3,92,0,2,0,40,54,4,69,21,6,28,9,15,9,12,15,55,39,63,0,0,0,1,0,0,0,21,21,20,SMK 2013 REV. Multimedia,Telkom Speedy,0
