prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/016652B5-5965-407D-AB44-DC49B53D5C9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039303,MA BINA MULIA,70039303,Jl. Raya Pasir Putih,PASIR PUTIH,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,1047 TAHUN 2022,22-06-2022,Silakan Upload SK (link file tidak valid) => [247805-383802-https,2023-05-09 14,,0,,2.,,,,,,.000000000000,.000000000000,0,2,1,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0080A0CC-BF69-450F-B484-A895785AAF2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277151,MAS AL ITTIHAD,20277151,JL. RAYA MUCHTAR GG. PONCOL NO.2,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.403300000000,106.767100000000,0,115,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AD23771-2B2A-4016-8ACE-F2F284D7988F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277153,MAS AL KARIMIYAH,20277153,JL.H.MAKSUM NO 23 SAWANGAN BARU KOTA DEPOK,SAWANGAN BARU,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.401200000000,106.763100000000,0,96,150,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F272D4E8-BE1E-4289-BE7E-0DBB623F27AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277158,MAS DARUL ARQAM MUHAMMADIYAH,20277158,JL H MAKSUM NO 65 SAWANGAN BARU RT.03/03 DEPOK,SAWANGAN BARU,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,AO5349,W.i/PP.006.1/341/1992,03-02-1992,W.i/I/HK.008/28/1992,03-02-1992,Lihat SK Operasional,2021-08-28 00,A,0,,2.,,,,,,-6.404000000000,106.763900000000,0,29,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6911D310-D4EE-427F-893E-4EBA4E74C15A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983498,MAS DARUL QUR`AN,69983498,JL. MASJID SYAMSUL IMAN RT.01/04,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,INDONESIA,SWASTA,MA,Kementerian Agama,,,923 TAHUN 2018,06-06-2018,923 TAHUN 2018,06-06-2018,Silakan Upload SK (link file tidak valid) => [-],2018-12-07 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0399213-BF4A-4A09-9FF1-338802CACD79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70008529,MAS DARUS SHOLIHIN,70008529,Jl. H. Sulaiman RT. 04/02 Kelurahan Bedahan Kecamatan Sawangan Kota Depok 16519,BEDAHAN,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,AHU-AH.01.06-0007699,04-12-2017,1035 Tahun 2019,15-07-2019,Lihat SK Operasional,2021-05-12 06,B,"3,956",,2.,,,,,,-6.419600000000,106.766700000000,0,13,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFA02BE4-2420-4C38-9DA2-86270F410C9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277164,MAS ISLAMIYAH,20277164,JL. RAYA MUKHTAR NO. 136 SAWANGAN,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,YAYASAN DARUL IRFAN SAWANGAN,AI2648,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.403300000000,106.768600000000,0,161,201,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DB3B378-4E8A-4A4F-A137-791CE2AADE9A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254134,SMA TERBUKA (SMA NEGERI 5 DEPOK),20254134,KOMPLEK BUKIT RIVARIA,BEDAHAN,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,01-08-2015,594.4/2989-Disdik/2013,18-09-2013,Lihat SK Operasional,2015-09-09 16,A,0,,2.,,02518600092,02518600092,smaterbuka5dpk@gmail.com,,-6.409200000000,106.760000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,SMA 2013 MIPA,,,,,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A44A1CC8-4B29-4244-92C5-F64FAB638EC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229167,SMAN 5 KOTA DEPOK,20229167,JL. PERUM BUKIT RIVARIA SWG,BEDAHAN,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.3/123/Kpts/Huk/2002,10-06-2001,420/128/Dikjurmenum,24-06-2001,Lihat SK Operasional,2015-03-02 15,A,"8,431",1. Lainnya,2. Lainnya,PLN,02518600092,02518600092,smanlid@yahoo.com,http,-6.409300000000,106.759700000000,58,898,"1,042",49,Sehari Penuh/5 hari,,2022/2023-2,"86,900",19,1,1,28,29,19,0,10,30,0,19,9,41,17,0,52,6,8,6,5,8,9,16,6,26,32,19,0,0,11,1,0,0,0,SMA 2013 MIPA,16,18,15,Lainnya,
Jawa Barat,Kota Depok,Sawangan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB9843F3-EF21-48FE-B49F-14052CB72BE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229156,SMAS ISLAMIYAH SAWANGAN,20229156,JL. RAYA MUKHTAR NO. 136,SAWANGAN LAMA,KEC. SAWANGAN,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DARUL IRFAN SAWANGAN,AI2648,065/102.Kep/E 83,17-05-1983,421.3/OPS.175/X/Cadisdik/2018,18-10-2018,Lihat SK Operasional,2020-02-13 08,B,836,1. Lainnya (Wavelan),2. Lainnya (Kabel),PLN,,8612161,smaislamiyahs@yahoo.com,http,-6.405900000000,106.759500000000,21,57,63,4,Sehari Penuh/5 hari,,2022/2023-2,"44,000",5,2,1,2,0,0,20,4,20,0,1,0,8,13,1,19,1,1,3,3,6,1,4,3,12,9,5,0,0,0,1,0,0,0,SMA 2013 MIPA,2,1,1,Lainnya (Wavelan),
