prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3AB4840-E350-4709-98B0-B81137E9A846,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69849487,MAS SOE,69849487,Jl. Moh. Hatta RT. 02 RW. 01,TAUBNENO,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,12/07.G.Pend./BP.MAS/VI/2,01-07-2012,KW.20.3/1/PP.03.2/7758b/2013,19-12-2013,Lihat SK Operasional,2015-01-28 15,Sertifikat Kedaluwarsa,0,,2.,,,,,,-9.862772900000,124.285178500000,0,45,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E074E23A-033C-E111-8FE4-C7C62AF4ADD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300449,SLBN NUNUMEU,50300449,Nunumeu,NUNUMEU,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/115/PK/2007,23-05-2007,421/115/PK/2007,23-05-2007,Lihat SK Operasional,2015-02-20 14,B,"12,226",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,slbnnunumeusoe@gmail.com,,-9.862115000000,124.305698300000,27,81,47,24,Pagi/6 hari,,2022/2023-2,"2,300",12,0,1,6,10,1,0,16,20,1,2,4,7,20,1,17,9,4,6,5,4,1,2,5,10,17,12,0,0,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,2,1,2,2,2,2,2,2,2,2,2,3,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDBC37E9-19AC-4860-B00B-B9AA741CE235,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307294,SMAN 1 SOE,50307294,Jalan Prof Dr.W.Z Yohanes No 33 SoE,SOE,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,023G/0/1981/14-8-1981,14-08-1981,421.5/99/DPMPTSP.4.3/12/2022,12-12-2022,Lihat SK Operasional,2023-04-09 04,Sertifikat Kedaluwarsa,"118,575",1. Telkomsel Flash,2. CNI (Serat Optik),PLN,038821227,21227,smansasoe@yahoo.com,http,-9.863400000000,124.269400000000,51,617,662,36,Pagi/6 hari,,2022/2023-2,"11,700",27,3,1,2,27,6,0,18,24,1,10,16,27,24,1,49,1,5,11,8,8,6,4,9,21,30,0,11,16,9,0,0,1,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,13,12,11,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/672FC33D-8CF6-45BC-98C7-CD770FC5ED94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300664,SMAS AL IKHLAS SOE,50300664,JLN. IKAN PAUS NO. 16 SOE,OEKEFAN,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kesejahteran Islam Al-Ikhlas,AJ3791,209/I.21.C2/I/90,17-04-1990,15/YAPKIS/A.I/90,18-05-1990,Lihat SK Operasional,2020-08-31 08,Sertifikat Kedaluwarsa,"6,241",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaalikhlassoe@gmail.com,http,-9.856700000000,124.292900000000,11,40,25,3,Pagi/6 hari,,2022/2023-2,"2,500",5,1,1,1,4,0,9,0,7,1,3,0,3,8,1,6,4,3,1,0,3,1,3,0,3,8,0,5,0,0,1,0,0,0,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,1,1,1,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FB3044A-3127-43FA-B5C4-260E92F52DBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307282,SMAS EFATA SOE,50307282,JLN. SUDIRMAN NO. 1,SOE,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN EFATA SOE,AJ3777,018/C/Kep/I.83,01-07-1993,3038/I.21/I/93,17-06-1993,Lihat SK Operasional,2018-09-03 10,A,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,21863,smaefatasooe129@gmail.com,,-9.864693300000,124.278890000000,40,406,414,24,Pagi/6 hari,,2022/2023-2,8,24,1,1,21,5,0,32,9,35,0,2,3,10,30,0,33,7,7,13,6,6,4,3,1,13,27,24,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,6,8,10,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CBE5769-E638-4ECF-8CC7-4B1B4C47A951,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307284,SMAS KRISTEN 1 SOE,50307284,JLN. A. KAESMETAN,NUNUMEU,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,3179 / B.10 / IX / 83,29-09-1983,X 04 05 40 01,07-07-1983,Lihat SK Operasional,2020-08-24 19,Sertifikat Kedaluwarsa,"30,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smakristen1soe70@gmail.com,http,-9.865056700000,124.296393300000,59,503,574,32,Sehari Penuh/5 hari,,2022/2023-2,"2,200",32,4,1,7,9,0,30,29,50,1,6,2,10,49,0,52,7,16,23,5,8,1,2,4,23,36,32,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,11,10,11,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3171DC2-D3CA-4F37-BD35-B4971D0BBD99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300683,SMAS KRISTEN 2 SOE,50300683,JLN. A. KAESMETAN,NUNUMEU,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen (YAPENKRIS) AGAPE,AJ3796,2429/1.21/1989,12-06-1989,2929/I 21/I/89,12-06-1989,Lihat SK Operasional,2017-02-06 07,A,"1,000",1. -,2. Telkom Speedy,PLN,,038821309,smaskristen2soe@gmail.com,,-9.864100000000,124.296500000000,19,155,238,13,Pagi/6 hari,,2022/2023-2,"2,200",6,4,1,6,4,0,11,7,14,0,3,2,6,13,0,17,2,3,7,4,0,2,1,2,6,13,1,5,0,5,1,0,0,0,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,4,5,4,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EC8C054-9017-4D5E-BB13-790CC48A252A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300582,SMAS PGRI SOE,50300582,JLN. CENDANA NO. 8,SOE,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPLP PGRI,AJ3790,07/OM/PGRI/TTS/XVI/92,10-08-1991,3143/I.21/I/92,08-07-1992,Silakan Upload SK (link file tidak valid) => [412018-768053--],2021-01-22 07,C,"6,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,21108,03882421108,smapgrisoe@rocketmail.com,,-9.867600000000,124.274300000000,14,61,60,7,Sehari Penuh/5 hari,,2022/2023-2,"2,200",14,2,1,2,4,0,10,1,10,0,4,0,5,9,1,9,4,4,2,1,3,1,1,2,10,4,14,0,0,0,0,1,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,2,3,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/68857554-8554-462E-9BBF-0B964E6E0DA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50307306,SMKN 1 SOE,50307306,JL. BADAK NO. 5A,KARANG SIRI,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0561/o/1984,20-11-1984,DPMPTSP.421.5/06/PTSP/I/2021,13-01-2021,Lihat SK Operasional,2021-04-19 06,Sertifikat Kedaluwarsa,0,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,0,038821490,smknonesoe@yahoo.co.id,http,-9.857200000000,124.268300000000,73,598,118,39,Siang/6 hari,,2022/2023-2,"13,000",35,9,2,3,39,18,0,16,36,0,21,16,35,38,0,66,7,7,5,21,14,8,6,12,33,40,34,1,0,0,2,0,0,0,,SMK 2013 REV. Pemuliaan dan Perbenihan Tanaman,Telkomsel Flash,,,,,,,,,,12,13,13,1
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C01CC758-C822-4E94-8E5A-85E5F91C9C82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300590,SMKN 2 SOE,50300590,JL. GAJAH MADA NO. 76,KARANG SIRI,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0342/2/U/1989,01-01-1900,421.5/32/PTSP/XI/2020,18-12-2020,Lihat SK Operasional,2023-05-05 09,Sertifikat Kedaluwarsa,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,038821030,03882700035,pisoe_smkn2@yahoo.com,http,-9.858860000000,124.266278300000,70,375,590,31,Sehari Penuh/5 hari,,2022/2023-2,"16,000",27,1,0,2,23,21,0,26,50,4,13,3,13,57,3,65,2,11,22,15,10,6,2,4,24,46,0,14,13,0,0,0,0,1,,SMK 2013 REV.  Tata Busana,Telkomsel Flash,,,,,,,,,,10,10,11,0
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Kota Soe,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84288E3C-5D27-4B88-9DC3-834D24A1AE28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300588,SMKS KRISTEN SOE,50300588,JL MELATI NO 17,KARANG SIRI,KEC. KOTA SOE,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,36/3/PE/71,01-08-1971,DPMPTSP.421.5/19/PTSP/XI/2020,06-11-2020,Lihat SK Operasional,2022-07-28 15,A,4,1. Lainnya,2. Telkom Speedy,PLN,038821733,038821733,smkkristensoe60@gmail.com,http,-9.858508300000,124.276145000000,34,275,313,24,Pagi/6 hari,,2022/2023-2,"11,300",29,0,1,2,8,0,11,22,26,0,7,1,9,25,5,24,5,5,5,6,6,1,8,3,12,22,29,0,0,0,1,0,0,0,,SMK 2013 REV. Rekayasa Perangkat Lunak,Lainnya,,,,,,,,,,7,9,8,0
