prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F06E02A1-7121-4C39-9A24-5D6EC31D905E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584544,MAS AT-TAUFIQIYAH,20584544,JL. P.P KARANG SARI,TLAMBAH,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,KW.13.4/4/PP.03.2/2173/2008,11-08-2008,MAS/27.0036/2016,03-06-2016,Lihat SK Operasional,2022-01-10 07,B,0,,2.,,,,,,-7.027300000000,113.365200000000,0,70,59,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/895BA182-48BA-40A4-9CD3-9E3FE23C4B1D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584553,MAS DARUSSALAM,20584553,SUMBER JEREK DS. KARANGPENANG OLOH,KARANG PENANG ONJUR,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-6.926470000000,113.391366000000,0,8,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A22545F4-5251-42CB-A98A-5BD65470B22E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20579335,MAS MAMBAUL ULUM,20579335,Jln. Sumber Nomi Ds. Poreh,POREH,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,,23-12-2013,KW.13.4/4/PP.00.6/1380/20,23-12-2013,Lihat SK Operasional,2018-09-07 21,C,0,,2.,,,,,,-6.985800000000,113.406200000000,0,19,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAB638B6-B68C-46B7-B0B8-73D4B08912C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584570,MAS MIFTAHUL ULUM,20584570,Karang Durin,TLAMBAH,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,YAYASAN PENDIDIKAN DA'WAH ISLAMIYAH MIFTAHUL ULUM KARANGDURIN,AO1206,AHU 181 AH 01 04 2013,29-01-2013,MAS/27.0038/2016,03-06-2016,Lihat SK Operasional,2019-02-22 13,B,"3,500",,2.,,,,,,-6.937209000000,113.334899000000,0,246,300,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7CA61BB-AE89-4B5D-819C-D78501383802,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584569,MAS MIFTAHUL ULUM,20584569,JL. NAGASARI,TLAMBAH,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.904299000000,113.453722000000,0,22,43,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC67AB54-A0E7-49A5-9B6A-83E13156592F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584571,MAS MIFTAHUL ULUM,20584571,KEBUN WANGI BLU`URAN,BLUURAN,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,AHU-2424.AH.01.04.Tahun 2012 /01 MEI 2012,11-07-2006,MAS/27.0039/2016,03-06-2016,Silakan Upload SK,,B,0,,2.,,,,,,-7.050100000000,113.366200000000,0,48,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70FFA4F7-42A7-434A-A349-A9C1066F4B6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20554825,SMAS AL AZIZ,20554825,JL.PP.SUMBER GEDANG,TLAMBAH,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Aziz,AO1222,P2T/617/19.30/01/III/2019,18-03-2019,421.3/621/108.08/2007,17-10-2007,Lihat SK Operasional,2019-10-01 10,B,"16,500",1. Telkomsel Flash,2. Telkom Speedy,PLN,0133,,smaalaziz.spg@gmail.com,http,-7.036400000000,113.397400000000,12,127,49,6,Pagi/6 hari,,2022/2023-2,898,2,0,1,1,0,0,12,1,12,0,0,0,0,12,0,11,1,0,5,3,2,2,0,0,11,1,0,0,2,1,0,1,0,0,SMA 2013 IPS,Telkomsel Flash,2,2,2,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8CF857B-4ADD-4B5E-8DD5-299800A3DB35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69902004,SMAS AL RAUDLAH,69902004,Dusun Gading Daya,BLUURAN,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL-MIFTAH,AO1230,99,17-01-2008,421.3/21501/434.101/2015,27-08-2015,Silakan Upload SK (link file tidak valid) => [428533-459054--],2021-03-09 08,B,"3,000",1. -,2. Telkomsel Flash,PLN,,,smasalraudlah@gmail.com,http,-7.003548000000,113.363007000000,13,31,46,3,Pagi/6 hari,,2022/2023-2,0,0,0,0,0,0,0,15,1,13,0,0,0,0,13,0,10,3,5,6,2,0,0,0,0,9,4,0,0,0,3,0,0,0,0,SMA 2013 IPS,Tidak Ada,1,1,1,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F897580A-2827-4F23-A795-58318D2E84C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859773,SMAS ISLAM BUSTANUS SHIBYAN,69859773,Jl. Desa Bulmatet - Karangpenang,BULMATET,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan  ISLAM BUSTANUS SHIBYAN,AN2062,,01-01-1900,421.3/3375/434.101/2014,23-09-2014,Lihat SK Operasional,2014-09-25 15,B,"2,480",1. Telkom Astinet,2. XL (GSM),PLN,,,aruf378@gmail.com,,-7.008507000000,113.397327000000,8,32,21,3,Pagi/6 hari,,2022/2023-2,900,3,4,1,2,0,0,9,1,8,0,0,0,0,8,0,7,1,0,2,2,3,0,1,0,7,1,3,0,0,0,1,0,0,0,SMA 2013 IPS,Telkom Astinet,1,1,1,
Jawa Timur,Kab. Sampang,Karangpenang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93CD5884-272A-43F8-BFFF-D8E6A01CE2E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69816265,SMAS ISLAM SUNAN GIRI,69816265,Dusun Dubaja,KARANG PENANG ONJUR,KEC. KARANGPENANG,KAB. SAMPANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SUNAN GIRI,AN2058,021/YPSG/SMAI.SG/VI/2013,10-06-2013,19.03/1152/01/VII/2020,30-07-2020,Lihat SK Operasional,2021-11-18 00,C,0,1. XL (GSM),2. Telkomsel Flash,PLN,,,smaislamsunangiri@gmail.com,http,-7.003800000000,113.372800000000,12,25,36,3,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,9,3,12,0,0,0,0,12,0,9,3,1,6,2,1,2,0,0,10,2,3,0,0,0,0,0,0,0,SMA 2013 IPS,XL (GSM),1,1,1,
