prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/55CF58E7-BBBE-4278-8E86-8AE0F2E2D361,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280219,MAS AL-MUTHMAINNAH,20280219,Jl. Raya Sindangbarang-Agrabinta Km 09 Ciogong,KERTASARI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/339/2008,25-02-2008,KW.10.4/4/PP.00.6/276/2008,25-02-2008,Silakan Upload SK (link file tidak valid) => [427048-22398--],2021-03-05 06,A,0,,2.,,,,,,-7.427500000000,107.072500000000,0,133,181,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8299F1F7-FFD6-45E6-BD18-C77A6BF9F0B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921989,SMA CITRA NUSANTARA SINDANGBARANG,69921989,Jl. Raya Sindangbarang - Cidaun Km. 5,MEKARLAKSANA,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BANI MUQODDAS,AJ6746,AHU-0000197.AH.01.04.TAHU,08-01-2015,421.5/414.b/Bid.SMA-SMK/K,09-03-2015,Lihat SK Operasional,2015-12-01 06,B,"6,400",,2.,,,,sma_citranusantara@gmail.com,http,-7.466400000000,107.168800000000,10,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,12,0,10,0,0,0,0,10,0,6,4,3,3,2,1,1,0,0,5,5,0,0,0,0,0,0,0,0,SMA 2013 IPS,,,,,
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B5350728-AD2C-4D91-B38D-E26D128DE365,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907646,SMA DAARUL MUAWANAH,69907646,Kp. Sadanganyar Km. 10 Ds. Kertasari,KERTASARI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Daarulmuawanah,AJ6732,001/SK-DRM/VII/2015,12-07-2015,421.5/1306.a/Bid.SMA-SMK/Kab/2015,07-09-2015,Lihat SK Operasional,2020-08-24 19,C,"10,000",1. Indosat IM3,2. Smartfren,PLN,,,smadaarulmuawanah02@gmail.com,http,-7.435736000000,107.076694000000,12,154,199,7,Pagi/6 hari,,2022/2023-2,"1,200",0,0,0,0,0,0,12,2,12,0,0,0,0,12,1,8,3,7,4,0,0,1,0,0,11,1,0,0,0,8,0,0,0,0,SMA 2013 IPS,3,3,1,Indosat IM3,
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DBDCC71-46DF-49FE-911F-D25AE4FAAB6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20203745,SMA NEGERI 1 SINDANG BARANG,20203745,JL. RAYA TIMUR NO. 123,SAGANTEN,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0558/0/1984,20-11-1984,0558/0/1984,20-11-1984,Lihat SK Operasional,2015-08-24 14,A,"14,972",1. Indosat IM3,2. Telkom Speedy,PLN,0263365027,0263365027,sman1sdb@gmail.com,http,-7.452200000000,107.138400000000,42,331,401,23,Sehari Penuh/5 hari,,2022/2023-2,"10,600",26,3,1,2,12,12,0,18,32,0,7,3,19,23,0,37,5,11,10,10,6,0,2,3,23,19,26,0,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,8,8,7,Indosat IM3,
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2601DA65-3D2E-45D5-BEAB-DECFB9DA6D34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69973143,SMA PGRI SINDANGBARANG,69973143,Kp. Cikawung,TALAGASARI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perwakilan YPLP PGRI Kabupaten Cianjur,AA2039,25/YPLP-PROV-PGRI/SKEP/C.16,19-07-2016,421.5/1538.a/Bid.SMA-SMK/Kab/2016,01-09-2016,Lihat SK Operasional,2018-02-20 10,C,"1,200",1. -,2. Indosat IM3,PLN,,,sindangbarangsmapgri@gmail.com,http,-7.443600000000,107.082200000000,8,68,71,5,Sore/6 hari,,2022/2023-2,900,1,0,0,2,0,0,4,5,8,0,0,0,1,7,0,4,4,4,2,2,0,0,0,0,4,4,0,0,1,0,0,0,0,1,SMA 2013 IPS,2,2,1,Tidak Ada,
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D120A3F-F8C0-49C8-86AB-FE7B923460DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69961989,SMK CITRA NUSANTARA,69961989,Kp. Sedekan RT.01 RW. 05,MEKARLAKSANA,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAYAASAN BANI MUQODAS,AJ6728,19/yysbanimucodas/2016,05-09-2016,421.5/1826.a/BID.SMA-SMK/KAB/2016,18-10-2016,Lihat SK Operasional,2017-04-18 23,Tidak Terakreditasi,"1,020",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smk_citranusantara@gmail.com,,-7.466100000000,107.168900000000,7,82,86,7,Pagi/6 hari,,2022/2023-2,"2,700",9,0,0,2,0,0,6,2,7,0,0,0,0,7,0,6,1,1,2,2,0,0,2,0,4,3,0,9,0,0,0,0,0,0,SMK 2013 REV. Teknik Komputer dan Jaringan,2,2,3,Telkomsel Flash,0
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE155722-18B4-4557-85E9-26516EE1666D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852111,SMK NEGERI 1 SINDANGBARANG,69852111,JL RAYA SINDANGBARANG CIUJUNG KM 07 DS JAYAGIRI KEC SINDANGBARANG,JAYAGIRI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,25-10-2010,421.5/2403/BID.SMA-SMK/KA,10-04-2011,Lihat SK Operasional,2015-08-10 09,B,"50,853",1. Telkom Speedy,2. Indosat Mentari,PLN & Diesel,,,smknsindangbarang1@gmail.com,http,-7.467700000000,107.204700000000,17,104,54,8,Sehari Penuh/5 hari,,2022/2023-2,"5,500",12,0,1,0,9,2,0,6,10,0,7,0,6,11,0,14,3,3,5,6,2,0,0,1,7,10,12,0,0,0,1,0,0,0,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,2,3,3,Telkom Speedy,0
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CE11C856-1F16-46EE-AF1F-5896EBFE330A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886263,SMK PELITA ANUGRAH BANGSA 1,69886263,JL RAYA SINDANGBARANG DS MUARACIKADU RT 01/01 KEC SINDANGBARANG KODE POS 43272,MUARACIKADU,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pelita Anugrah Bangsa,AN8256,500/017/YPAB/VIII/2014,20-08-2014,421.5/2239A/BID SMA-SMK/Kab/2014,22-08-2014,Lihat SK Operasional,2020-08-28 07,C,"2,000",1. -,2. Telkom Speedy,PLN,,,,http,-7.426452000000,107.183089000000,10,85,72,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,0,0,0,9,1,10,0,0,0,0,10,0,5,5,8,2,0,0,0,0,0,7,3,0,7,0,0,0,1,0,0,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,2,2,2,Tidak Ada,0
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7408A6B0-3347-42B2-B32C-F25DCC088571,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899675,SMK PELITA NUSANTARA SINDANGBARANG,69899675,Jl. Raya Cikaroya Rt/Rw 02/04 Ds. Muaracikadu Kec. SIndangbarang - Cianjur,MUARACIKADU,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BUANA PANCA BAKTI,AI0890,421/002/YBPB/SK/I/2015,02-01-2015,421.5/710.A/Bid.SMA-SMK/K,09-04-2015,Lihat SK Operasional,2015-08-06 11,C,"3,500",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,smkpns@gmail.com,http,-7.288778600000,107.306452800000,9,38,28,3,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,3,6,9,0,0,0,0,9,1,4,4,4,3,2,0,0,0,0,5,4,3,0,0,0,0,0,0,0,SMK 2013 REV. Teknik Komputer dan Jaringan,1,1,1,Telkom Speedy,0
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9ACC21AD-F1A1-4811-8B56-4E53BF25657B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69893303,SMK TERPADU SULTAN GIRI,69893303,KP CIKAWUNG RT 02/01,TALAGASARI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Sultan Giri Sindang barang,AJ6726,004/A.1/YPI-SG/I/2015,01-01-2015,421.5/404a/BID.SMA-SMK/KA,06-03-2015,Lihat SK Operasional,2015-04-13 12,B,"10,000",1. Smartfren,2. Indosat IM3,PLN,,,smkterpadusultangiri@gmail.com,http,-7.440700000000,107.084000000000,13,89,79,6,Pagi/6 hari,,2022/2023-2,"1,200",12,0,2,2,0,0,17,1,13,0,0,0,0,13,0,12,1,5,2,3,1,0,1,1,7,6,12,0,0,0,2,0,0,0,SMK 2013 REV.  Agribisnis Pengolahan Hasil Pertanian,2,1,3,Smartfren,0
Jawa Barat,Kab. Cianjur,Sindang Barang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B86DA281-0CB8-4133-AFE0-0245FCE4B1BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976323,YASPIRA SINDANGBARANG,69976323,KP GUNUNGGADUNG RT 07 RW 03,HEGARSARI,KEC. SINDANG BARANG,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,852 TAHUN 2017,09-06-2017,852 TAHUN 2017,09-06-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,C,0,,2.,,,,,,.000000000000,.000000000000,0,68,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
