prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5F4EF719-A0F2-488A-BA9A-2F9061101526,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363035,MAN SALATIGA,20363035,Jl. K.H. Wahid Nasyim No.12,SIDOREJO LOR,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,KMA NOMOR 64 TAHUN 1990,25-04-1990,KMA NOMOR 64 TAHUN 1990,25-04-1990,Lihat SK Operasional,2023-01-27 08,A,"5,113",,2.,,,,,,-7.321100000000,110.496700000000,0,405,723,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FC4813ED-E608-48DB-AD8A-3C21125BBA80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70013035,MAS AGRO NUUR EL FALAH,70013035,JL. DIPOMENGGOLO,PULUTAN,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Yayasan Dharma Lestari,AA9483,53,12-02-2016,1464,14-05-2020,Lihat SK Operasional,2021-11-03 04,,"1,452",,2.,,,,,,-7.310700000000,110.476200000000,0,8,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4A18A79-8EFF-4242-85E3-546D6579CAB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363036,MAS TAHFIZHUL QURAN (MATIQ) AS SURKATI,20363036,JL. DIPONEGORO NO 115 SALATIGA,SIDOREJO LOR,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,AG8530,Nomor,10-05-1988,Nomor,07-06-1990,Lihat SK Operasional,2016-08-02 07,B,0,,2.,,,,,,-7.316000000000,110.493400000000,0,127,1,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7254B903-AEEB-4163-A1E9-9828179AE154,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328447,SMAN 1 SALATIGA,20328447,Jalan. Kemiri No. 1 Salatiga,SALATIGA,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,3142/6/111,01-01-1901,,01-01-1900,Silakan Upload SK (link file tidak valid) => [568796-392404--],2022-01-14 06,A,"120,000",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0298326867,0298326867,sma_1_sltg@yahoo.com,http,-7.318031700000,110.497313300000,82,469,740,36,Sehari Penuh/5 hari,,2022/2023-2,"6,600",56,7,1,2,57,20,0,5,27,0,33,22,63,19,1,71,10,3,13,11,10,8,15,22,32,50,56,0,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,Lainnya (Serat Optik),12,12,12,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B34A19FA-9460-4396-95ED-E0768CF59694,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328449,SMAN 3 SALATIGA,20328449,Jl. Kartini No.34 Salatiga Tlp. 0298 323300,SALATIGA,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0426/O/1991,15-07-1991,0426/O/1991,15-07-1991,Lihat SK Operasional,2022-08-11 09,A,"53,464",1. Biznet (Serat Optik),2. Telkom Speedy,PLN,0298323300,0298323300,sman_3_salatiga@yahoo.com,http,-7.325400000000,110.499500000000,65,468,716,35,Sehari Penuh/5 hari,,2022/2023-2,"55,000",31,4,1,10,48,9,0,8,19,0,35,11,51,14,0,57,8,4,10,6,9,4,21,11,30,35,29,0,2,0,1,0,0,0,SMA 2013 Bhs&Budaya,Biznet (Serat Optik),12,12,11,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1C903ED2-D1E9-471B-A516-BBF02A2D99A7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328396,SMAS KRISTEN SATYA WACANA,20328396,JL. DIPONEGORO NO. 52-60,SALATIGA,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Tinggi Kristen Satya Wacana,AE1483,2410/I03/I.87,22-12-1987,2410/I03/I-87,22-12-1987,Lihat SK Operasional,2020-08-22 10,A,"6,970",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0298312713,0298323652,sekolahlab@gmail.com,http,-7.317768300000,110.501598300000,28,165,161,14,Sehari Penuh/5 hari,,2022/2023-2,"25,000",25,4,1,4,2,0,26,5,25,0,2,1,18,10,0,24,4,1,3,4,4,1,4,11,13,15,25,0,0,0,1,0,0,0,SMA 2013 IPS,Lainnya (Serat Optik),5,5,4,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD247ADD-8520-4231-A231-005A916EC5E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328395,SMAS MUHAMMADIYAH (PLUS) SALATIGA,20328395,JL. KH. AHMAD DAHLAN No. Soka Salatiga,SIDOREJO LOR,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,A-1/021/SK/XII/1976,23-12-1976,1060/C.2/II/77,25-03-1977,Lihat SK Operasional,2021-02-18 13,A,"5,400",1. Telkom Speedy,2. Linknet,PLN,,322358,smamplussalatiga@yahoo.co.id,http,-7.304900000000,110.491700000000,14,56,38,6,Sehari Penuh/5 hari,,2022/2023-2,"5,497",8,5,1,0,1,0,14,3,13,0,1,0,5,9,0,10,4,5,2,2,1,1,1,2,2,12,0,0,8,1,0,0,1,0,SMA 2013 IPS,Telkom Speedy,2,2,2,
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/040C415D-03A9-40F1-9C0E-E7332422AB9F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20341188,SMKS DARMA LESTARI,20341188,DIPOMANGGOLO,PULUTAN,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dharma Lestari,AA9483,421.5/087/V/05.k,19-05-2005,86/Kpts/SM.110/K/7/05,28-07-2005,Silakan Upload SK (link file tidak valid) => [420645-498617--],2021-02-16 18,C,"75,000",1. Telkom Speedy,2. Smartfren,PLN,0298322623,0298322623,dharmalestari.smk@gmail.com,,-7.310600000000,110.476400000000,15,30,46,6,Sehari Penuh/5 hari,,2022/2023-2,"1,500",6,1,1,9,0,0,13,4,15,0,0,0,5,10,0,12,3,6,3,3,2,0,1,0,7,8,0,6,0,0,0,1,0,0,SMK 2013 REV. Agribisnis Tanaman Pangan dan Hortikultura,Telkom Speedy,2,2,2,0
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/030963A6-CF84-4A9C-A4D4-42F5D4844D73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328450,SMKS DIPONEGORO SALATIGA,20328450,JL. KARTINI NO 2 KEL. SIDOREJO LOR KEC. SIDOREJO KOTA SALATIGA,SIDOREJO LOR,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAIMAM,AE1477,0956/I03/I/1997,04-06-1997,0956/I03/I/1997,04-06-1997,Lihat SK Operasional,2020-08-26 14,B,"4,697",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0298314644,0298314644,smk_dipsala3@yahoo.co.id,http,-7.323290000000,110.496691700000,22,122,211,13,Sehari Penuh/5 hari,,2022/2023-2,15,18,2,1,2,0,0,21,4,22,0,0,0,13,9,1,20,1,5,1,4,7,1,2,2,9,13,18,0,0,0,0,1,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkom Speedy,4,4,5,0
Jawa Tengah,Kota Salatiga,Sidorejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1D7A075-0264-4968-9A42-520CB5D8ED12,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20328461,SMKS KRISTEN SALATIGA,20328461,JL. KEMIRI RAYA NO 7-11 SALATIGA KOTA SALATIGA,SALATIGA,KEC. SIDOREJO,KOTA SALATIGA,PROV. JAWA TENGAH,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Kristen,AE1466,AHU-0024933.AH.01.04. Tahun 2016,18-05-2016,230/77/EA,03-03-1977,Lihat SK Operasional,2020-08-27 09,C,"6,086",1. Indosat IM3,2. Telkom Speedy,PLN,0298325272,0298325272,smkstikristensalatiga20328461@gmail.com,http,-7.314181700000,110.499213300000,8,12,3,3,Sehari Penuh/5 hari,,2022/2023-2,"35,000",5,2,1,2,0,0,8,2,6,0,2,0,5,3,0,8,0,0,0,0,1,1,1,5,6,2,5,0,0,0,1,0,0,0,SMK 2013 REV. Teknik Pemesinan,Indosat IM3,3,0,0,0
