prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE5ED4C4-A0B6-4822-BC2E-AB49AA84C39B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965143,Sekolah Khusus Santo Fransiskus Assisi,69965143,Jalan. Mayor (Pol) Zaenal Arifin No. 40 Rt. 18 Damai Baru Balikpapan Selatan Kal,DAMAI,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ELIFA MITRA SETIA,AC3934,421.9/2890/Disdik.II/2016,16-08-2016,421.9/2890/Disdik.II/2016,16-08-2016,Lihat SK Operasional,2017-10-12 14,B,"3,600",1. Lainnya,2. Telkom Speedy,PLN,,05428794310,skhfransiskusassisi@gmail.com,,-1.260534000000,116.862854000000,11,43,13,10,TKLB 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"13,500",14,0,1,4,0,0,9,4,11,0,0,0,1,10,0,11,0,6,3,1,0,1,0,0,0,11,1,1,1,1,1,1,1,1,0,1,0,1,14,0,0,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D088247F-30F5-E011-ACC8-13E7683AF2FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402883,SLB TUNAS BANGSA,30402883,Jl. Kutilang Rss Damai Iii Rt. 28,GUNUNG BAHAGIA,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Luar Biasa Tunas Bangsa,AX1409,800/K.173/IV/2006,19-04-1999,800/K.173/IV/2006,10-03-2006,Silakan Upload SK,,B,0,1. -,2. Telkom Speedy,PLN,8870057,8870057,tunasbangsa831@yahoo.co.id,http,-1.245508300000,116.888265000000,10,77,15,12,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"4,100",9,0,1,2,0,0,16,1,10,0,0,0,3,7,0,8,2,1,2,0,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,9,0,0,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3051247F-30F5-E011-A0A1-7942F3335579,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401525,SLBN BALIKPAPAN,30401525,Jalan Letkol Pol HM.Asnawi Arbain RT 14 Kelurahan Sepinggan Raya,SEPINGGAN RAYA,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,NEGERI,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,90/K.827/IV/2006,19-04-2006,800/K.1737/IV/2006,03-07-2006,Silakan Upload SK,,,"20,160",1.,2.,PLN,,,,,-1.249596700000,116.887493300000,46,265,115,41,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"24,000",43,0,1,9,27,7,0,12,21,0,22,3,29,17,0,44,2,9,4,7,6,8,5,7,10,36,4,3,4,4,3,4,3,3,4,3,3,3,39,0,4,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36E62C83-4B29-4AF4-84B7-730A03F89B4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036829,SMA Bina Bangsa School Balikpapan,70036829,Jl. Jend. Sudirman Balikpapan Superblock Soho B-C No. 47,GUNUNG BAHAGIA,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,No. 503/0299/IP-SAM-S/DPMPTSP/IX/2022,12-09-2022,No.421.4/K.14814/Disdikbud.III/2022,29-09-2022,Lihat SK Operasional,2023-01-19 16,,825,1. Lainnya (Serat Optik),2. Telkomsel Flash,PLN & Diesel,,,,,.000000000000,.000000000000,4,3,3,1,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"13,000",1,1,1,2,0,0,4,0,4,0,0,0,0,4,0,2,2,0,1,2,1,0,0,0,2,2,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E5DDA1F-4058-45C0-AFB2-734967C829AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991774,SMA Pelita Hati,69991774,Jl.. Mayjend. Sutoyo RT 56 No.21-23,KLANDASAN ILIR,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bethany Kalimantan,AF5644,800/2607/DISDIKBUD-III/2019,29-04-2019,800/2607/DISDIKBUD-III/2019,29-04-2019,Lihat SK Operasional,2019-10-28 20,B,"12,500",,2.,,0,0542441244,,http,-1.242471100000,116.918096000000,7,0,0,0,SMA 2013 IPS,,,2022/2023-2,,,0,0,0,0,0,0,8,1,7,0,0,0,0,7,0,3,4,4,2,1,0,0,0,0,2,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BA80A83-D42C-4375-BD21-841419EAB304,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010866,SMAIT Istiqamah Balikpapan,70010866,Jl. Kol. H. Syarifuddin Yoes No 1 RT 41,GUNUNG BAHAGIA,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Al-Istiqamah Terpadu Balikpapan,AF5679,0233010040669,07-10-2020,421.4/4387/Disdikbud.III/2021,14-06-2021,Lihat SK Operasional,2021-06-22 06,,"40,500",1. Lainnya,2. Telkom Speedy,PLN,,0542733129,smait@istiqamahypaitb.sch.id,,-1.229800000000,116.883000000000,11,19,24,3,SMA 2013 IPS,Sehari Penuh/6 hari,,2022/2023-2,Lainnya,"163,999",4,4,1,6,0,0,7,7,11,0,0,0,1,10,0,10,1,6,3,2,0,0,0,0,1,10,,,,,,,,,,1,2,0,4,0,0,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94F671AB-7B03-41EB-8BC5-5D094F79349D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401488,SMAN 4 BALIKPAPAN SELATAN,30401488,JL. SEPINGGAN BARU III NO.36,SEPINGGAN,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/1317/SKT/V/2016,04-05-2016,420/1317/SKT/V/2016,04-05-2016,Lihat SK Operasional,2020-12-29 11,A,"18,373",1. Telkom Astinet,2. Telkom Speedy,PLN,0542780044,0542780044,info@sman4-bpp.sch.id,http,-1.246100000000,116.906800000000,52,506,577,31,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Astinet,"54,500",31,4,1,28,36,4,0,12,16,0,10,26,38,14,0,47,5,4,5,7,5,2,12,17,18,34,,,,,,,,,,10,10,11,23,0,8,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B96E7493-7F1E-4897-A79B-DC95F7A99D61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401487,SMAN 5 BALIKPAPAN SELATAN,30401487,JL. ABDI PRAJA BLOK F1 NO.119,SEPINGGAN,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0542/U/1989,15-06-1989,591/2880/168-T.PEM/1996,10-04-1996,Lihat SK Operasional,2021-04-30 17,A,"12,510",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,0542873970,tu@sman5-balikpapan.sch.id,http,-1.242200000000,116.897600000000,55,502,702,34,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"55,000",34,4,1,24,33,5,0,17,22,0,17,16,37,18,0,48,7,11,8,4,2,6,12,12,14,41,,,,,,,,,,12,11,11,34,0,0,0,1,0,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4AB93C6-D690-4DD9-AE23-EAB2FEB1A91E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30401493,SMAS SYAICHONA CHOLIL,30401493,JL. MULAWARMAN RT 10 NO.59,SEPINGGAN,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Syaichona cholil,AF5716,460/1075/BAGSOS/2001,28-04-2001,420/370/Dikmen/III/2015,02-01-2015,Lihat SK Operasional,2015-08-13 12,C,0,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,770640,763673,sma.syaichona.cholil@gmail.com,http,-1.252200000000,116.918400000000,7,27,56,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"3,500",4,1,1,2,0,0,6,1,7,0,0,0,0,7,1,5,1,2,1,2,1,1,0,0,4,3,,,,,,,,,,1,1,1,0,4,0,0,0,1,0,0,
Kalimantan Timur,Kota Balikpapan,Balikpapan Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EA9F59B-FE1E-4653-A719-186E42213AF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69939919,SMK NURUL KHAERAT LIL MUHIBBIN,69939919,JL. SEPINGGAN BARU RT. 17,SEPINGGAN BARU,KEC. BALIKPAPAN SELATAN,KOTA BALIKPAPAN,PROV. KALIMANTAN TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nurul Khaeraat Lil - Muhibbiin,AF5650,420/648.4DIKMEN.XII/2014,17-12-2014,420/648.4DIKMEN.XII/2014,17-12-2014,Lihat SK Operasional,2016-03-23 14,B,500,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,-1.251730000000,116.904478000000,7,14,12,3,SMK 2013 REV. Teknik Komputer dan Jaringan,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",3,0,1,1,0,0,6,2,7,0,0,0,2,5,0,7,0,3,0,0,3,1,0,0,2,5,,,,,,,,,,1,1,1,3,0,0,0,1,0,0,0,0
