prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E4C9165-0585-4C8A-A208-295DA8267C97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70034570,MA DARUL IHSAN MUHAMMADIYAH SRAGEN,70034570,Pringan RT 01 RW 01,KARANG TENGAH,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,,,743 TAHUN 2022,20-06-2022,Silakan Upload SK (link file tidak valid) => [239701-650066-https,2022-10-18 11,,"2,970",,2.,,,,,,.000000000000,.000000000000,0,18,19,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA84A5F9-5F88-4F43-81D0-8092B3449373,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363218,MAN 1 SRAGEN,20363218,JL. IRIAN NO. 05,NGLOROG,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,686/Kk.11.14/4.1/PP.00/08/2016,02-08-2016,686/Kk.11.14/4.1/PP.00/08/2016,02-08-2016,Lihat SK Operasional,2016-08-15 10,A,0,,2.,,,,,,-7.415000000000,111.038400000000,0,427,860,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D089C15B-2DF5-E011-A48A-D9B344005E49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20354060,SLB BC BAGASKARA,20354060,Jl. Mawar No 469,SRAGEN KULON,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bagaskara,AI3650,No. 5,12-09-1975,425-1/0004113,03-07-2002,Lihat SK Operasional,2021-09-09 11,A,0,1. -,2. Telkom Speedy,PLN,,0271890902,slbbagaskara@yahoo.co.id,,-7.426800000000,111.010700000000,11,67,37,21,Sehari Penuh/5 hari,,2022/2023-2,"1,300",8,0,1,1,4,0,10,0,7,0,2,2,7,4,0,11,0,2,1,1,1,0,2,4,2,9,8,0,0,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",TKLB 2013,Tidak Ada,1,1,1,3,1,3,1,1,3,2,3,1,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D110A6E9-1440-4E86-A95B-1A1FF8C5DDEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032888,SMA IIBS AZ-ZAHRA,70032888,Dukuhan,NGLOROG,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN LEMBAGA BAKTI MUSLIM AL-FALAH SRAGEN,AI3629,503/7101/2022,03-08-2022,503/7101/2022,03-08-2022,Lihat SK Operasional,2022-09-05 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2A032EF-0D10-43D9-90BC-FA96B5D408A9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037118,SMA ISLAM AL AZHAR 29 SRAGEN,70037118,Jl. Gambiran - Plosorejo KM 0.3,SINE,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NUR ILMI AMALIA,AX1260,420/8605/2022,24-11-2022,420/8605/2022,24-11-2022,Lihat SK Operasional,2023-02-03 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB835ADA-8DCD-4F41-8C55-82B7F2A934D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20330921,SMA TRENSAINS MUHAMMADIYAH SRAGEN,20330921,PRINGAN RT 1 RW 1,KARANG TENGAH,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,425/018/18/2006,03-03-2006,420/112/12/2015,27-11-2015,Lihat SK Operasional,2020-08-28 10,B,"12,000",1. Lainnya (Wavelan),2. Telkom Speedy,PLN,03514487228,03514487228,TRENSAINSS@GMAIL.COM,http,-7.364100000000,111.121300000000,17,133,139,9,Pagi/6 hari,,2022/2023-2,"33,000",9,3,1,19,0,0,19,0,17,0,0,0,3,14,0,14,3,2,8,5,1,1,0,0,7,10,9,0,0,0,1,0,0,0,,SMA 2013 MIPA,Lainnya (Wavelan),,,,,,,,,,3,3,3,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71858B21-5B0C-42D5-80D1-8ACC3895E3EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20354028,SMAN 1 SRAGEN,20354028,JL. PERINTIS KEMERDEKAAN NO. 16,SRAGEN WETAN,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,151/SK/B.III,05-10-1961,151/S.K/B/III,05-10-1961,Lihat SK Operasional,2020-11-16 12,A,"20,978",1. Telkom Speedy,2. Telkom Speedy,PLN,891096,891096,info.sman1sragen@gmail.com,http,-7.422900000000,111.038200000000,65,448,733,33,Sehari Penuh/5 hari,,2022/2023-2,"127,599",31,6,1,29,43,13,0,9,23,0,26,16,40,25,1,59,5,7,5,5,11,7,7,23,22,43,26,0,5,0,0,1,0,0,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,11,11,11,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAFACEE8-BAB4-44DE-B0D8-0E656137A294,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20313028,SMAN 2 SRAGEN,20313028,JL. ANGGREK 34 SRAGEN,SRAGEN KULON,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0208/0/1980,30-07-1980,0208/0/1980,30-07-1980,Lihat SK Operasional,2020-09-24 07,A,"180,200",1. -,2. Telkom Speedy,PLN,891215,891215,sman2sragen79@ymail.com,http,-7.420900000000,111.011000000000,56,379,697,30,Sehari Penuh/5 hari,,2022/2023-2,"22,000",29,4,1,1,33,13,0,10,25,1,20,10,33,23,0,49,7,8,11,7,3,9,8,10,22,34,0,26,3,1,0,1,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,10,10,10,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3611BC33-F5FC-4CCF-84E5-186795997536,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20313027,SMAN 3 SRAGEN,20313027,JL. DR. SUTOMO NO. 2 SRAGEN,SRAGEN KULON,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0519/1/1991,01-05-1991,0510/0/1991,01-05-1991,Lihat SK Operasional,2015-03-06 10,A,"41,280",1. Telkom Speedy,2. Telkom Speedy,PLN,891021,891021,sman3_sragen@yahoo.co.id,http,-7.427300000000,111.008700000000,56,362,704,30,Sehari Penuh/5 hari,,2022/2023-2,"44,000",29,4,1,35,38,11,0,7,19,0,20,17,44,12,0,51,5,5,5,3,6,11,10,16,25,31,22,1,6,1,1,0,0,0,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,10,10,10,
Jawa Tengah,Kab. Sragen,Sragen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E152104-0222-4D69-8480-5E9A98DA6312,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20313072,SMAS MUHAMMADIYAH 1 SRAGEN,20313072,JL. RAYA SUKOWATI 108 SRAGEN,SINE,KEC. SRAGEN,KAB. SRAGEN,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,92/A-2/1976,27-12-1976,C 26 01 40 01,07-07-1983,Lihat SK Operasional,2015-12-04 15,A,"6,650",1. Lainnya,2. Lainnya,PLN,891946,891946,alip_smamsa@yahoo.co.id,http,-7.430100000000,111.003200000000,37,124,207,13,Sehari Penuh/5 hari,,2022/2023-2,"35,000",28,5,1,4,10,0,34,2,27,0,10,0,23,14,0,34,3,3,5,6,1,6,7,9,18,19,27,1,0,0,1,0,0,0,,SMA 2013 IPS,Lainnya,,,,,,,,,,5,4,4,
