prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42B052AF-D0B8-4B4A-8ECF-2D10C229285D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69968508,SMA DIAN HARAPAN,69968508,Jl. Mentawai No. 201 Lippo Village,PANUNGGANGAN BARAT,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pelita Harapan Tangerang,AL0628,420/2700-DIS-P&K,26-10-2004,570/25-OPS.Dindik/DPMPTSP/IX/2017,22-09-2017,Lihat SK Operasional,2017-10-19 22,A,"17,523",1. -,2. Linknet,PLN,02155799736,02155799757,smadianharapantangerang@gmail.com,https,-6.220562500000,106.621445200000,19,80,65,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,200",7,6,1,2,0,0,23,2,19,0,0,0,3,16,0,17,2,9,3,2,0,1,3,1,7,12,2,2,2,7,0,0,0,1,0,0,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/997BB620-C4D0-4838-B678-4FB770F2796A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69944311,SMA KUMNAMU,69944311,Jln Palem Raja III No 6 Panunggangan Barat Cibodas Kota Tangerang,PANUNGGANGAN BARAT,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PELITA BANGSA INKO,AD0382,570/13-OPS.DINDIK/BKPMPT/,29-04-2016,570/13-OPS.DINDIK/BKPMPT/,29-04-2016,Lihat SK Operasional,2016-05-25 15,A,"5,040",1. Telkom Speedy,2. Telkom Speedy,PLN,55732325,55794407,kumnamu@yahoo.com,http,-6.221400000000,106.615700000000,13,29,31,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"50,000",6,4,1,2,0,0,15,2,13,0,0,0,3,10,0,11,2,2,6,0,3,0,2,0,6,7,1,2,2,6,0,0,0,1,0,0,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F03D836-9D41-420F-A264-D0E6821C3ABF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606814,SMAN 8 TANGERANG,20606814,JL. BESI RAYA PERUMNAS II TANGERANG,CIBODAS BARU,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,420/kep.74.A-P & K/2003,21-07-2003,420/KEP.71.A. P&K/2003,28-07-2003,Lihat SK Operasional,2018-07-28 14,A,"5,568",1. Telkom Speedy,2. Telkom Speedy,PLN,55657434,02155657434,sman8delta@gmail.com,http,-6.211200000000,106.605000000000,54,440,556,27,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"149,999",27,4,1,2,34,4,1,15,21,0,25,8,38,16,0,49,5,8,2,4,8,9,12,11,16,38,9,9,9,15,1,11,0,0,0,1,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FD31B38-D645-4E20-9FBC-63D2C8BE8AD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606525,SMAS DAAN MOGOT,20606525,JL. GATOT SUBROTO KM. 5,JATIUWUNG,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAAN MOGOT,AD0387,088/102/1.Kep/E/85,17-05-1985,421.3/1320-KCD.KT.TGR/2018,27-12-2018,Lihat SK Operasional,2021-12-16 09,A,"2,400",1. Smartfren,2. Telkom Speedy,PLN,,,sma.daanmogot@gmail.com,http,-6.192100000000,106.591100000000,13,47,97,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"2,300",6,2,1,2,0,0,10,6,13,0,0,0,6,7,1,7,5,6,0,0,4,0,3,0,5,8,2,2,2,6,0,0,0,1,0,0,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F08FBD5-064C-4D1F-9A3E-370B6A046B85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607923,SMAS MUHAMMADIYAH 4,20607923,JL. SAWO VI (UJUNG) PERUMNAS I,CIBODASARI,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO5371,421-3/2870-TU,05-10-2007,15/IV.4/A/2OO7,16-03-2007,Lihat SK Operasional,2017-05-08 13,B,"2,860",1. -,2. Firstmedia,PLN,,0215912935,smasmuh4@gmail.com,http,-6.214900000000,106.609000000000,14,58,71,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"13,000",6,0,1,2,0,0,13,5,14,0,0,0,2,12,1,9,4,9,3,0,1,0,0,1,3,11,2,2,2,6,0,0,0,1,0,0,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2BC04D9-1C8F-4C33-B9EA-C3756FFBF54E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606836,SMAS RAUDAH BARMAWIYAH,20606836,JL. H. JASIRIN NO. 45,JATIUWUNG,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Raudhah Barmawiyah,AG2015,3308/102.1/Kep/OT/1999,01-10-1999,3308/102.1/Kep/OT/1999,01-10-1999,Lihat SK Operasional,2020-08-24 19,Sertifikat Kedaluwarsa,"75,000",1. Telkom Speedy,2. Telkom Speedy,PLN,02155655450,02155655450,sma_rb@yahoo.com,,-6.194000000000,106.592900000000,9,32,30,4,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"3,000",4,1,1,2,0,0,9,2,9,0,0,0,4,5,0,8,1,3,0,1,4,0,0,1,3,6,2,1,1,0,4,0,0,0,1,0,0,
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45878826-03D6-4497-8E32-1726E1AE168D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20616265,SMKN 8 TANGERANG,20616265,JL. H. DJASIRIN NO. 04,JATIUWUNG,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,9.A Tahun 2010,25-05-2010,9.A Tahun 2010,25-05-2010,Lihat SK Operasional,2018-08-21 13,A,"5,750",1. -,2. Telkom Speedy,PLN,02155652363,02155655616,smknegeri8kotatangerang@yahoo.co.id,http,-6.190400000000,106.594500000000,45,628,103,22,SMK 2013 REV. Teknik Mekatronika,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"84,000",13,0,1,14,18,5,0,22,28,0,15,2,25,20,0,39,6,9,6,11,6,8,0,5,22,23,7,7,6,13,0,0,0,1,0,0,0,2
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60835AB7-F6F3-4D26-BE80-057F511932C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20616385,SMKS AMANAH,20616385,DIPATI UKUR - PERUMNAS IV,UWUNG JAYA,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AMANAH HZA,AJ5969,421.1/Kep.406/BPPT-KESRA/SMK.13/2011,02-08-2011,421.5/2147-Sertifikat/2013,11-06-2013,Lihat SK Operasional,2016-12-06 09,B,0,1. -,2. Telkom Speedy,PLN,0215917618,0215917618,smkamanah@gmail.com,http,-6.197500000000,106.600400000000,9,83,36,9,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"6,000",9,0,1,2,0,0,10,0,9,0,0,0,3,6,0,7,2,2,1,0,2,2,1,1,4,5,3,3,3,9,0,0,0,1,0,0,0,0
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7B059E8-7141-4860-8161-3E8E7ADFAE7C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20606817,SMKS DEWI SARTIKA,20606817,JL. GATOT SUBROTO KM.5 JATIUWUNG TANGERANG,JATIUWUNG,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAAN MOGOT,AD0387,1652/102 1/Kep/OT/1999,19-05-1999,421.53263-sekretaris/2014,17-10-2014,Lihat SK Operasional,2015-08-24 06,B,"2,025",1. -,2. Telkom Speedy,PLN,0215915525,0215915525,smk.dewisartika98@gmail.com,,-6.192100000000,106.591100000000,18,111,145,11,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"8,799",14,2,1,1,0,0,14,5,18,0,0,0,10,8,0,14,4,3,1,2,5,2,5,0,9,9,5,3,3,14,0,0,0,1,0,0,0,0
Banten,Kota Tangerang,Cibodas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8F0D9AF-5B79-4AEB-BBD5-DC30A0B0F47D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20607520,SMKS GRAFIKA,20607520,Jl. Kavling Pemda III No. 262B,PANUNGGANGAN BARAT,KEC. CIBODAS,KOTA TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN GRAFIKA BANTEN,AG2020,421.5/1217-DIS P&K,23-09-2002,421.1/Kep.05-SMK/BPPMPT/2014,10-12-2014,Lihat SK Operasional,2015-09-03 15,Sertifikat Kedaluwarsa,"1,750",1. -,2. Telkom Speedy,PLN,,02129662772,admin@smkgrafikakotatangerang.sch.id,http,-6.214000000000,106.616700000000,24,309,160,18,SMK 2013 REV. Multimedia,Pagi/6 hari,,2022/2023-2,Tidak Ada,"37,800",20,0,1,4,1,1,17,6,23,0,0,1,8,16,0,22,2,1,8,6,1,4,3,1,9,15,6,7,5,20,0,0,0,1,0,0,0,0
