prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CC44E07-7585-473F-B065-53330BC0052D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70025968,MA AMAL BAKTI,70025968,Kp. Legon RT/RW. 002/004,CIGANDENG,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,,,586 TAHUN 2021,21-06-2021,Silakan Upload SK (link file tidak valid) => [196178-73614-https,2022-02-21 10,,0,,2.,,,,,,.000000000000,.000000000000,0,38,18,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70E5772A-2C51-4E49-99B2-429E2E99AB79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881503,MAS  Ahlussunnah Waljama`ah,69881503,Jl. Perintis Kemerdekaan No 17 Simanying,MENES,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,3/10/02/07/005,16-03-1981,627/Kw.28.05/PP.07/02/2022,02-02-2022,Lihat SK Operasional,2023-02-23 16,C,"2,175",,2.,,,,,,-6.386425000000,105.919599800000,0,34,17,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0787CC1C-A42D-4907-8B73-FA6038C21EE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881502,MAS  MALNU Kananga,69881502,"Jalan Desa Kananga Km. 0,5 Kananga",KANANGA,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,Lainnya,,D/Wi/MA./101/2000,20-09-2000,D/Wi/MA./101/2000,20-09-2000,Lihat SK Operasional,2017-03-18 22,C,"1,700",,2.,,,,,,-6.389800000000,105.937700000000,0,56,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1FD1123-2C88-4D66-8B02-7062F8B0E535,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622344,MAS AL-ISHLAH KANANGA,20622344,Jln. Raya Labuan Km. 15 Kananga,KANANGA,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,Kw.28.4/PP.00/7109/2012,27-12-2012,Kw.28.4/PP.00/7109/2012,27-12-2012,Lihat SK Operasional,2020-01-10 14,B,"5,500",,2.,,,,,,-6.387100000000,105.937700000000,0,9,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FCAB5AC9-BA8D-415C-8C87-48587ED32E08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622341,MAS ANWARUL HIDAYAH,20622341,Jl.raya Labuan Km.11 Simpang Tiga Ciputri,ALASWANGI,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,03/10/02/07/011,23-01-1984,03/10/02/07/011,23-01-1984,Lihat SK Operasional,2017-03-18 23,B,"3,300",,2.,,,,,,-6.384800000000,105.911400000000,0,63,59,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39C7D94A-3694-4435-8D3C-C41A59C70A58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622342,MAS MALNU PUSAT MENES,20622342,JL. ALUN ALUN TIMUR MENES,PURWARAJA,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,W.i/P.006.1/54/1989,18-11-1962,W.i/P.006.1/54/1989,18-11-1989,Lihat SK Operasional,2015-03-23 15,A,"4,491",,2.,,,,,,-6.375600000000,105.920200000000,0,322,448,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/992D7DC0-9515-4B10-862A-A659C452C8B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622340,MAS MATHLA`UL ANWAR PUSAT MENES,20622340,Jl. Prapatan Cimanying Menes,MENES,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,3/10/02/07/004,16-03-1981,538/Kw.28.02.05/PP.07/02/2021,04-02-2021,Lihat SK Operasional,2023-01-11 08,A,"6,550",,2.,,,,,,-6.387100000000,105.919600000000,0,145,185,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61F841CC-7E1A-4279-8FBC-11CED98B9446,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622343,MAS NURUL AMAL PUSAT,20622343,Jl. KH. Daoed No.2 Kadu Bangkong,PURWARAJA,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,3/10/02/07/002/1981,16-03-1981,303/Kw.28.02.05/PP.07/3/2019,29-03-2019,Lihat SK Operasional,2021-01-25 13,B,"1,400",,2.,,,,,,-6.372800000000,105.919100000000,0,38,21,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A244CC-75F2-E111-B9BE-031EBA7D4FA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20600446,SKH MATHLA`UL ANWAR,20600446,Jl. Prapatan Cimanying,MENES,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PERGURUAN MATHLA'UL ANWAR PUSAT MENES,AG1192,108/SK/PBMA/X/1993,29-10-1993,421.9/129.A-DISPEND/2010,02-05-2010,Silakan Upload SK,,B,"6,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,skh.mathlaulanwarmenes@gmail.com,http,-6.387700000000,105.920500000000,11,35,29,12,Pagi/6 hari,,2022/2023-2,"1,300",15,0,1,0,0,0,14,0,11,0,0,0,3,8,0,10,1,1,2,1,4,1,1,1,5,6,0,15,0,0,0,1,0,0,"TKLB, SDLB, SMPLB,  dan SMLB",TKLB 2013,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,1,1,
Banten,Kab. Pandeglang,Menes,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D4CB49B7-D582-475C-BDDD-E3EFEF06EF2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20600466,SMAN 4 PANDEGLANG,20600466,JL. RAYA LABUAN KM. 29 - PANDEGLANG,ALASWANGI,KEC. MENES,KAB. PANDEGLANG,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Nomor 34 Tahun 2003,08-10-2003,NOMOR 34 TAHUN 2003,08-10-2003,Lihat SK Operasional,2015-09-14 08,A,"31,850",1. XL (GSM),2. Telkom Speedy,PLN,0253501077,0253501077,sman4pandeglang@yahoo.co.id,http,-6.389300000000,105.915200000000,56,603,736,36,Sehari Penuh/5 hari,,2022/2023-2,"66,000",30,3,1,0,32,1,0,23,27,2,19,8,35,21,0,51,5,9,12,7,9,3,6,10,25,31,28,0,2,4,1,0,0,0,,SMA 2013 IPS,XL (GSM),,,,,,,,,,12,12,12,
