prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97FEAEA1-98CF-4CF4-851B-0005F26C58B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263620,MAS AL WASHLIYAH 12,10263620,JL. MALINDA II KOMP. SAWIT INDAH,ADOLINA,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,209 Tahun 2016,17-02-2016,705/Kw.02/2-e/PP.00/09/2020,17-02-2020,Lihat SK Operasional,2022-08-15 15,A,0,,2.,,,,,,3.574700000000,98.953100000000,0,205,293,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2C01C37-FF38-49E9-939E-2EED90B10C4E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263622,MAS SKB 3 MENTERI SEI TONTONG,10263622,JL.SEI TONTONG MELATI II,MELATI DUA,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,Kd.02/22/3/PP.00.6/897/2008,13-11-2008,523 Tahun 2021,17-09-2021,Lihat SK Operasional,2022-08-15 00,B,0,,2.,,,,,,3.579139000000,99.023157000000,0,29,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AB17B1F-8F50-4886-BE00-6607223265D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263621,MAS SKB 3 MENTERI SINAR SERDANG,10263621,JL. SERDANG NO.175 A / KOMPLEK MESJID RAYA SULAIMANIYAH PERBAUNGAN,SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,,01-01-1900,,01-01-1900,Silakan Upload SK (link file tidak valid) => [414949-69404--],2021-01-29 08,B,0,,2.,,,,,,3.568200000000,98.960400000000,0,57,70,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE2B1697-E8B7-4B2B-9611-5891E11E98AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209413,SMA SWASTA METHODIST EL-SHADDAY,10209413,JL. MAWAR NO. 2 PERBAUNGAN,SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Kristen Methodist El-Shadday,AO5993,108/KEP-17.3/III/2011,21-03-2011,18.11/421.3/0509/2016,01-04-2016,Lihat SK Operasional,2020-08-29 08,A,"3,000",1. -,2. Telkom Speedy,PLN,,7990177,materikuliahkom@gmail.com,http,3.064100000000,98.978900000000,17,99,79,6,Pagi/6 hari,,2022/2023-2,"52,000",7,2,1,2,2,0,16,1,15,0,2,0,12,5,0,16,1,2,2,2,1,2,5,3,6,11,7,0,0,0,1,0,0,0,SMA 2013 MIPA,Tidak Ada,2,2,2,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F28106E8-2A6D-4DE3-9E47-7781B880337D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209425,SMA SWASTA SETIA BUDI ABADI PERBAUNGAN,10209425,JL. SERDANG NO. 157 PERBAUNGAN,SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN SETIA BUDI ABADI PERBAUNGAN,AI8424,31,23-03-2017,421.3/948,22-06-2020,Lihat SK Operasional,2023-01-12 10,A,"1,696",1. -,2. Telkom Speedy,PLN,,0617990279,smasbaperbaungan@gmail.com,,3.567200000000,98.958800000000,32,103,208,10,Pagi/6 hari,,2022/2023-2,"15,000",12,3,1,2,2,0,33,3,30,1,1,0,14,18,0,22,10,8,3,3,9,2,4,3,11,21,12,0,0,0,1,0,0,0,SMA 2013 IPS,Tidak Ada,3,4,3,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B718E5E9-06F0-4DFE-8A77-DF5250B5AB69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209397,SMAN 1 PERBAUNGAN,10209397,JL. H. TENGKU RIZAL NURDIN,BATANG TERAP,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0558/O/1984,20-11-1984,0558/O/1984,20-11-1984,Lihat SK Operasional,2015-08-21 09,A,"28,000",1. -,2. Centrin (Wavelan),PLN,,0617990513,info@sman1perbaungan.sch.id,http,3.579100000000,98.949800000000,50,286,543,24,Pagi/6 hari,,2022/2023-2,"10,600",22,3,1,2,33,0,1,16,16,0,14,20,36,14,0,43,7,6,2,6,4,6,10,16,16,34,0,12,10,2,0,1,0,0,SMA 2013 MIPA,Tidak Ada,8,8,8,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3FEDA16-6570-43F0-A700-D5C1B5CE54DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10257742,SMAN 2 PERBAUNGAN,10257742,"JL. CEMPAKA , No.25 PERBAUNGAN",SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,18.11/4213/1960/2012,09-11-2012,18.11/4213/1960/2012,09-11-2012,Lihat SK Operasional,2016-02-05 16,B,"5,957",1. -,2. Telkom Speedy,PLN,0,0617991842,smandu_perbaungan@ymail.com,http,3.567800000000,98.956200000000,38,201,426,18,Pagi/6 hari,,2022/2023-2,997,18,3,1,1,18,0,1,19,20,0,16,2,18,20,0,32,6,14,3,7,5,3,1,5,6,32,1,17,0,0,0,1,0,0,SMA 2013 MIPA,Tidak Ada,6,6,6,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B72E98A8-1289-45A4-A637-19D71AF6609D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209430,SMAS JAYA LESTARI,10209430,JL. LAKSANA NO. 23 PERBAUNGAN,SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Harum Sentosa,AI8467,,01-01-1900,18.11/421.3/0389/2016,01-01-1900,Silakan Upload SK (link file tidak valid) => [331017-93075--],2020-08-24 19,C,"4,200",1. -,2. Telkom Speedy,PLN,,,suryaagus210@yahoo.com,,3.462800000000,98.980700000000,9,40,21,3,Pagi/6 hari,,2022/2023-2,900,1,0,1,2,0,0,8,2,9,0,0,0,4,5,1,7,1,5,0,1,0,1,2,0,0,9,0,0,1,2,0,0,1,0,SMA 2013 MIPA,Tidak Ada,1,1,1,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/507098AC-E0E5-4C95-AD6D-50D3560163B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209414,SMAS MELATI,10209414,JL. ISTANA DESA KOTA GALUH PERBAUNGAN,KOTA GALUH,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN MELATI,AI8459,04.,26-08-2002,18.11.421.3/2089/12,30-11-2012,Lihat SK Operasional,2020-08-24 19,B,"2,416",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,0,zulkarnaen_melati@yahoo.co.id,,3.074400000000,99.006600000000,10,32,27,3,Pagi/6 hari,,2022/2023-2,"3,500",4,2,1,2,1,0,11,0,9,0,1,0,7,3,0,7,3,2,0,2,0,1,2,3,4,6,0,4,0,0,1,0,0,0,SMA 2013 IPS,Telkomsel Flash,1,1,1,
Sumatera Utara,Kab. Serdang Bedagai,Perbaungan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C519AF1-4869-4008-8745-87D122023066,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10209419,SMAS PEMBANGUNAN,10209419,JL. STASIUN NO.5,SIMPANG TIGA PEKAN,KEC. PERBAUNGAN,KAB. SERDANG BEDAGAI,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan perguruan pembangunan,AI8476,,,,,Silakan Upload SK,,B,"2,275",1. -,2. Telkom Speedy,PLN,,0,smapembangunan1977@gmail.com,,3.553900000000,99.021900000000,12,38,36,3,Pagi/6 hari,,2022/2023-2,"1,300",3,2,1,2,0,0,11,2,12,0,0,0,3,9,0,7,5,5,4,2,0,0,0,1,4,8,3,0,0,0,1,0,0,0,SMA 2013 MIPA,Tidak Ada,1,1,1,
