prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/028024BE-683B-452E-8658-3B4A1D1FEC84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976334,ASSALAM,69976334,"Kp. Salam, RT/RW 04/04, Desa Talaga Sari, Kec. Banjarwangi, Garut-Jawa Bar",TALAGASARI,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,1020 TAHUN 2017,11-07-2017,1020 TAHUN 2017,11-07-2017,Silakan Upload SK (link file tidak valid) => [409825-138098--],2021-01-14 07,B,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24549FD8-4BD2-4526-AA37-4C716341E694,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276654,MAS AL-INTISHAR,20276654,Kp Burujul Rt 02 Rw 05,BANJARWANGI,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.414300000000,107.879000000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED12AA74-D3BB-4017-B899-DA94D4EEB60A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983470,MAS ASS-SIDIQ,69983470,KP. SINDANGHEULA,BOJONG,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,1085 TAHUN 2018,02-07-2018,1085 TAHUN 2018,02-07-2018,Lihat SK Operasional,2021-02-03 20,C,0 m2,1.,2.,,,,,,-7.440900000000,107.875900000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83ADE36A-132E-43FB-AAC6-5B58F72F0B06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983471,MAS DAARUL ILMI,69983471,KP.CIWINDU RT 01 RW 07,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,INDONESIA,SWASTA,MA,Kementerian Agama,,,786 TAHUN 2018,06-06-2018,786 TAHUN 2018,06-06-2018,Silakan Upload SK (link file tidak valid) => [-],2018-12-07 14,C,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D17DC0BF-8C6D-4925-9130-3BC331352670,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728064,MAS MA`ARIF MIFTAHUL HIDAYAH,60728064,Kp. Cisiih,DANGIANG,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,Sertifikat Kedaluwarsa,0 m2,1.,2.,,,,,,-7.407198000000,107.891419000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DCC33EC3-8C70-4C6B-ACE1-15F3BAA87038,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983468,MAS PELITA BANGSA,69983468,JL. TAMANSARI,MULYAJAYA,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,1083 TAHUN 2018,02-07-2018,1083 TAHUN 2018,02-07-2018,Lihat SK Operasional,2021-02-03 20,C,0 m2,1.,2.,,,,,,-7.396000000000,107.871800000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CDE7D23E-2648-4031-828D-BB8E55D3AE32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976331,RIADLUL FALAH,69976331,Jl. Raya Bungbulang Kp. Ciwalen RT 04/03,BANJARWANGI,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,936 TAHUN 2017,16-06-2017,936 TAHUN 2017,16-06-2017,Lihat SK Operasional,2020-02-13 10,B,0 m2,1.,2.,,,,,,-7.574700000000,107.905200000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DEF94F4F-C088-4757-BA91-721AFC0EC65D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69912321,SMA BANJARWANGI SATU,69912321,Kp. Empang RT 03 RW 03,WANGUNJAYA,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Indonesia Jaya,AD4240,425.11/4053-Disdik,09-10-2015,425.11/4053-Disdik,09-10-2015,Lihat SK Operasional,2015-10-22 22,B,10.010 m2,1. -,2. Telkomsel Flash,PLN,000,,smabanjarwangisatu@gmail.com,,-7.456200000000,107.863000000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C61787DF-9F05-4DE5-A161-BA55C7E9AC62,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948400,SMA NUSA BANGSA,69948400,Kp. Pasirpogor RT 02 RW 06,BANJARWANGI,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUL IHSAN BANJARWANGI,AD4230,425.11/3488-Disdik,07-05-2015,425.11/3488-Disdik,07-05-2015,Lihat SK Operasional,2020-08-24 19,B,4.000 m2,1. Indosat IM3,2. Telkomsel Flash,PLN,,,nusabangsabanjarwangi@gmail.com,,-7.427900000000,107.891600000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0934613F-35C4-462E-8E4B-D2E594927032,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971267,SMAN 32 GARUT,69971267,Jl. Jayawiguna Wangunjaya RT 02 RW 02,WANGUNJAYA,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,423/31304-Set Disdik,20-11-2017,423/31304-Set Disdik,20-11-2017,Lihat SK Operasional,2017-12-22 16,B,18.588 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sman32garut@gmail.com,http,-7.407300000000,107.883500000000
Jawa Barat,Kab. Garut,Banjarwangi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59D14503-E9CB-4FD9-957E-D4D8DCB433E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963074,SMAS DAARUTTIBYAN,69963074,Jl. Ds. Wangunjaya,WANGUNJAYA,KEC. BANJARWANGI,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DAARUTTIBYAN AL MADANI,AD4247,421.01/DT/I/2016,10-01-2016,425.11/4226-Disdik,14-11-2016,Lihat SK Operasional,2021-10-14 10,B,1.395 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,daaruttibyansma@gmail.com,http,-7.405500000000,107.891000000000
