prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F1D356C-131E-4A68-A967-1CC72B0707B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277074,MAS MUHAMMADIYAH,20277074,JL. TEGALLEGA BARAT NO.77B/95,PELINDUNG HEWAN,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,4459/II-103/JB-66/1990,12-07-1990,99,24-01-2018,Lihat SK Operasional,2021-05-19 13,B,0,,2.,,,,,,-6.936300000000,107.602000000000,0,54,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EB78A79-7749-41ED-AF50-C4279644E06A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277080,MAS PERSIS KOTA BANDUNG,20277080,JL. PAJAGALAN NO.14-16,KARANG ANYAR,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Nomor 0065/SKP-IO/2016,01-08-2016,Nomor 727 Tahun 2016,01-08-2016,Lihat SK Operasional,2021-05-19 00,A,0,,2.,,,,,,-6.923300000000,107.600500000000,0,228,240,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70B52CC3-F43C-E211-B25D-FD0F7CE45168,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219873,SLB BC BANDUNG RAYA,20219873,Jl. H. Kurdi II / IV No. 318,KARASAK,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Bandung Raya,AM9089,183,01-01-1910,421.9/SK.2578-DISDIK/02,16-05-2002,Silakan Upload SK,,,141,1. -,2. Lainnya (Serat Optik),PLN,,,slbbandungraya@rocketmail.com,,-6.944600000000,107.607200000000,7,25,14,12,Sehari Penuh/5 hari,,2022/2023-2,"2,199",5,0,0,0,0,0,7,0,7,0,0,0,3,4,0,7,0,2,2,2,1,0,0,0,2,5,5,0,0,0,0,0,0,0,"SDLB, SMPLB,  dan SMLB",TKLB 2013,Tidak Ada,1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF546DEE-1B9C-44C6-A20A-A0B1D55F6A75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20253894,SMAK GAMALIEL,20253894,JL. JEND SUDIRMAN NO. 205-207,CIBADAK,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen Gamaliel,AM9075,34,15-05-1984,421.2/2821 - DISDIK /2009,14-12-2009,Lihat SK Operasional,2015-09-10 13,A,"2,015",1. Telkomsel Flash,2. Telkom Speedy,PLN & Diesel,0226011180,0226003553,SMAK_Gamaliel@yahoo.com,,-6.920200000000,107.589700000000,26,105,83,8,Sehari Penuh/5 hari,,2022/2023-2,"50,000",10,5,1,2,0,0,10,18,25,0,1,0,4,22,0,20,6,11,3,3,2,1,4,2,9,17,10,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,2,3,3,
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/754605B1-7AF2-49FF-A9DB-8A91F81DECA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219784,SMAS PELITA BANGSA,20219784,JL. SOEKARNO HATTA NO. 391,KARASAK,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nafiri Sion,AM9090,AHU-0002426.AH.01.04,17-02-2015,1118/I02/Kep/E.1993,13-01-1993,Lihat SK Operasional,2020-10-22 15,A,"3,750",1. -,2. Biznet (Kabel),PLN,5203428,5201214,smakpelitabangsa@gmail.com,http,-6.942413000000,107.607858000000,14,50,61,6,Sehari Penuh/5 hari,,2022/2023-2,"3,500",6,2,1,2,0,0,9,7,14,0,0,0,2,12,2,11,1,3,2,2,4,2,1,0,4,10,6,0,0,0,1,0,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,2,2,2,
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E35B4D6C-E1D9-4675-A825-D5AF3F91B4D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219283,SMKS GANESHA BANDUNG,20219283,JL.MOHAMAD TOHA NO.84,PELINDUNG HEWAN,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Ganesha Plus,AA4802,2052/PMK-U1/1981,16-11-1981,421.5/267/DIKMENJUR/2007,15-11-2007,Lihat SK Operasional,2015-09-12 00,B,460,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,5206931,smkganeshakotabandung@gmail.com,http,-6.939100000000,107.606100000000,15,65,7,6,Siang/6 hari,,2022/2023-2,0,6,0,1,2,1,0,11,5,14,0,1,0,10,5,1,13,1,1,0,1,1,1,2,9,10,5,0,6,0,0,0,1,0,0,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Lainnya (Serat Optik),,,,,,,,,,2,2,2,0
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/169B2A44-400B-481A-A0B2-991BDC66E35D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20271653,SMKS GRACIA,20271653,JALAN CIBADAK GG. SEREH 26,CIBADAK,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/421.5-YPGB/VII/2009,01-07-2009,02209040211,01-09-2020,Lihat SK Operasional,2023-02-08 09,B,"1,500",1. Lainnya,2. Telkom Speedy,PLN,62226007059,62226014810,smkgraciabandung@gmail.com,http,-6.922300000000,107.597700000000,8,21,23,3,Sehari Penuh/5 hari,,2022/2023-2,"1,500",3,2,1,2,0,0,10,2,8,0,0,0,0,8,0,7,1,2,1,0,1,1,1,2,2,6,0,3,0,0,0,1,0,0,,SMK 2013 REV. Rekayasa Perangkat Lunak,Lainnya,,,,,,,,,,1,1,1,0
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BD3DC8A-D15C-4A2E-A709-DDB2BFD4987D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219138,SMKS OTO ISKANDARDINATA BANDUNG,20219138,JL.Jenderal Sudirman No. 125 Bandung,KARANG ANYAR,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPS OTISTA,AI2241,INPROV/006/STM-OI/SW/69,23-06-1969,INPROV/006/STM-OI/SW/69,23-06-1969,Lihat SK Operasional,2019-05-15 12,C,"4,500",1. Lainnya,2. Telkom Speedy,PLN,0224230462,,smkotista64@gmail.com,,-6.920700000000,107.600600000000,13,9,7,3,Pagi/6 hari,,2022/2023-2,"10,000",4,0,1,2,3,1,7,4,10,0,2,1,7,6,0,12,1,0,2,0,4,1,0,6,6,7,0,4,0,0,0,1,0,0,,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Lainnya,,,,,,,,,,1,1,1,0
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD5C3F06-CDB2-4753-9975-3FB2E1FC9936,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219151,SMKS PRAKARYA INTERNASIONAL 1 BANDUNG,20219151,"Jl. Inhoftank No. 46  - 146, Terusan Otista, Tegalega Kota Bandung",PELINDUNG HEWAN,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Teknologi Prakarya Internasional,AM9071,792/I02.5/M 77,18-08-1977,421.5/686/PSMAK/2008,15-09-2008,Lihat SK Operasional,2019-02-12 13,A,"8,042",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,0225204537,info@smk-pi.sch.id,http,-6.940400000000,107.603300000000,52,578,165,28,Sehari Penuh/5 hari,,2022/2023-2,"16,500",36,1,1,16,0,0,30,29,52,0,0,0,11,41,0,45,7,19,10,4,4,3,10,2,24,28,3,32,1,0,0,1,0,0,,SMK 2013 REV. Rekayasa Perangkat Lunak,Lainnya (Serat Optik),,,,,,,,,,8,8,12,0
Jawa Barat,Kota Bandung,Astanaanyar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46C9E407-A045-4ED7-9C6C-EADBE8A7ED58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219149,SMKS PROFITA BANDUNG,20219149,JL PAJAGALAN BELAKANG 67 BDG,KARANG ANYAR,KEC. ASTANAANYAR,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPEB,AA4799,68,01-01-1975,421.5/268/Dikmenjur/2007,16-11-2007,Lihat SK Operasional,2022-04-20 09,A,0,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,0224241135,smkprofita.ypeb@gmail.com,https,-6.925800000000,107.601300000000,46,49,802,26,Sehari Penuh/5 hari,,2022/2023-2,"30,000",24,2,1,29,3,0,35,15,41,0,3,2,24,22,1,37,8,7,8,12,10,3,2,4,18,28,24,0,0,0,1,0,0,0,,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Lainnya (Serat Optik),,,,,,,,,,8,9,9,0
