prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE7E3E2E-4429-4B0F-A7F1-03F8546B1EB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277154,MAS AL WUTSQO,20277154,JL. MAWAR UJUNG NO. 47 TANAH BARU BEJI KOTA DEPOK,TANAH BARU,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.381400000000,106.805600000000,0,45,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/906B2B53-90FA-E111-AEB8-87AED27D09F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20267207,SLB B MAHARDIKA,20267207,"JL.H.FATIMAH,KEMIRI MUKA",KEMIRIMUKA,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN KESEHATAN MAHARDIKA,AA5685,405/214/69/XII/1999,27-10-1999,421.9/601/DISDIK/2003,20-01-2003,Silakan Upload SK (link file tidak valid) => [323922-587565--],2020-08-24 20,,310,,2.,,,02177213063,slbbmahardika.kotadepok@gmail.com,http,-6.378536700000,106.833911700000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00C32B53-90FA-E111-91BE-59B4CFB54AC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20260502,SLB BCD NUSANTARA,20260502,JL.SEMPU 1 No. 7 - 8,BEJI,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/3124-Disdik/2003,09-07-2003,421.9/3124-DISDIK/2003,09-07-2003,Lihat SK Operasional,2020-08-24 20,B,"2,000",1. -,2. Lainnya (Serat Optik),PLN,,7761131,slb_bcdnusantaradepok@yahoo.com,http,-6.376666700000,106.819521700000,5,30,8,12,Sehari Penuh/5 hari,,2022/2023-2,"2,199",8,0,1,2,0,0,8,0,5,0,0,0,0,5,0,4,1,0,3,1,0,1,0,0,0,5,5,3,0,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",1,1,1,1,1,1,1,1,1,1,1,1,Pendidikan Khusus SMALB 2013,Tidak Ada,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00972B53-90FA-E111-B45E-3337E58CF597,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20267203,SLB C MAHARDIKA,20267203,JL. H. FATIMAH NO. 39A RT. 05/ 11,KEMIRIMUKA,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN KESEHATAN MAHARDIKA,AA5685,405/214/69/XII/1999,27-07-1999,421.9/600/DISDIK/2003,20-01-2003,Lihat SK Operasional,2022-10-11 13,,310,1. -,2. Telkom Speedy,PLN,0,02177213063,slbmahardikadepok@gmail.com,http,-6.378600000000,106.834000000000,3,26,12,11,Sehari Penuh/5 hari,,2022/2023-2,"4,400",5,0,1,2,0,0,7,0,3,0,0,0,1,2,0,3,0,0,2,1,0,0,0,0,0,3,0,5,0,0,0,0,1,0,"SDLB, SMPLB,  dan SMLB",1,1,1,1,1,1,1,1,1,1,0,1,Pendidikan Khusus SMALB 2013,Tidak Ada,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8784E33-1FD9-40F8-85CC-0D3CDB39B1E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70002720,SMA NEGERI 14 DEPOK,70002720,Jl. Mandar No. 30 Beji Timur,BEJI TIMUR,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421.3/5678-Set.Disdik,04-05-2020,421.3/5678-Set.Disdik,04-05-2020,Lihat SK Operasional,2020-07-15 13,,"6,148",1. -,2. Telkom Speedy,PLN,,,sman14depok@gmail.com,http,-6.379000000000,106.822200000000,32,280,308,15,Siang/6 hari,,2022/2023-2,"5,499",16,0,0,1,4,0,12,16,28,0,4,0,9,23,0,20,12,16,6,0,4,2,3,1,9,23,16,0,0,0,0,0,0,0,,,,,,,,,,,6,5,4,SMA 2013 MIPA,Tidak Ada,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D7D6A50-4A2E-4044-8E92-E6ACB7A041C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229174,SMA PUTRA BANGSA,20229174,JL. Margonda Raya KM. 2 Gg. Kedondong,KEMIRIMUKA,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan NASA Professional School,AD7694,826/i.02/Kep/E 90,15-02-1990,421.3/Ops.175/X/Cadisdik/2018,18-10-2018,Lihat SK Operasional,2019-08-28 02,A,"2,904",1. Telkom Astinet,2. Telkom Astinet,PLN,0217752807,02122969352,sma@putrabangsa.ac.id,http,-6.382500000000,106.827300000000,28,208,331,18,Sehari Penuh/5 hari,,2022/2023-2,"105,000",23,1,1,6,0,0,24,8,28,0,0,0,8,20,1,24,3,10,6,1,5,2,2,2,9,19,23,0,0,0,1,0,0,0,,,,,,,,,,,6,5,7,SMA 2013 IPS,Telkom Astinet,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60EDA8D5-B162-4374-A7E2-76087C12F3BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276113,SMAS IT AL-QUDWAH,20276113,JL. BERINGIN NO. 1 RT 004/18,KEMIRIMUKA,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Islam Al-Qudwah,AD7683,002/SK/YIQ/VI/2011,01-06-2011,421.3/ops.462/VIII/Cadisdik/2020,03-08-2020,Lihat SK Operasional,2021-03-14 14,C,"1,995",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,,02177219047,smaitalqudwah@gmail.com,http,6.385600000000,106.831100000000,6,49,73,6,Sehari Penuh/5 hari,,2022/2023-2,"6,000",6,3,1,2,0,0,5,0,6,0,0,0,0,6,0,3,3,2,0,0,1,1,1,1,2,4,6,0,0,0,1,0,0,0,,,,,,,,,,,2,2,2,SMA 2013 IPS,Telkom Speedy,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D15721EE-03A4-4DD8-BF74-C2C0859B12EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229164,SMAS MUHAMMADIYAH BEJI,20229164,JL. MI RIDWAN RAIS 37,BEJI TIMUR,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,421.3/Ops.175/X/Cadisdik/2018,18-10-2018,0055/E.55/X.01.2002/2002,15-07-2002,Lihat SK Operasional,2019-12-19 15,A,"3,390",1. Lainnya,2. Telkom Speedy,PLN,77205045,0217521018,muh2.betim@gmail.com,https,-6.378756700000,106.825643300000,16,127,159,9,Sehari Penuh/5 hari,,2022/2023-2,"14,000",9,4,1,2,0,0,20,1,16,0,0,0,7,9,0,15,1,5,1,1,0,0,3,6,7,9,9,0,0,0,1,0,0,0,,,,,,,,,,,4,3,2,SMA 2013 MIPA,Lainnya,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA29BDBB-DCA9-4F6E-8C89-F8FB7B665D81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229172,SMAS PRIBADI BEJI,20229172,JL. MARGONDA RAYA NO. 229,KEMIRIMUKA,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN YENBU INDONESIA,AD2190,766/I02/KEP/E.1995,14-09-1995,2651/KU.03.04-Cadisdik.Wil.II,24-08-2022,Lihat SK Operasional,2022-10-04 09,A,0,1. Indosat IM3,2. Biznet (Kabel),PLN,77200245,7775460,sekolahpribadi@gmail.com,http,-6.382400000000,106.829600000000,17,115,24,4,Sehari Penuh/5 hari,,2022/2023-2,"53,000",7,3,1,2,0,0,24,4,17,0,0,0,3,14,0,12,5,5,6,1,3,1,1,0,14,3,7,0,0,0,1,0,0,0,,,,,,,,,,,2,1,1,SMA 2013 MIPA,Indosat IM3,
Jawa Barat,Kota Depok,Beji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A6E468-41DB-48A7-9766-0720374779C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759294,SMKS BROADCAST MAHARDHIKA,69759294,JL. KH. M. Usman no. 29,KUKUSAN,KEC. BEJI,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Tirta Kusuma Nusantara,AA5684,421-4/240/Disdik/2013,14-03-2013,421-4/240/DISDIK/2013,14-03-2013,Lihat SK Operasional,2017-05-05 12,A,680,1. XL (GSM),2. Telkom Speedy,PLN,,0217870801,mahardhikadepok@gmail.com,http,-6.359900000000,106.817200000000,12,23,15,3,Sehari Penuh/5 hari,,2022/2023-2,"13,000",5,0,1,6,0,1,11,2,12,0,0,0,1,11,2,9,1,0,1,1,3,2,0,5,5,7,0,5,0,0,0,1,0,0,,,,,,,,,,,1,1,1,SMK 2013 REV.  Produksi dan Siaran Program Televisi,XL (GSM),0
