prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22D07934-E965-4E10-8E60-9F8DFB99BAD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648971,MAS DARUL MUTTAQIEN,10648971,JLN. PRATU ABRAHAM,MUARA BARU,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,MA,Kementerian Agama,,,B-109/MAS/0203/2019,27-12-2019,B-109/MAS/0203/2019,27-12-2019,Lihat SK Operasional,2022-09-05 09,C,0,,2.,,,,,,-3.402971000000,104.827870000000,0,30,33,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/086D47EB-011E-4360-86AD-15BDF2C065F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648973,MAS SABILILLAH,10648973,JL. H. A. RACHMAN TAUHID LINGK. III KEL. KEDATON,KEDATON,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,MA,Kementerian Agama,,,B-2181/KW.05.4.5/KS.0.2/07/2020,22-07-2020,Nomor 2091 Tahun 2020,22-07-2020,Lihat SK Operasional,2022-07-06 10,C,0,,2.,,,,,,-3.404700000000,104.837100000000,0,18,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1008003D-1526-E111-8955-87D5A181C026,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10600716,SLB NEGERI KAYUAGUNG,10600716,Jl Letnan Sayuti No.079 Kotaraya,KOTA RAYA,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,05/PK/1984 dan SK Pergub,25-09-1984,05/PK/1984,13-09-1984,Silakan Upload SK,,B,"10,000",1. -,2. Telkom Speedy,PLN,,,slb.kayuagung@yahooo.com,,-3.392100000000,104.839700000000,11,46,30,12,Sehari Penuh/5 hari,,2022/2023-2,"2,400",11,0,0,2,1,1,0,9,10,1,0,0,2,9,1,9,1,1,7,1,1,0,1,0,2,9,11,0,0,0,0,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,1,1,1,1,1,1,1,1,1,1,1,1,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2450D5E6-3E73-4A68-9B48-CC324F8532F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10600559,SMAN 1 KAYUAGUNG,10600559,JL. LETNAN MUKHTAR SALEH NO.7,PAKU,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,59/5K/B/111/1963,27-07-1963,59/5K/B/111/1963,27-07-1963,Lihat SK Operasional,2019-06-14 15,A,"17,420",1. -,2. Telkom Speedy,PLN,321147,0712321147,smansakayuagung@yahoo.co.id,http,-3.381400000000,104.827400000000,52,352,556,27,Sehari Penuh/5 hari,,2022/2023-2,"51,700",27,4,1,19,35,10,0,7,17,1,20,14,37,15,0,49,3,5,6,5,12,7,5,12,15,37,25,0,2,0,1,0,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,11,8,8,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6B1AAAF-2EFF-4D0F-B603-694F4F7ED240,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10600495,SMAN 2 KAYUAGUNG,10600495,JL. LETJEN HM. YUSUF SINGADEKANE,JUA JUA,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0887/0/1986,22-12-1986,0887/0/1986,22-12-1986,Lihat SK Operasional,2015-06-04 14,A,"15,620",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,0712322476,0712322476,sman2kyg@gmail.com,,-3.414400000000,104.850200000000,45,291,463,23,Sehari Penuh/5 hari,,2022/2023-2,"16,000",22,2,1,2,31,6,0,8,15,1,23,6,28,17,0,43,2,5,7,2,9,11,6,5,12,33,0,22,0,0,0,0,1,0,,SMA 2013 Bhs&Budaya,Telkomsel Flash,,,,,,,,,,7,8,8,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/054B5FEF-9B78-431D-9F6D-1F84978084BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10600496,SMAN 3 KAYUAGUNG,10600496,Jl. Letnan Sayuti No. 03,KEDATON,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,129/I11/KP/2000,30-05-2000,244/SK/VIII/2000,30-05-2000,Lihat SK Operasional,2020-02-29 11,A,"27,258",1. Indosat IM3,2. Lainnya (Serat Optik),PLN,0712321223,0712321223,sman3kag@gmail.com,http,-3.395000000000,104.841600000000,39,227,313,17,Sehari Penuh/5 hari,,2022/2023-2,"6,600",18,4,1,19,24,4,0,11,15,0,16,8,22,17,0,38,1,6,5,5,9,3,5,6,12,27,18,0,0,0,1,0,0,0,,SMA 2013 IPS,Indosat IM3,,,,,,,,,,6,6,5,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96AADADB-2FEC-4B34-95B8-4913F23E0500,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10609315,SMAN 4 KAYUAGUNG,10609315,JL. LINTAS TIMUR,TANJUNG RANCING,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,208/KEP/D.DIKNAS/2004,22-07-2004,208/KEP/D.DIKNAS/2004,22-07-2004,Lihat SK Operasional,2015-09-23 01,A,"14,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,322300,sman_fourka@yahoo.com,,-3.414300000000,104.814800000000,40,274,250,17,Sehari Penuh/5 hari,,2022/2023-2,"1,300",19,3,1,13,28,3,0,9,13,1,22,4,29,11,0,37,3,4,3,3,8,9,10,3,7,33,15,4,0,0,1,0,0,0,,SMA 2013 Bhs&Budaya,Telkomsel Flash,,,,,,,,,,6,5,6,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F83C596B-AD58-4B25-8A03-D2A5FF7A57CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648290,SMAS BAIT AL-QUR AN,10648290,JL. SEPUCUK KELURAHAN PERIGI,PERIGI,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BANI MAKKI,AM1636,001 /KPTS /YBM/IX/2011,22-09-2011,009/IOSS/BPPM/2011,27-12-2011,Silakan Upload SK (link file tidak valid) => [502498-107533--],2021-08-26 19,C,"35,075",1. -,2. -,PLN,,,pbaitalquran@yahoo.co.id,http,-3.386100000000,104.871700000000,12,30,37,3,Pagi/6 hari,,2022/2023-2,"13,000",4,1,1,3,0,1,1,10,12,0,0,0,0,12,0,8,4,5,3,2,0,1,0,1,4,8,4,0,0,0,1,0,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,1,1,1,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/239B4DAE-8857-4C1D-9832-D17CA68A65C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10609318,SMAS DARUSSALAM KAYUAGUNG,10609318,JL. LINTAS TIMUR,TANJUNG RANCING,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SMAS DARUSSALAM,AM1659,02/YPD-MB/SK/III/2002,18-03-2002,420/2834/SM/D.Diknas/2002,29-07-2002,Lihat SK Operasional,2021-08-22 11,C,"4,000",1. Telkomsel Flash,2. -,PLN,0,,apriliyahdarussalam@yahoo.com,,-3.410600000000,104.821900000000,10,33,7,3,Sehari Penuh/5 hari,,2022/2023-2,897,3,1,1,1,3,0,2,6,7,0,3,0,5,5,0,9,1,0,1,2,2,1,3,1,2,8,0,3,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,1,1,1,
Sumatera Selatan,Kab. Ogan Komering Ilir,Kota Kayu Agung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C278A38-0AB5-4E1B-84E6-9B6F25C6168D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875549,SMAS ILMU AL QURAN,69875549,JL. LINTAS TIMUR NO.1 VILLA KUDA MAS,MUARA BARU,KEC. KOTA KAYU AGUNG,KAB. OGAN KOMERING ILIR,PROV. SUMATERA SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MA'HAD UTSMANI TAHFIZUL QUR'AN DAN STUDI ISLAM,AM1644,002/PTSP-BPPM/IOSS/2014,24-02-2014,002/PTSP-BPPM/IOSS/2014,24-02-2014,Silakan Upload SK (link file tidak valid) => [80882.PDF],2014-11-21 10,B,"2,345",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pepeb_pebri@ymail.com,,-3.414700000000,104.823000000000,11,49,50,3,Pagi/6 hari,,2022/2023-2,"3,900",3,0,1,2,0,0,11,1,11,0,0,0,0,11,0,7,4,6,2,1,2,0,0,0,5,6,3,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,1,1,1,
