prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97DCEB71-2879-4798-8A6D-B46C1C3B9574,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306544,SMAN 1 TORAJA UTARA,40306544,JL. W. R MONGINSIDI NO.65 RANTEPAO,KELURAHAN MALANGO,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,021/I06.18/SMA.01/LK/II/2015,17-01-2015,021/I06.18/SMA.01/LK/II/2015,17-01-2015,Silakan Upload SK,,A,"11,000",1. Lainnya,2. Telkom Speedy,PLN,042321309,042321309,sman1rantepao@yahoo.com,http,-2.967158000000,119.898003000000,71,415,852,36,SMA 2013 Bhs&Budaya,Sehari Penuh/6 hari,,2022/2023-2,Lainnya,"10,000",34,3,0,2,48,6,0,17,23,0,26,22,49,22,1,58,12,13,3,4,12,10,14,15,24,47,12,12,12,33,1,0,0,0,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C26C8307-F0D5-49B6-ADC4-DDD139E28BBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306549,SMAN 2 TORAJA UTARA,40306549,JL. LAPANGAN GEMBIRA,KELURAHAN RANTE PASELE,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0514/0/1991,05-09-1991,0514/0/1991,05-09-1991,Lihat SK Operasional,2015-08-20 08,A,"18,090",1. Telkomsel Flash,2. Telkom Astinet,PLN,042321105,042321105,sman2rantepao@yahoo.com,http,-2.971300000000,119.899100000000,71,422,857,36,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"23,000",36,1,1,10,43,10,0,18,28,0,19,24,43,28,0,66,5,15,7,9,7,6,13,14,26,45,12,12,12,36,0,0,1,1,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52800FD0-CE9F-48E8-AF37-82DB9A253C38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306506,SMAS KATOLIK RANTEPAO,40306506,JL. DR. W.MONGISIDI NO. 33,KELURAHAN PENANIAN,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PAULUS MAKASSAR,AK8652,9,06-02-1952,188.4/463-P.SMA/DISDIK,26-02-2019,Lihat SK Operasional,2019-04-14 17,A,"5,472",1. Telkom Speedy,2. Telkom Speedy,PLN,,21412,smakatrantepao@gmail.com,http,-2.969700000000,119.896600000000,23,124,282,13,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"7,000",20,5,1,2,4,1,9,12,19,0,3,1,5,18,1,21,1,8,4,3,4,2,0,2,15,8,5,3,5,20,0,0,0,1,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02A6DD78-B44E-4542-9473-401D023BAF1E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69814064,SMAS KRISTEN 2 RANTEPAO,69814064,RANTEPAO,KELURAHAN PASELE,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pelita Harapan Tangerang,AL0628,443/X/2013,18-10-2013,443/X/2013,18-10-2013,Lihat SK Operasional,2020-08-24 19,A,"16,800",1. -,2. Telkom Astinet,PLN,042321311,042321311,kristen2sma@gmail.com,http,-2.970252000000,119.901302000000,21,108,160,9,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"10,600",9,3,1,2,0,0,25,0,21,0,0,0,0,21,0,13,8,19,2,0,0,0,0,0,5,16,3,3,3,9,0,0,0,1,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B51A621-9CD0-4A09-BE7C-ACE2AF1F6F4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306524,SMAS KRISTEN RANTEPAO,40306524,JL. PONGTIKU 41 RANTEPAO,KELURAHAN KARASSIK,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN KRISTEN TORAJA,AJ2738,383.a/B.2/59,31-07-1959,12022090347,26-09-2022,Lihat SK Operasional,2022-11-11 09,A,"4,275",1. -,2. Telkom Astinet,PLN,042321070,042321070,smakrrantepao@gmail.com,http,-2.976340000000,119.894773000000,52,243,566,26,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"45,000",25,3,1,5,15,3,37,4,37,0,9,6,18,34,0,46,6,15,9,6,5,4,5,8,20,32,9,8,9,25,0,0,0,1,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D94EAE12-EEB5-4AC4-97D4-A4845E862921,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309848,SMAS MATARI ALLO,40309848,JL. PANGERAN DIPONEGORO. 100 RANTEPAO,KELURAHAN PASELE,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Matari' Allo,AJ2715,074/KEP/YMA/2002,22-05-2002,1041/DP-TR/PM.2/2003,11-11-2003,Lihat SK Operasional,2021-08-16 16,C,0,1. -,2. Telkom Speedy,PLN,042321804,042321804,smamatariallo@yahoo.co.id,http,-2.969542000000,119.904892000000,12,7,2,2,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,1,1,1,1,3,3,6,11,0,0,1,8,4,0,11,1,0,3,0,4,1,1,3,7,5,1,0,1,0,2,1,0,0,1,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F172028A-2191-4665-AC90-93F02D7B7E8F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69831510,SMK PAMAN RANTEPAO,69831510,JLN. FRANS KARANGAN NO. 205 PONDING RANTEPAO,KELURAHAN MENTIRO TIKU,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pandu Kemanusiaan,AJ2716,1/YPPK/VII/2012,30-07-2012,188.4/DIKMENJUR.2/562/2014,28-05-2014,Lihat SK Operasional,2020-08-28 10,C,450,1. -,2. -,PLN,,,smkpamanrantepao@gmail.com,,-2.957162000000,119.890353000000,13,9,0,2,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,000",3,0,1,0,2,2,4,6,12,0,1,0,1,12,0,10,3,1,2,4,3,0,1,2,5,8,1,1,0,0,0,3,0,0,1,0,0,0
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F96C8BEE-EE9A-4230-87F3-F8EBDD6305D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40318609,SMKS BAHARI TORAJA UTARA,40318609,JALAN PAHLAWAN RANTEPAO,KELURAHAN RANTEPAO,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan Pendidikan Salu Sa'dan,AN5729,,,010.a/E.SK/2005,20-01-2005,Silakan Upload SK,,C,0,,2.,,042323865,042323865,smkbahari_torajautara@yahoo.co.id,http,-2.975225000000,119.900143000000,10,0,0,0,SMK 2013 REV.  Teknika Kapal Niaga,,,2022/2023-2,,,0,0,0,0,4,1,8,0,6,2,2,0,7,3,1,8,1,0,0,1,3,0,5,1,5,5,,,,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A269B2DE-F7CC-429F-9221-853AA27F13E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306554,SMKS KRISTEN 2 RANTEPAO,40306554,JL. F. LANDE TAGARI,KELURAHAN RANTEPAO,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN KRISTEN TORAJA,AJ2738,056/Kep/I06/H/88,23-04-1988,223/B.1/87,23-12-1987,Lihat SK Operasional,2020-09-17 18,B,"1,200",1. -,2. Lainnya (Serat Optik),PLN,042321509,042321509,smkkr2rantepao@gmail.com,http,-2.965473000000,119.908360000000,10,11,51,6,SMK 2013 REV. Teknik Komputer dan Jaringan,Pagi/6 hari,,2022/2023-2,Tidak Ada,"5,500",7,1,1,2,1,0,1,8,9,0,0,1,2,8,0,4,6,6,3,0,0,0,0,1,3,7,2,2,2,0,7,0,0,1,0,0,0,0
Sulawesi Selatan,Kab. Toraja Utara,Rantepao,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A23577BD-DCE4-4B64-88D4-860BC93F027B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306530,SMKS NUSANTARA RANTEPAO,40306530,JL. PANGERAN DIPONEGORO NO. 142 RANTEPAO,KELURAHAN RANTEPAO,KEC. RANTEPAO,KAB. TORAJA UTARA,PROV. SULAWESI SELATAN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN NUSANTARA CENTRA CELEBES,AJ2717,105/KEP/106/HK/1997,12-05-1997,105/KEP/I06/HK/1997,12-05-1997,Lihat SK Operasional,2015-08-21 14,A,"2,805",1. Telkomsel Flash,2. Telkom Speedy,PLN,042325280,042325280,smknusra@yahoo.com,http,-2.970293000000,119.908758000000,39,455,108,19,SMK 2013 REV. Teknik Komputer dan Jaringan,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"30,000",26,0,1,2,4,7,16,15,34,0,4,1,7,32,0,26,13,13,6,7,3,6,3,1,17,22,6,7,6,15,11,0,0,0,1,0,0,0
