prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D493386-E787-48F3-AEEA-3170C0C61D16,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896554,SMA Kristen Tunas Gloria,69896554,Jl. H.R. Koroh No. 172A,SIKUMANA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Gloria Flobamora,AC8580,DIS.PPO.421.1/Dikmenum/30,26-02-2015,DIS.PPO.007/SEK./58/2015,01-01-1900,Lihat SK Operasional,2019-09-16 11,C,"4,800",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,smaktunasgloria@yahoo.com,,-10.176248000000,123.656202000000,15,32,49,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"3,300",6,0,1,2,1,0,2,13,15,0,0,0,0,15,0,9,6,9,5,0,0,0,1,0,8,7,2,2,2,6,0,0,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAE11F68-18FC-4849-B65D-060828A4A68D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010693,SMA Swasta Sta. Familia Sikumana Kupang,70010693,"Jln. Oebolifo 3, Sikumana, Maulafa, Kota Kupang, NTT",SIKUMANA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MGR GABRIEL MANEK SVD,AJ3853,YMGM 07/B.19/PS.SMA/III/2021,01-03-2021,DPMPTSP.422.5/76/PTSP/V/2021,18-05-2021,Lihat SK Operasional,2021-06-11 16,,"5,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,smastafamiliasikumana@gmail.com,,.000000000000,.000000000000,12,12,46,3,SMA 2013 MIPA,Sehari Penuh/6 hari,,2022/2023-2,Telkom Speedy,0,3,0,1,2,0,0,2,12,12,0,0,0,0,12,0,8,4,9,2,0,0,0,1,0,4,8,1,2,0,3,0,0,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/97FED8F9-7702-4BAE-8B5A-A1130BB2A343,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306170,SMAN 10 KUPANG,50306170,JALAN SIKIB 2,FATUKOA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,187/KEP/HK/2009,25-09-2009,187/KEP/HK/2009,25-09-2009,Lihat SK Operasional,2020-07-29 09,A,"10,000",1. -,2. Telkom Speedy,PLN,,,smanegeri10.kupang@yahoo.com,,-10.234583000000,123.600262000000,31,129,160,10,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"6,000",8,1,1,3,13,5,0,13,19,1,9,2,11,20,1,26,4,0,7,10,4,5,5,0,15,16,3,3,4,6,2,0,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B865301-477E-4B12-A485-8B658A6305F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60702920,SMAN 11 KUPANG,60702920,"Jln. Fetor Foenay - Kel Kolhua , Kec Maulafa",KOLHUA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,146 C/KEP/HK/2011,01-12-2011,146 C/KEP/HK/2011,01-12-2011,Lihat SK Operasional,2015-11-16 02,Sertifikat Kedaluwarsa,"2,905",1. -,2. Lainnya (Kabel),PLN,,,smansekupang@yahoo.co.id,,-10.211262000000,123.635795000000,31,100,129,11,SMA 2013 Bhs&Budaya,Double Shift/6 hari,,2022/2023-2,Tidak Ada,"4,500",11,1,1,2,10,6,0,15,22,0,9,0,9,22,0,25,6,6,7,7,2,6,1,2,10,21,4,3,4,11,0,0,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F746BB59-1FEB-4E05-97AC-61382BE518BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304946,SMAN 6 KUPANG,50304946,Jl. H.R KOROH,SIKUMANA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,107/O/1997,17-05-1997,107/O/1997,17-05-1997,Lihat SK Operasional,2015-09-29 06,Sertifikat Kedaluwarsa,"20,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,03808443024,Sman6kupang@gmail.com,sman6kupang.sch.id,-10.215135000000,123.616283000000,70,503,591,32,SMA 2013 Bhs&Budaya,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,"4,400",24,3,1,4,47,10,0,13,25,0,18,27,46,24,1,66,3,5,11,9,8,5,18,14,27,43,11,11,10,0,23,1,3,0,1,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/841FD6FA-9134-480B-8DB3-5BC80133B861,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304945,SMAN 7 KUPANG,50304945,JL. FRANS DAROMES,MAULAFA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,107/O/1997,16-05-1997,107/O/1997,16-05-1997,Lihat SK Operasional,2016-04-13 10,A,"18,664",1. -,2. Lainnya,PLN,,03808555509,sma7kupang@gmail.com,,-10.184000000000,123.618100000000,69,559,584,34,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"23,000",29,4,1,4,32,14,0,23,40,0,16,13,32,37,0,65,4,6,17,10,9,9,9,9,20,49,12,11,11,25,2,2,0,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD1689CF-33F2-4B41-B9AD-B8F8059AC8AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304949,SMAS BERINGIN,50304949,Jl. Delima No. 12 Oepura,OEPURA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Beringin,AC8596,1111/I 21/H.1986,26-09-1986,1111/I 21/H.1986,26-09-1986,Lihat SK Operasional,2020-08-24 19,Sertifikat Kedaluwarsa,"4,400",1. -,2. Telkom Speedy,PLN,,,smaberingin_kupang@yahoo.com,,-10.195973000000,123.612350000000,12,29,13,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",5,3,1,0,2,0,2,8,10,0,0,2,4,8,0,10,2,2,3,3,2,0,1,1,3,9,2,2,2,0,5,0,1,0,1,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31E2556F-A585-4B69-8E76-DA8225B2BAD6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304937,SMAS KATOLIK ST CAROLUS,50304937,JL. ADI SUCIPTO NO. 44 PENFUI-KUPANG,PENFUI,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Santu Yosep,AC8595,1011/II.21.1.a/I.e 84,02-02-1997,421.5/56/DPMPTSP.4.3/07/2022,14-07-2022,Lihat SK Operasional,2022-08-23 16,B,"5,800",1. Telkom Speedy,2. Telkom Speedy,PLN,,0380881550,carolus_sma@yahoo.co.id,http,-10.176200000000,123.656200000000,25,97,125,9,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkom Speedy,7,14,1,1,1,1,0,7,20,25,0,0,0,2,23,0,21,4,10,8,1,1,2,2,1,9,16,3,3,3,14,0,0,1,1,0,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E9E003A-6219-43FF-8BBF-31F07173C3AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305262,SMAS KRISTEN 1 KUPANG,50305262,JL. ANGGUR No. 10,OEPURA,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN KRISTEN (YAPENKRIS) NEHEMIA,AN6803,3179/B.10/IX/83,03-09-2015,3179/B.10/IX/83,03-09-2015,Lihat SK Operasional,2021-09-11 14,B,"21,726",1. Telkom Speedy,2. Lainnya (Serat Optik),PLN,0380821842,0380821842,smakristen1kotakupang@gmail.com,http,-10.180300000000,123.595700000000,18,53,61,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"2,200",8,3,1,2,2,0,4,15,16,0,0,2,3,15,0,15,3,7,5,1,1,0,3,1,8,10,2,2,2,8,0,0,5,0,1,0,0,
Nusa Tenggara Timur,Kota Kupang,Maulafa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/699C14EE-2337-48AA-8441-A81D3D02D1C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306082,SMAS NCIPS,50306082,JL.KENANGA NO.1,NAIKOLAN,KEC. MAULAFA,KOTA KUPANG,PROV. NUSA TENGGARA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristo Regi,AC8602,01/SMF/SKP/SMA-NCIPS/X/2006,20-10-2006,-422/3269D/PK/2006,03-11-2006,Lihat SK Operasional,2015-09-16 07,A,0,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,03808822993,0380822990,internationalplus_nusacendana@yahoo.com,http,-10.185742000000,123.601690000000,12,28,18,3,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",4,1,1,2,0,0,5,8,12,0,0,0,0,12,0,8,4,4,5,1,0,1,1,0,6,6,1,1,1,3,1,0,0,0,1,0,0,
