prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_13
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6B0DB471-DE2D-48F0-A3C2-002A42832998,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584147,MAS BAHRUL ULUM,20584147,Jalan Budi Utomo No. 190 Kepohbaru,KEPOH,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,3749 TAHUN 2017,06-06-2017,3749 TAHUN 2017,06-06-2017,Lihat SK Operasional,2022-01-11 09,B,0,,2.,,,,,,-7.224000000000,112.090400000000,0,65,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB97749B-9AF5-40DF-9FFF-C1B8260E0906,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788060,MAS SA DARUL ISTIQOMAH,69788060,JALAN DIPONEGORO 100 WORO,WORO,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,Kd.13.22/4/PP.00.6/303.14/2013,04-06-2014,Kw.15.2/5/PP.00.6/2295/2014,30-12-2013,Lihat SK Operasional,2019-12-30 11,B,0,,2.,,,,,,-7.183350000000,112.118632000000,0,118,214,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6BEE7AD-BCF7-4E96-B7CB-7307525E343A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788062,MAS SATU ATAP AL ISTIQOMAH,69788062,JL. UNTUNG SUROPATI NO 145 MOJOSARI,MOJOSARI,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,Kd.13.22/4/PP.00.6/303.19/2013,06-03-2013,MAS/22.0041/2017,06-06-2017,Lihat SK Operasional,2020-01-28 15,B,0,,2.,,,,,,-7.188000000000,112.087900000000,0,22,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3599794-4477-4E49-92AD-CFBA92AF3FDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70040055,SLB WIDYADHARI BOJONEGORO,70040055,Dusun Jatitengah,PEJOK,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,25/18.08/01/V/2023,23-05-2023,25/18.08/01/V/2023,23-05-2023,Lihat SK Operasional,2023-06-09 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B15DEA2-F751-42FD-A0D8-FE973ED5F72D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20577218,SMAN 1 KEPOHBARU,20577218,"Jln. Hayam Wuruk, No. 50, Kepoh, Kepohbaru, Bojonegoro",KEPOH,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188/33/KEP/412.11/2011,06-01-2011,188/33/KEP/412.11/2011,06-01-2011,Lihat SK Operasional,2015-12-29 09,A,"10,829",1. Lainnya (Kabel),2. Lainnya,PLN,,,halosman1kepohbaru@gmail.com,http,-7.226800000000,112.087900000000,36,257,270,16,Sehari Penuh/5 hari,,2022/2023-2,"14,000",9,1,1,13,11,12,1,12,26,0,9,1,11,25,0,31,5,11,9,3,6,6,0,1,15,21,6,3,0,3,1,0,0,0,,,,,,,,,,,6,5,5,SMA 2013 Bhs&Budaya,Lainnya (Kabel),
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBD010AF-3201-45A8-B33B-87EC26CDC8FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541216,SMAS DARUL ULUM,20541216,JL. RAYA KEPOHBARU,NGLUMBER,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.3/687/108.08/2001,19-11-2001,187/18.02.10/02/2022,30-05-2022,Lihat SK Operasional,2022-06-24 07,A,"4,828",1. -,2. Telkom Speedy,PLN,0000000,,smadu_kepohbaru@yahoo.com,http,-7.188400000000,112.097200000000,24,79,63,6,Pagi/6 hari,,2022/2023-2,"4,400",6,1,1,3,0,0,27,0,23,0,0,1,6,18,0,22,2,3,9,4,5,1,2,0,14,10,0,6,0,0,0,1,0,0,,,,,,,,,,,2,2,2,SMA 2013 MIPA,Tidak Ada,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBF29E3A-4E98-4E86-BE66-9FFCFA9325DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20541227,SMAS MUHAMMADIYAH 7 KEPOHBARU,20541227,JL. RAYA 640 SIDOMUKTI,SIDOMUKTI,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,AB4667,23628/MPK/95,17-07-1995,19.03/1318/01/XII/2020,23-12-2020,Silakan Upload SK (link file tidak valid) => [546529-593238--],2021-11-24 06,C,"30,000",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,smam7kepohbaru@yahoo.co.id,http,-7.220800000000,112.094500000000,10,4,1,3,Pagi/6 hari,,2022/2023-2,"2,400",3,0,1,2,0,0,12,0,10,0,0,0,4,6,0,9,1,0,3,2,1,1,2,1,5,5,3,0,0,0,0,1,0,0,,,,,,,,,,,1,1,1,SMA 2013 MIPA,Telkomsel Flash,
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43D2D542-1799-457E-B0CE-E4A23FCDE74F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20554940,SMKS MUHAMMADIYAH 3 KEPOHBARU,20554940,RAYA NO. 640,SIDOMUKTI,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Timur,AB4667,188/221/KEP/412.12/2008,13-06-2008,78/18.05/02/III/2023,08-03-2023,Lihat SK Operasional,2023-03-28 12,B,"2,700",1. Lainnya,2. Lainnya (Serat Optik),PLN,,,kepohbarusmkmuhammadiyah3@gmail.com,http,-7.220800000000,112.094500000000,10,28,9,5,Pagi/6 hari,,2022/2023-2,"1,200",6,0,0,0,0,0,10,1,9,0,1,0,2,8,0,7,3,3,3,0,2,1,1,0,1,9,0,6,0,0,0,0,0,0,,,,,,,,,,,1,2,2,SMK 2013 REV. Teknik Kendaraan Ringan Otomotif,Lainnya,0
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2067ADB5-DF06-457D-B7F7-6E54A0D6DEDB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69762667,SMKS PLUS AL FATH KEPOHBARU,69762667,DS. SUMBERGEDE KEC. KEPOHBARU,SUMBERGEDE,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MADINATUL MUBAROK,AI5312,180/KEP/412.11/2013,,800/3602/412.40/2013,,Silakan Upload SK,,C,"1,320",1. Smartfren,2. Lainnya (Serat Optik),PLN,,0322457220,smkalfath@ymail.com,http,-7.285000000000,112.056100000000,9,9,1,2,Pagi/6 hari,,2022/2023-2,"3,200",3,0,1,0,0,0,10,0,8,0,1,0,0,9,0,6,3,0,4,1,2,1,1,0,7,2,0,3,0,0,0,1,0,0,,,,,,,,,,,0,1,1,SMK 2013 REV. Multimedia,Smartfren,0
Jawa Timur,Kab. Bojonegoro,Kepohbaru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2F0088A-DFEE-4511-A4FB-246D1ACB5F61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20549272,SMKS WAHID HASYIM,20549272,JL. TPI WAHID HASYIM NO. 210,JIPO,KEC. KEPOHBARU,KAB. BOJONEGORO,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,188/417/KEP/412.12/2007,05-07-2007,P2T/1155/19.08/02/X/2019,10-10-2019,Silakan Upload SK (link file tidak valid) => [350618-994418--],2020-08-28 15,B,"1,010",1. Telkom Speedy,2. Telkom Speedy,PLN,,,smkwahidhasyimkph@gmail.com,http,-7.176200000000,112.127500000000,19,39,29,5,Pagi/6 hari,,2022/2023-2,900,10,0,0,2,1,0,20,0,18,0,0,1,4,15,0,14,5,4,2,2,3,1,2,5,11,8,0,10,0,0,0,0,0,0,,,,,,,,,,,2,2,1,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkom Speedy,0
