prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B17601EC-57CD-42E4-B3E1-B5A5664FB653,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276673,MAN 4 Garut,20276673,Jl. Purwabhakti No.54,SUKAJAYA,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,,,Keputusan Menteri Agama No 212 Tahun 2015,27-07-2015,Lihat SK Operasional,2019-01-23 09,A,0 m2,1.,2.,,,,,,-7.375700000000,107.499900000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E4B78579-CB53-4097-81A6-DDD863D92CC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280282,MAS AL FAJAR,20280282,Kp. Hegarwangi Rt/rw.03/01,CIKARANG,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Wi/I/PP.00.6/2280/2000,25-09-2000,763/BAN-SM/SK/2019,09-09-2019,Lihat SK Operasional,2021-03-24 13,B,0 m2,1.,2.,,,,,,-7.418500000000,107.453100000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28C656BE-40A3-4B44-B78F-F6ED96A9DCC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983469,MAS DARUL ULUM,69983469,KP. CISALAK,SUKAJAYA,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,0163/IPM/2018,02-07-2018,1084 TAHUN 2018,02-07-2018,Lihat SK Operasional,2021-01-05 08,B,950 m2,1.,2.,,,,,,.000000000000,.000000000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF53E0C0-2A31-4FC5-81D3-C5823ECEDC01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923901,SMA BHAKTI PUTRA INDONESIA,69923901,Kp. Cicariu RT 03/03,CIKARANG,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BHAKTI PUTERA INDONESIA,AL2671,425.11/4882-Disdik.,27-11-2015,425.11/4882-Disdik.,27-11-2015,Lihat SK Operasional,2021-08-22 11,B,1.400 m2,1. -,2. Telkomsel Flash,PLN,,,smabpi2020@gmail.com,http,-7.387508000000,107.505937300000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02336F8B-3B74-4FD8-A29F-CB4CB8D1D686,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859376,SMA IT MEKARSEWU,69859376,Jl. Gunung Batu Desa Mekarsewu Kec. Cisewu,MEKARSEWU,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pandu Sewu,AJ7062,001/YPSG/29/11/07/2014,16-01-2013,425.11/4109-DISDIK,27-12-2013,Lihat SK Operasional,2020-08-24 20,B,2.000 m2,1. Telkomsel Flash,2. Indosat IM3,PLN,,,smaitmekarsewu@gmail.com,,-7.352700000000,107.494200000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8E82619-5731-4792-A08C-7371A5950C06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20227465,SMAN 12 GARUT,20227465,Jl Raya Cisewu No. 35 Cisewu Garut 44166,CISEWU,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0216/0/1992,05-05-1992,0216/0/1992,05-05-1992,Lihat SK Operasional,2019-11-03 22,A,10.009 m2,1.,2.,,,,,,-7.372200000000,107.498800000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D394A0A9-FC93-4C7E-88FE-7935AD3222DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69915321,SMK GIRI BHAKTI INDONESIA,69915321,Kp. Pasir Jambu RT 03/01,GIRIMUKTI,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BHAKTI PUTERA INDONESIA,AL2671,425.11/2950-Disdik,11-08-2015,425.11/2950-Disdik,11-08-2015,Lihat SK Operasional,2020-08-30 19,Tidak Terakreditasi,5.100 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smkgiribhakti27@gmail.com,http,-7.334200000000,107.538000000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30C36A80-D6FC-4377-BBAF-03024A9FFD04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905536,SMK IT BAITUL MA ARIF CISEWU,69905536,Jl. Cikarang RT 01/07 Desa. Cikarang,CIKARANG,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SEMBILAN AL-HAWARI,AL2670,425.11/2947-Disdik,11-08-2015,425.11/2947-Disdik,11-08-2015,Lihat SK Operasional,2015-10-01 13,C,20.000 m2,1. Telkomsel Flash,2. XL (GSM),PLN,,,smkitbaitulmaarif@gmail.com,http,-7.432800000000,107.450500000000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23B0687D-734E-4B7F-91C4-054BECB4F647,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69915323,SMK KARYA BHAKTI INDONESIA,69915323,Kp. Margahayu RT 003 Rw 007,SUKAJAYA,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BHAKTI PUTERA INDONESIA,AL2671,425.11/2951-Disdik,11-08-2015,425.11/2951-Disdik,11-08-2015,Lihat SK Operasional,2020-08-28 21,C,1.000 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smkkaryabhaktiindonesia@gmail.com,,-7.352538100000,107.558778200000
Jawa Barat,Kab. Garut,Cisewu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA3A7EBD-489E-4155-9EE4-BE01D4BEF51F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20262129,SMKN 11 GARUT,20262129,JL. PURWABHAKTI NO. 24 CISEWU - GARUT 44166,CISEWU,KEC. CISEWU,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,424/3095-Disdik,21-08-2007,Nomor,21-01-2009,Lihat SK Operasional,2023-05-15 08,B,10.000 m2,1. XL (GSM),2. Telkomsel Flash,PLN,,,smknegri11garut2007@gmail.com,http,-7.374800000000,107.494500000000
