prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3349D95-25DB-4C72-9CB3-E0139219EEC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955757,MA BABUSSALAM RUNGKANG,69955757,"Jl. Tgh. Faisal Rungkang Rt.006, Desa Merembu",MEREMBU,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,MA/01.0096/2016,27-06-2016,No. 254 Tahun 2016,27-06-2016,Lihat SK Operasional,2021-07-14 21,Sertifikat Kedaluwarsa,0,,2.,,,,,,-8.611700000000,116.156000000000,0,28,18,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D05FC90-5794-483E-B337-1975CB203D73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222431,MAS AL-IKHLASHIYAH PERAMPUAN,50222431,JLN. TGH. MUHAMMAD RAIS DESA PERAMPUAN,PERAMPUAN,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,D/WX/MA/009/2000,01-09-2000,wx/1-b/856/2000,01-09-2000,Lihat SK Operasional,2021-01-11 05,B,0,,2.,,,,,,-8.638300000000,116.090900000000,0,20,32,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F1A6AB2-3B51-4372-82EC-3CE1E91F90E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222432,MAS AL-ISTIQOMAH TELAGAWARU,50222432,"TELAGAWARU, LABUAPI",TELAGA WARU,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-8.633493000000,116.103163000000,0,64,70,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC74F962-7A04-477E-8213-D1E81464AC89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788081,MAS ASSA`ADAH LABUAPI,69788081,JALAN TGH LOPAN LABUAPI,LABU API,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,Kw.19.1/2/664/2013,15-05-2013,Kw.19.1/2/664/2013,15-05-2013,Silakan Upload SK (link file tidak valid) => [640470-869477--],2022-06-27 14,B,0,,2.,,,,,,-5.731600000000,105.653800000000,0,40,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B6DA948-02D2-45B3-BC84-0F1F1361FC76,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222430,MAS DARUL QUR`AN BENGKEL,50222430,"JLN.TGH.M.SHALEH HAMBALI BENGKEL,LABUAPI",BENGKEL,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,WX.8979/A/1/91,01-01-1901,WX.8979/A/1/91,01-01-1900,Lihat SK Operasional,2015-03-18 15,B,0,,2.,,,,,,-8.616300000000,116.148700000000,0,91,105,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE7822B5-A107-4371-8A31-8909B7892D49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222434,MAS DARUNNAJAH AL-FALAH TELAGAWARU,50222434,"JL. TGH. ABHAR NO.25 TELAGAWARU, LABUAPI",TELAGA WARU,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.19.4/4/PP.03.2/138/2005,21-02-2005,Kd.19.01/4/PP.00.6/80/2005,12-02-2005,Lihat SK Operasional,2020-01-15 08,B,0,,2.,,,,,,-8.636800000000,116.114000000000,0,40,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A4F69DA-8E8C-478D-A69B-7A74E0133189,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50222433,MAS NW BAGIK POLAK,50222433,"JL. NURUL KAROMAH BAGIK POLAK BARAT, KECAMATAN LABUAPI",BAGIK POLAK BARAT,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,MA,Kementerian Agama,,,27,27-05-2002,Wx/3-d/PP.03.2/1420/2002,03-09-2002,Silakan Upload SK (link file tidak valid) => [566269-325968--],2022-01-10 07,A,0,,2.,,,,,,-8.633600000000,116.127200000000,0,63,54,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1A71401-0540-42CE-BA89-B304B483D60C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205414,SMAN 1 LABUAPI,50205414,JL.GUNUNG PENGSONG,TELAGA WARU,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,13a/O/1998,29-01-1998,13a/O/1998,29-01-1998,Lihat SK Operasional,2018-03-29 12,A,"20,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,smanelaone@yahoo.co.id,http,-8.640542000000,116.106898000000,22,94,131,9,Pagi/6 hari,,2022/2023-2,"3,600",11,3,1,2,14,6,0,2,8,0,7,7,12,10,0,18,4,2,0,5,6,3,2,4,5,17,8,0,3,1,0,1,0,0,SMA 2013 MIPA,Telkom Speedy,3,4,2,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EBE7932-BFB5-4F84-A24E-F04AD837E148,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205415,SMAN 2 LABUAPI,50205415,JL.TGH. IBRAHIM KHALIDI,MEREMBU,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1901,425.11/1730-Dikmen/DPK/2003,27-10-2003,Lihat SK Operasional,2015-04-30 08,A,"9,420",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sman2labuapi@gmail.com,http,-8.613060000000,116.152335000000,34,186,171,15,Pagi/6 hari,,2022/2023-2,"5,500",7,3,0,4,22,3,0,9,13,0,17,4,23,11,0,32,2,2,1,4,13,8,3,3,14,20,0,3,4,9,0,0,0,1,SMA 2013 IPS,Telkomsel Flash,6,5,4,
Nusa Tenggara Barat,Kab. Lombok Barat,Labuapi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AC790080-20E7-42FF-92FC-422B4C4F1C99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50205410,SMAS ISLAM ABHARIAH,50205410,JL. RENGGANIS RAYA,TERONG TAWAH,KEC. LABUAPI,KAB. LOMBOK BARAT,PROV. NUSA TENGGARA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PONPES ABHARIYAH,AF8646,015/YPP.ABH/2003,12-09-2003,421.612514-Dikmen/DPK/2004,01-07-2004,Lihat SK Operasional,2020-08-24 19,B,"6,400",1. -,2. Telkomsel Flash,PLN,,6590868,smaislam.abhariyah2@gmail.com,,-8.627557000000,116.101847000000,16,21,39,3,Siang/6 hari,,2022/2023-2,"7,000",3,0,1,0,0,2,14,1,16,0,0,0,5,11,0,10,6,5,4,4,1,1,1,0,7,9,2,1,0,0,0,1,0,0,SMA 2013 MIPA,Tidak Ada,1,1,1,
