prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B58A0383-0BF5-42E2-A65A-6F33C6C7B619,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277162,MAS IBNU NAFIS,20277162,KP. PARUNG SERAB RT 10/03,SUKMAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/2738/2010,28-04-2010,Kw.10.4/4/PP.00.6/2738/2010,28-04-2010,Lihat SK Operasional,2018-07-25 09,A,0,,2.,,,,,,-6.423745000000,106.836766000000,0,33,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8201733-0BED-47BB-A7E7-CA348CE3BFEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277167,MAS NUR AL ZAHRAH,20277167,"JL. IR. H. DJUANDA, NO. 09, SUKMAJAYA, KOTA DEPOK",SUKMAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.380400000000,106.854000000000,0,26,24,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/201A2C53-90FA-E111-ABA3-25C428E45C30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20267204,SLB INSAN MANDIRI DEPOK,20267204,JL.KRUING III NO. 282 RT.08 RW.06,BAKTI JAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Insan Mandiri,AM9319,908/I02/Kep/C/1995,06-10-1995,06/YPLB-IM/VIII/1994,17-08-1994,Silakan Upload SK,,B,0,1.,2.,PLN,0217705229,0217705229,slbinsanmandiri@yahoo.com,,-6.391100000000,106.852900000000,4,32,19,18,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,1,0,0,6,0,4,0,0,0,1,3,0,3,1,4,0,0,0,0,0,0,3,1,0,6,0,0,0,1,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Indosat Mentari,1,2,0,1,2,3,2,2,2,0,1,2,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D25E6827-1917-47EE-BF26-02F59D229D3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70024044,SMA IT AL HARAKI,70024044,Jl. Raya Boulevard Grand Depok City Puri Aster Lot 8 Rt. 03/ Rw. 03 16412,TIRTAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Akbar,AL4262,22/011010b/DPMPTSP/VI/2021,22-06-2021,5/011050/DPMPTSP/XII/2021,15-12-2021,Silakan Upload SK (link file tidak valid) => [670655-974591--],2022-08-04 05,A,"3,000",1. Telkom Astinet,2. Telkom Astinet,PLN,,,,,.000000000000,.000000000000,11,66,59,6,Sehari Penuh/5 hari,,2022/2023-2,"41,500",6,4,1,4,0,0,9,4,11,0,0,0,1,10,0,10,1,4,4,2,0,1,0,0,4,7,6,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkom Astinet,,,,,,,,,,2,2,2,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1446F0CE-3C8F-4D78-B295-BAE514093C15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033728,SMA IT RAHMANIYAH,70033728,"Jalan Masjid Nurul Yaqin, RT. 06 RW. 05",TIRTAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN RAHMANY,AM9377,41/011050/DPMPTSP/IX/2022,09-09-2022,41/011050/DPMPTSP/IX/2022,09-09-2022,Lihat SK Operasional,2022-10-05 08,,"3,712",1. Telkom Speedy,2. Telkom Speedy,PLN,,,smait.rahmaniyahdpk@gmail.com,http,-6.412800000000,106.830500000000,8,61,26,3,Sehari Penuh/5 hari,,2022/2023-2,"10,600",4,4,1,2,0,0,3,6,8,0,0,0,0,8,0,4,4,6,1,1,0,0,0,0,3,5,4,0,0,0,1,0,0,0,,SMA 2013 MIPA,Telkom Speedy,,,,,,,,,,1,1,1,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A492E062-49F5-409F-8D45-FB9EA285B8E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20258460,SMA Negeri 15 Depok,20258460,"Jl. Merdeka No.78, Abadijaya, Kec. Sukmajaya, Kota Depok, Jawa Barat 16411",ABADIJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/14892-Set.Disdik,06-10-2020,421/14892-Set.Disdik,06-10-2020,Lihat SK Operasional,2021-05-31 10,,0,1. -,2. Telkom Speedy,PLN,0,,sman15kotadepok@gmail.com,http,-6.396500000000,106.843200000000,22,201,228,11,Sehari Penuh/5 hari,,2022/2023-2,"2,200",18,1,3,5,2,7,1,12,21,0,1,0,6,16,0,19,3,13,1,1,3,2,1,1,8,14,0,18,0,0,0,3,0,0,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,4,4,3,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0958A1A9-5096-4932-A64D-13D4F3C7903C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69857937,SMAN 11 Kota Depok,69857937,Jl. Kemang II No. 11A Rt. 04 Rw. 09,SUKMAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425/296/Kpts/Disdik/Huk/2014,25-08-2014,094/169/14-Dsdik 2014,15-09-2014,Lihat SK Operasional,2023-02-17 08,B,"6,600",1. Lainnya,2. Telkom Speedy,PLN,,02127616081,smansebelasdepok@gmail.com,http,-6.421953300000,106.836702700000,44,773,827,44,Double Shift/6 hari,,2022/2023-2,"23,000",10,3,2,6,18,12,3,11,25,0,11,8,26,18,0,44,0,4,8,8,4,4,7,9,26,18,10,0,0,0,2,0,0,0,,SMA 2013 MIPA,Lainnya,,,,,,,,,,13,18,13,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7083D1D-45F1-4C4F-9D27-FABE4E22999D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223818,SMAN 2 KOTA DEPOK,20223818,JL. GEDE RAYA NO. 177 DEPOK TIMUR,ABADIJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,,,,Silakan Upload SK,,A,"6,127",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,02177832057,0217708359,sman2.depok@yahoo.com,http,-6.394115000000,106.849655000000,50,569,739,30,Sehari Penuh/5 hari,,2022/2023-2,"150,000",30,4,1,4,28,11,0,11,23,0,12,15,32,18,0,49,1,6,6,8,8,3,7,12,15,35,30,0,0,0,1,0,0,0,,SMA 2013 IPS,Lainnya (Serat Optik),,,,,,,,,,12,9,9,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C1333ED-32C8-4EE9-9335-E4A55405CFEF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223817,SMAN 3 KOTA DEPOK,20223817,JL. RADEN SALEH NO. 45,SUKMAJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0389/O/1990,01-01-1900,642.2/105/PU/89,14-03-1989,Lihat SK Operasional,2015-06-22 08,A,"7,691",1. -,2. Lainnya (Serat Optik),PLN,7700310,7700310,SMANTIGADEPOK@YAHOO.COM,http,-6.407900000000,106.841100000000,67,520,723,33,Sehari Penuh/5 hari,,2022/2023-2,"62,500",18,2,0,13,34,13,3,17,33,0,20,14,41,26,0,60,7,11,6,10,4,7,18,11,17,50,18,0,0,15,0,0,0,1,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,11,11,11,
Jawa Barat,Kota Depok,Sukmajaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/449EBF19-58AF-44D4-9876-27A358E52E91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229149,SMAS BUDI UTOMO SUKMAJAYA,20229149,JL. AGUNG UJUNG DEPOK TIMUR,ABADIJAYA,KEC. SUKMAJAYA,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Budi Utomo,AM9340,482/1981/ANP,29-07-1988,421.3/06/Disdik/2015,18-03-2015,Lihat SK Operasional,2021-01-08 11,A,"1,000",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,7707313,0217707313,budiutomosmas88@gmail.com,http,-6.393400000000,106.854200000000,11,24,51,4,Pagi/6 hari,,2022/2023-2,"4,200",9,4,1,2,0,0,8,5,11,0,0,0,2,9,0,11,0,4,0,3,0,1,2,1,5,6,0,9,0,0,0,1,0,0,,SMA 2013 MIPA,Lainnya (Serat Optik),,,,,,,,,,1,2,1,
