prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F7397FA-AF7B-4082-AC62-C26BC0437567,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010375,MAS AN NOFAL,70010375,KP. RANCA GEDE DESA RANCA GEDE,RANCA GEDE,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,0244/KW.28.02.05/PP.07/08/2019,23-08-2019,734 TAHUN 2019,23-08-2019,Lihat SK Operasional,2021-05-29 15,B,"5,750",,2.,,,,,,.000000000000,.000000000000,0,34,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DB969CAD-613C-4E95-9629-5EF7B31DF1C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20622247,MAS ASSALIMIYAH,20622247,KP. KULUNG BAYA 08/02,SIDOKO,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,MA,Kementerian Agama,,,Kw.28.4/4/PP.00/4844/2011,15-12-2011,Kw.28.4/PP.00/7109/2012,27-12-2012,Silakan Upload SK (link file tidak valid) => [692296-140080--],2022-08-30 00,B,"3,000",,2.,,,,,,-6.079200000000,106.373800000000,0,30,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B6A00F1-5D22-4218-AF0C-5A4F3EA961F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987838,SMA AL-KARIM,69987838,Kampung Gaga RT/RW. 004/001,ONYAM,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN AL-KARIM,AC9932,C-1347.HT.03.01-TH 2002,23-10-2002,800/2386 -Dindikbud/2019,24-05-2019,Lihat SK Operasional,2019-05-27 16,C,"1,296",1. -,2. Linknet,PLN,,,smaalkarim03@yahoo.com,,-6.109728000000,106.354531000000,14,73,83,5,Pagi/6 hari,,2022/2023-2,"45,000",3,1,1,2,0,0,15,0,14,0,0,0,0,14,0,6,8,7,1,1,2,1,1,1,8,6,3,0,0,0,1,0,0,0,SMA 2013 IPS,Tidak Ada,2,2,1,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B3924CB-E679-496B-B124-3ACCF8E7B00E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613561,SMAN 29 KABUPATEN TANGERANG,20613561,JL. SYECH NAWAWI KEDUNG,KEDUNG,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.1/Kep. 246-Huk/2005,05-08-2005,421/Kep.511-Huk/2014,21-11-2014,Lihat SK Operasional,2022-07-14 14,B,"4,648",1. -,2. -,PLN,,0,sman29kab.tangerang@gmail.com,http,-6.071640000000,106.355426700000,21,198,187,12,Sehari Penuh/5 hari,,2022/2023-2,"10,600",10,1,0,1,7,1,0,13,16,0,4,1,8,13,0,19,2,3,2,5,4,4,1,2,13,8,9,0,1,2,0,0,0,1,SMA 2013 Bhs&Budaya,Tidak Ada,4,4,4,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22363529-63E4-463E-AF5A-DECD8FF7CCEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614035,SMAS ASA PERTIWI,20614035,JL. K.H. ASTARI,ONYAM,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan DARUL HIKMAH,AC9946,421.3/67/Dis P dan K/2007,26-11-2007,Dinas P dan K Kab. Tangerang,26-11-2007,Lihat SK Operasional,2022-11-07 13,C,"30,000",1. -,2. -,PLN,,,asapertiwi001@gmail.com,http,-6.102166300000,106.352972000000,16,26,33,3,Pagi/6 hari,,2022/2023-2,"1,000",6,0,1,0,0,0,15,1,16,0,0,0,1,15,0,13,3,0,5,4,3,2,0,2,12,4,0,6,0,0,0,1,0,0,SMA 2013 IPS,Tidak Ada,1,1,1,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3410A3C-944A-41F5-AFF5-016BB4650B42,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728438,SMAS IBNU MASKI,60728438,Jl. Pasar Bolang - Jenggot,RANCA GEDE,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Satu Muharam,AC9931,421.3/334/Dis P dan K/2005,14-09-2005,16/YASMAHU/07//2005,30-07-2005,Silakan Upload SK (link file tidak valid) => [333011-190014--],2020-08-24 19,C,"5,250",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0,,sma_ibnumaski@yahoo.com,http,-6.084206700000,106.383835000000,12,88,65,5,Pagi/6 hari,,2022/2023-2,"2,400",4,0,2,1,0,0,6,6,12,0,0,0,0,12,0,6,6,3,6,2,0,0,0,1,6,6,4,0,0,0,1,1,0,0,SMA 2013 IPS,Lainnya (Serat Optik),2,2,1,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DE278E9-9ECD-4AC0-A310-BA6E01F98296,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20603344,SMAS ISLAM NURUL HUDA KEDUNG,20603344,JL. SYECH NAWAWI NO. 2,KEDUNG,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPI NURUL HUDA,AC9939,005/420.3/907/Dispndik,18-05-2004,005/420.3/907/Dispndik,18-05-2004,Lihat SK Operasional,2020-08-24 19,B,"15,000",1. Smartfren,2. Lainnya (Serat Optik),PLN,,,smai.nurulhuda@gmail.com,http,-6.065688300000,106.359858300000,17,59,84,4,Pagi/6 hari,,2022/2023-2,"3,000",9,0,1,2,0,1,21,4,17,0,0,0,1,16,0,14,3,2,3,4,3,2,0,3,13,4,7,1,1,0,1,0,0,0,SMA 2013 IPS,Smartfren,1,2,1,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4180F21B-D331-4857-AC77-C763B8437A54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20616158,SMAS MUTIARA BANGSA,20616158,JL. KRESEK GANDARIA,TAMIANG,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL RAHIM AL ISLAMI,AC9948,040/YY-RI/VI/2006,24-06-2006,-421.5/0842-KCD.Kabtang/2020,27-08-2020,Lihat SK Operasional,2020-08-28 20,C,"10,000",1. Telkom Speedy,2. Smartfren,PLN,,,smamutiarabangsa6@gmai.com,http,-6.116348300000,106.405284100000,9,91,53,6,Sehari Penuh/5 hari,,2022/2023-2,"1,299",6,0,1,2,0,0,11,1,9,0,0,0,1,8,0,5,4,3,1,3,1,1,0,0,7,2,6,0,0,0,1,0,0,0,SMA 2013 IPS,Telkom Speedy,2,2,2,
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3269644E-9D3D-466B-9B64-D5DACDA988F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986640,SMK AN-NABILAH,69986640,Jl. Syech Nawawi Tanara Km. 8,GUNUNG KALER,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPI AN-NABILAH,AC9947,AHU-0002795.AH.01.04.Tahun 2019,21-02-2019,421/1242-Dindikbud/2019,22-02-2019,Lihat SK Operasional,2020-09-02 09,C,"5,280",1. -,2. Telkom Astinet,PLN,,,smkannabilah@gmail.com,,-6.084362000000,106.380787000000,19,51,55,3,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,2,19,1,19,0,0,0,1,18,0,15,4,9,2,4,3,0,1,0,13,6,0,3,0,0,0,0,0,0,SMK 2013 REV. Teknik Komputer dan Jaringan,Tidak Ada,1,1,1,0
Banten,Kab. Tangerang,Gunung Kaler,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92C6740D-10D9-493A-AFBB-23B1D1583930,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988298,SMK AS-SALIMIYAH,69988298,Jl. KH. Salim Kp. Kulungbaya RT/RW 008/002,SIDOKO,KEC. GUNUNG KALER,KAB. TANGERANG,PROV. BANTEN,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AS-SALIMIYAH,AX0520,421/2436-Dindikbud/2019,03-05-2019,421/2436-Dindikbud/2019,03-05-2019,Lihat SK Operasional,2022-08-08 06,C,"2,462",1. Indosat Mentari,2. Lainnya (Serat Optik),PLN,,,smkassalimiyah@yahoo.com,http,-6.077116000000,106.372694000000,15,50,87,5,Pagi/6 hari,,2022/2023-2,"2,200",5,0,0,2,0,0,17,3,15,0,0,0,1,14,0,12,3,3,3,3,5,1,0,0,10,5,0,3,2,0,0,0,0,0,SMK 2013 REV. Multimedia,Indosat Mentari,2,2,1,0
