prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E03CDDA-E754-4FE7-BE4B-4723CC607EB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824086,SMA CELEBES GLOBAL SCHOOL,69824086,JL. BAU MANGGA NO 41 - 41A,MASALE,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sinergi Edu Global,AF7384,421.3/8316/DPK/XII/2014,17-12-2014,27/K.02a/PTSP/2020,14-12-2020,Lihat SK Operasional,2020-12-21 12,A,269,1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,04114662474,info@celebesglobal.sch.id,http,-5.159200000000,119.444200000000,15,11,17,4,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"30,000",6,4,1,2,0,1,15,7,15,0,0,0,1,14,0,12,3,8,4,1,0,0,2,0,9,6,1,2,1,5,0,1,1,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/810B6A7B-4927-4168-9F49-8BB5CEE9BAD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69924506,SMA FILADELFIA,69924506,Komp. Golden Park (Azalea) Panakkukang,PAROPO,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.3/2634/DPK/VII/2015,30-07-2015,421.3/2634/DPK/VII/2015,30-07-2015,Lihat SK Operasional,2015-12-15 10,B,"10,000",1. Smartfren,2. Telkom Speedy,PLN,04114664005,04114664004,filadelfiaschool@yahoo.com,,-5.133018800000,119.462052400000,14,3,4,1,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,"10,000",6,2,1,2,0,0,13,3,14,0,0,0,1,13,0,11,3,3,2,1,1,2,1,4,10,4,0,0,1,6,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F3ABAB5-BCF8-493A-A033-A02631EDC39F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003426,SMA ISLAM AL BAYYINAH,70003426,Jln. AP Pettarani II A4,KARAMPUANG,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Kindi Mas Akbar,AF7356,272,24-01-2012,12022090356,19-10-2022,Lihat SK Operasional,2023-03-16 13,B,500,1. Telkom Speedy,2. Telkom Speedy,PLN,,,,,-5.149747700000,119.470752300000,11,41,57,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"1,300",3,1,1,2,0,0,13,0,11,0,0,0,1,10,0,9,2,7,4,0,0,0,0,0,1,10,1,1,1,3,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9987DDC3-3934-45C3-BE2A-FBCF460D3E98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987792,SMA ISLAM TERPADU NURUL FIKRI MAKASSAR BOARDING SCHOOL,69987792,"Jl. Meranti No.1, Paknakkukang Kota Makassar",PANDANG,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Darul Fikri Makassar,AF7414,AHU-6339.AH.01.04.TAHUN.2013,12-10-2013,12023090358,19-10-2022,Lihat SK Operasional,2023-05-25 11,A,"36,650",1. Lainnya,2. Telkom Speedy,PLN,04114663964,04114663964,smaitnfm1718@gmail.com,http,-5.157700000000,119.452700000000,11,43,38,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"105,000",3,3,1,2,0,1,9,2,11,0,0,0,0,11,0,9,2,6,2,2,0,1,0,0,7,4,1,1,1,3,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A737A126-6E07-4CA0-992E-C03CF0FAC41D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307392,SMAN 5 MAKASSAR,40307392,JL.TAMAN MAKAM PAHLAWAN,TELLO BARU,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,U/338/C/1977,,,,Silakan Upload SK,,A,"10,201",1. Telkom Speedy,2. Telkom Astinet,PLN,0411442055,0411442055,office.sman5mks@gmail.com,http,-5.148700000000,119.461300000000,65,506,773,36,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"12,000",44,4,1,2,39,11,0,15,26,0,11,28,40,25,0,50,15,10,7,4,10,9,8,17,25,40,12,12,12,44,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/371FC0C5-903C-4337-B31F-023747F58D9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313381,SMAS AMANA GAPPA,40313381,JL. BUMI KARSA NO. 4,MASALE,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN  AMANNA GAPPA INDONESIA,AJ2840,010/YPAG-I/IX/2013,14-10-2014,421.2/1212/DP/X/2012,30-10-2012,Silakan Upload SK,,B,"2,756",1. -,2. Telkom Speedy,PLN,0411441465,0411441465,sma.amannagappa@gmail.com,http,-5.151800000000,119.442100000000,11,30,14,3,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Tidak Ada,"30,000",6,1,1,1,5,2,4,1,7,0,1,3,12,-1,0,11,0,0,0,1,1,1,2,6,3,8,1,1,1,6,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84A7A8E0-402D-406C-A590-EBADBE6BFCD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313357,SMAS DARMAYADI,40313357,JL. SUKARIA NO. 22,TAMAMAUNG,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DHARMA YADI MAKASSAR,AF7502,33,22-12-2015,421.3/5087/DPK/XII/2015,22-12-2015,Lihat SK Operasional,2020-08-24 19,C,"40,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,456735,453919,smadharmayadi.mks@gmail.com,,-5.143900000000,119.441900000000,17,118,84,6,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"4,000",6,4,1,2,3,2,10,3,14,0,0,3,9,8,0,14,3,2,3,1,1,3,2,5,2,15,2,2,2,6,0,0,0,0,0,1,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E1E0441B-A48A-4D7D-8A31-49A6B46ED8BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003808,SMAS DUNIA HARAPAN MAKASSAR,70003808,Jl. Adipura No. 47 Makassar,KARUWISI UTARA,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Dunia Anak,AF7330,9/K.02/PTSP/2020,24-08-2020,9/K.02/PTSP/2020,24-08-2020,Lihat SK Operasional,2020-08-27 15,,"1,200",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,,,,-5.130100000000,119.434900000000,3,25,25,3,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"10,000",3,2,1,2,0,0,3,0,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,1,2,1,1,1,3,0,0,0,1,0,0,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5169F9A6-571B-4BC4-B05F-63F9429E2CBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307373,SMAS MAHA PUTRA TELLO,40307373,JL. PACCINANG RAYA NO.1,TELLO BARU,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Maha Putra,AF7329,,01-09-2016,421.3/6008/S.KEP/DPK/X/2016,01-09-2016,Lihat SK Operasional,2017-04-03 09,A,629,1. Telkomsel Flash,2. Telkom Astinet,PLN,,451087,mahaputratello@yahoo.co.id,http,-5.149400000000,119.469200000000,25,156,143,12,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"4,800",11,1,1,2,0,3,19,4,25,0,0,0,8,17,0,22,3,4,10,2,1,4,1,3,8,17,4,4,4,1,10,0,0,0,0,1,0,
Sulawesi Selatan,Kota Makassar,Panakukkang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/500B4016-3CC1-4D62-9F7B-651BF95DB7E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307374,SMAS MUHAMMADIYAH 3 MAKASSAR,40307374,JL. URIF SUMOHARJO NO. 37,KARUWISI UTARA,KEC. PANAKUKKANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sulawesi Selatan,AO5362,17/K.02a/PTSP/2021,10-02-2015,17/K.02a/PTSP/2021,10-02-2015,Lihat SK Operasional,2023-06-17 20,B,702,1. Smartfren,2. Telkom Speedy,PLN,08135558,423769,habibnur43@gmail.com,,-5.135600000000,119.436600000000,8,77,54,4,SMA 2013 IPS,Siang/6 hari,,2022/2023-2,Smartfren,"1,500",7,2,1,1,1,0,3,4,7,0,0,1,1,7,0,7,1,0,6,0,0,0,1,1,3,5,1,2,1,0,7,0,0,0,1,0,0,
