prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50A310AD-30F5-E011-B634-B94710CFC172,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69761823,SLB KHUSUS AUTIS PERMATA HATI,69761823,Jln Babe Palar No 25 Kelurahan Tanjung Batu,TANJUNG BATU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Marcellino Josias,AC4364,03,01-01-1910,420/Kep/Diknas-02/773/2010,28-04-2010,Lihat SK Operasional,2015-03-11 10,B,0,1.,2.,PLN,,,,,1.465100000000,124.842200000000,15,48,17,11,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",16,0,1,3,4,0,9,3,11,0,4,0,2,13,0,10,5,0,3,2,1,5,3,1,2,13,1,1,1,1,1,1,1,1,1,1,1,0,0,0,16,0,0,0,1,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F069F2B0-337F-43C9-94B2-B22CB117A613,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102620,SMAN 2 MANADO,40102620,JL. TOLOLIU SUPIT,TINGKULU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,361/S.K/B. III,26-11-1960,1019/Um/Pan.PPk/60,16-12-1960,Lihat SK Operasional,2021-08-18 16,A,"8,542",1. Telkomsel Flash,2. Telkom Speedy,PLN,0431842983,0431864487,sma2.mdo@gmail.com,http,1.459000000000,124.854700000000,49,375,368,23,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"10,500",27,4,1,2,33,6,0,10,22,1,8,18,32,17,0,43,6,6,7,5,6,3,7,15,12,37,,,,,,,,,,7,9,7,27,0,0,1,1,0,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4CCCFEF9-FD91-45F0-8E83-67E810357B35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102761,SMAN 7 MANADO,40102761,JL. TOLOLIU SUPIT No. 25,TINGKULU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0353/0/1985,09-08-1985,895.6/CABDIN/03/38/2017,02-01-2017,Lihat SK Operasional,2019-11-08 15,Sertifikat Kedaluwarsa,"46,683",1. -,2. Lainnya (Kabel),PLN,0431867476,0431852889,manadosma7@gmail.com,http,1.460000000000,124.854600000000,78,690,828,44,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"23,000",46,4,1,2,46,6,0,26,34,0,27,17,47,31,0,65,13,15,8,9,6,10,16,14,21,57,,,,,,,,,,15,13,16,43,3,0,0,1,0,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C240308-28CD-44CF-A4E5-6D78A75C0152,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102584,SMAS BUDI UTOMO MANADO,40102584,Jl. Trans Manado - Tomohon,WANEA,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BUDI UTOMO MANADO,AC4366,Akta Notaris No. 30,08-08-1984,Kep. 057a / I  16. 7 / Ic - 91,04-05-1991,Lihat SK Operasional,2020-08-29 08,C,"2,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,http,1.450100000000,124.838200000000,10,21,15,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,300",7,0,1,2,7,0,3,1,4,0,1,5,8,2,1,9,0,0,1,0,0,1,2,6,1,9,,,,,,,,,,1,1,1,0,0,7,0,0,0,1,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18C56DFA-FB35-4B29-9792-F52C3F97C8CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102588,SMAS KARSIA MANADO,40102588,JL. Tololiu Supit Tingkulu Lingkungan V,TINGKULU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KARYA INDONESIA,AC4348,15,29-12-1970,186a/I 16.1/85,18-07-1985,Lihat SK Operasional,2015-06-29 09,Tidak Terakreditasi,56,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,smakarsia.manado@yahoo.com,http,1.459036600000,124.854926900000,12,52,22,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,2,6,0,5,2,7,0,3,2,7,5,1,10,1,1,1,0,0,1,5,4,1,11,,,,,,,,,,2,2,2,0,0,6,0,0,0,1,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1CB75C5-D6DD-4962-92AF-F30E4D2E0235,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102594,SMAS KRISTEN DIAKONIA,40102594,JL. SAMRATULANGI NO. 335,WANEA,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GMIM Ds.A.Z.R.Wenas,AJ2216,C-1252.HT .01 .02. TH 2006,20-06-2006,225/116.I/T 85,27-12-1985,Lihat SK Operasional,2015-06-29 09,C,420,1. -,2. -,PLN,,,djenie_tendean@yahoo.com,,1.464400000000,124.840400000000,14,18,9,6,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"5,000",7,1,1,1,9,0,3,2,4,1,4,5,10,4,0,11,3,1,0,0,1,1,2,9,2,12,,,,,,,,,,2,2,2,7,0,0,0,1,0,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7937F9D9-FE89-4C72-AE50-60FE47546AAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102595,SMAS KRISTEN EBEN HAEZAR,40102595,JL 14 FEBRUARI,TELING ATAS,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN EBEN HAEZAR MANADO,AC4338,1859/I16.1/T-85,18-07-1985,1859/I16.1/T-85,18-07-1985,Lihat SK Operasional,2023-03-15 11,Sertifikat Kedaluwarsa,"22,500",1. Telkom Speedy,2. Telkom Speedy,PLN,0431841162,0431852720,sma.benzar@gmail.com,http,1.471100000000,124.847500000000,55,372,442,24,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"120,000",30,4,1,3,8,0,30,21,49,0,5,1,15,40,0,50,5,12,16,6,5,4,5,7,22,33,,,,,,,,,,8,8,8,30,0,0,0,1,0,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/171BF9FF-E34C-4084-82D8-2A719FC3C702,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102626,SMAS SYALOM,40102626,JL. BETHEL NO. 8,KAROMBASAN UTARA,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen Syaloom,AC4333,06/JPKS/A.85,28-10-1985,185/I16.1/U 86,16-05-1986,Lihat SK Operasional,2020-11-16 07,B,658,1. -,2. XL (GSM),PLN,,855775,smasyaloom@gmail.com,,1.457500000000,124.836800000000,9,42,28,6,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,5,0,1,1,3,0,7,0,6,0,3,0,5,4,0,6,3,1,2,0,0,0,4,2,0,9,,,,,,,,,,2,2,2,0,0,5,0,0,1,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A9AE2DE-FAB5-4B7B-A5FE-65C96AE4520C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102616,SMAS WIRAKARYA MANADO,40102616,JL. RANOTANA WERU LK III,RANOTANA WERU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan WIRA KARYA MANADO,AC4330,014/YWK/XII.1982,31-12-1982,225/I16.1/T 85,27-12-1985,Lihat SK Operasional,2015-10-07 08,C,"3,300",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smawirakaryamanado@gmail.com,,1.452300000000,124.843300000000,8,11,6,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,1,2,4,0,5,0,4,0,3,1,7,1,0,8,0,0,0,0,2,0,2,4,6,2,,,,,,,,,,1,1,1,0,3,0,0,1,0,0,0,
Sulawesi Utara,Kota Manado,Wanea,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D2A8CC3-E08E-4C75-9B24-CB2D564CAC65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40102629,SMAS ZAITUN,40102629,JL. BARU RANOTANA WERU,RANOTANA WERU,KEC. WANEA,KOTA MANADO,PROV. SULAWESI UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kristen Zaitun,AC4374,175,21-07-1982,225/I16.1/T 85,27-12-1985,Lihat SK Operasional,2015-06-25 14,B,925,1. Telkomsel Flash,2. 3 (Tri),PLN,,,smakrzaitunmanado@gmail.com,,1.454200000000,124.841800000000,10,17,5,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,200",3,1,1,2,3,0,5,3,6,0,1,3,7,3,0,9,1,0,0,1,0,0,1,8,1,9,,,,,,,,,,1,1,1,0,3,0,0,0,1,0,0,
