prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB4FB676-D504-47BD-BFC5-E653B039FEF9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816326,MAN 1 LAMPUNG UTARA,10816326,Jalan Perintis Candimas No. 11,CANDI MAS,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,KW.08.2/HK.008.8/285/2016,01-09-2016,KMA Nomor 17 tahun 1978,16-03-1978,Lihat SK Operasional,2018-03-12 17,A,0,,2.,,,,,,-4.848700000000,104.918700000000,0,360,441,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B76DE03-BF22-4DEF-A518-5440B7134933,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727824,MAS AT THOLIBIN,69727824,Jalan Lebak Kelapa NO. 47 RT. 03/04,BANDAR KAGUNGAN RAYA,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,D/Kw/MAS/LU//0031/2011,03-10-2011,Kw.08/SK/104/2011,03-10-2011,Lihat SK Operasional,2021-02-01 12,C,"5,600",,2.,,,,,,-4.881500000000,104.976700000000,0,53,47,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7C59BAD-B3F9-4A83-8682-0C2BBD197D12,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69728165,MAS ISLAMIYAH,69728165,Jalan Noer Ali,KEMALO ABUNG,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,Kd.08.3/4/PP.00.4/808/2011,07-05-2011,Kd.08.3/4/PP.00.4/808/2011,07-05-2011,Lihat SK Operasional,2020-01-29 11,C,"3,000",,2.,,,,,,-4.911698000000,104.928094000000,0,16,1,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2BE3EB33-5D8B-44EF-9196-5B4A0C7FC9DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69728172,MAS PLUS WALISONGO,69728172,Jalan Ridho No. 3,BANDAR KAGUNGAN RAYA,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,MA,Kementerian Agama,,,Kw.08.4/4/PP/00.1/123/2005,24-01-2005,Kw.08.4/4/PP/00.1/123/2005,24-01-2005,Lihat SK Operasional,2017-11-29 11,B,"11,580",,2.,,,,,,-4.881979000000,104.923048000000,0,101,154,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D5F7129-93A2-47D0-8DE0-3BA1C07534C5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10802970,SMAN 1 ABUNG SELATAN,10802970,JL. LINTAS SUMATERA SIMPANG PROPAU,BANDAR KAGUNGAN RAYA,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,800.1/816/DINAS P&K/05/20,10-07-2008,800/69-5K/11-LU/2015,13-07-2015,Lihat SK Operasional,2022-10-17 10,B,"29,860",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sman1abungselatan@gmail.com,,-4.884500000000,104.986900000000,42,128,153,12,Sehari Penuh/5 hari,,2022/2023-2,"2,200",17,2,1,15,25,0,1,16,17,0,22,3,25,17,0,41,1,4,3,14,12,7,1,1,12,30,3,14,0,1,0,1,0,0,SMA 2013 MIPA,Telkomsel Flash,4,4,4,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57DC9991-C1BD-4848-869B-85804A75FB57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10802965,SMAS PRAMUKA BHAKTI,10802965,JL. NOOR ALI NO. 556,TRIMODADI,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pramuka Bhakti,AK6496,405/I.12.B1/U/1990,14-03-1990,405/I.12.B1/U/1990,14-03-1990,Lihat SK Operasional,2015-09-28 02,B,"5,139",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smapraba12321@gmail.com,,-4.905400000000,104.978400000000,25,64,44,4,Sehari Penuh/5 hari,,2022/2023-2,"1,200",9,2,2,2,4,0,15,8,21,0,4,0,4,21,0,24,1,6,3,9,4,2,1,0,4,21,9,0,0,0,2,0,0,0,SMA 2013 MIPA,Telkomsel Flash,1,1,2,
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2985BF93-A464-405D-B12F-1FEDB855CB1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967633,SMK Kesehatan Cendikia Husada Walisongo,69967633,Jl. Ridho No.3,BANDAR KAGUNGAN RAYA,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Islam Ponpes Walisongo,AK6508,463/10744/V.16/2017,12-09-2017,463/10744/V.16/2017,12-09-2017,Lihat SK Operasional,2017-10-03 08,,"5,120",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN & Diesel,,,smkcendikia.ws@gmail.com,,-4.858083300000,104.930585000000,16,15,29,3,Pagi/6 hari,,2022/2023-2,"4,500",4,0,1,2,4,0,12,1,13,0,3,0,4,12,1,13,2,6,4,1,4,0,1,0,6,10,4,0,0,0,1,0,0,0,SMK 2013 REV. Asisten Keperawatan,Telkomsel Flash,1,1,1,0
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C67860B4-26DA-4689-BE5A-3EEC95196627,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10812426,SMKN 1 ABUNG SELATAN,10812426,JL. PEMUDA,KALI BALANGAN,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,142TAHUN2016,16-05-2016,800/29/8B/V.01/DP.3B/2017,16-11-2017,Lihat SK Operasional,2019-06-18 12,B,"8,640",1. Telkomsel Flash,2. Telkom Speedy,PLN,07243260151,07243260151,Absel_smkn@yahoo.com,http,-4.875900000000,104.965200000000,48,255,446,22,Sehari Penuh/5 hari,,2022/2023-2,"16,500",17,0,1,9,20,1,2,25,28,0,20,0,15,33,0,32,16,9,10,6,8,10,3,2,19,29,17,0,0,0,1,0,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkomsel Flash,8,7,7,0
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30E4BD8F-E0C5-4C6B-9F36-085B263EF86B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803032,SMKS KARYA DHARMA 1 ABUNG SELATAN,10803032,"JL. RAYA KEMBANG TANJUNG, KEC. ABUNG SELATAN",KEMBANG TANJUNG,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Karya Dharma,AK6507,1306/II.12.B1/1990,21-11-1990,-1306/I.12.B1/U/1990,21-11-1990,Lihat SK Operasional,2016-06-16 14,B,750,1. Telkomsel Flash,2. Telkom Speedy,PLN,0724328273,0724328273,smkkd_lu@yahoo.co.id,http,-4.887100000000,104.936900000000,26,206,33,18,Pagi/6 hari,,2022/2023-2,"1,300",15,0,1,0,1,0,22,7,25,0,0,1,9,17,2,20,4,3,3,6,2,3,1,8,13,13,15,0,0,0,1,0,0,0,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Telkomsel Flash,6,6,6,0
Lampung,Kab. Lampung Utara,Abung Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/441C62F0-74BB-4B39-BD58-BA82C60C0F0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803006,SMKS PRABA ABUNG SELATAN,10803006,JL. NOOR ALI NO. 556,TRIMODADI,KEC. ABUNG SELATAN,KAB. LAMPUNG UTARA,PROV. LAMPUNG,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Pramuka Bhakti,AK6496,421.05/240/DIKNAS & K/05/2004,15-04-2004,421.05/240/DIKNAS&K/05/2004,15-04-2004,Lihat SK Operasional,2020-08-25 14,A,"5,148",1. Telkomsel Flash,2. Lainnya,PLN,,,smkprabaabsel@gmail.com,,-4.902900000000,104.966500000000,22,74,89,6,Sehari Penuh/5 hari,,2022/2023-2,0,10,0,1,2,1,0,20,5,21,0,0,1,2,20,0,20,2,11,4,4,1,0,1,1,5,17,8,2,0,0,1,0,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Telkomsel Flash,2,2,2,0
