prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5012FE09-30F5-E011-B9E9-099F13903602,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30108319,SLB B DHARMA MIRANTI,30108319,Jl. Firdaus H. Rais No. 67,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dharma Miranti Singkawang,AC2666,,15-04-1975,74/1/14/KEP/E/90,15-04-1975,Silakan Upload SK (link file tidak valid) => [691378-58880--],2022-08-30 00,B,"1,600",1. -,2. Telkom Speedy,PLN & Diesel,,0562420283,slbbdharmamiranti_skw@yahoo.com,,.901000000000,108.979600000000,5,32,22,11,TKLB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,2,0,0,5,1,5,0,0,0,1,4,0,2,3,3,0,1,0,0,0,1,2,3,1,1,1,1,1,1,1,1,1,1,1,0,6,0,0,0,1,0,0,0,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3005FE09-30F5-E011-8290-4D20C46926E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105457,SLB C DHARMA MIRANTI,30105457,Jl. Bukit Barisan no.1,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dharma Miranti Singkawang,AC2666,503/59/BANG,21-04-1975,74/I-14/FKEP/E/90,29-12-2007,Lihat SK Operasional,2020-08-29 11,B,"26,450",1. Telkom Speedy,2. Telkom Speedy,PLN,,0562635114,slbcdharmamirantiskw@gmail.com,,.899010000000,108.973121700000,10,72,33,13,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",0,0,0,2,0,0,17,0,10,0,0,0,1,9,0,4,6,6,3,1,0,0,0,0,3,7,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,13,0,0,0,1,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5832DAC6-4D31-4548-9775-FB9A79FD1A41,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30107281,SMAN 10 SINGKAWANG,30107281,Jl. Yos Sudarso Gg. Mathan Sibu,KUALA,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,118 Tahun 2007,22-06-2007,118 Tahun 2007,22-06-2007,Lihat SK Operasional,2019-11-14 12,A,"8,948",1. Lainnya,2. Telkom Speedy,PLN,0562,05624646456,sman10singkawang@yahoo.com,http,.917388300000,108.972110000000,19,111,121,10,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"11,000",13,1,1,8,13,0,0,6,16,0,2,1,13,6,0,17,2,3,3,3,5,2,2,1,6,13,,,,,,,,,,5,2,3,3,9,1,0,1,0,0,0,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCFB27DB-FF90-4919-BB6E-A4477E817C23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105467,SMAN 2 SINGKAWANG,30105467,JL. CIMANDIRI NO. 43,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,042004,,,,Silakan Upload SK,,A,"20,000",1. -,2. Telkom Speedy,PLN,0562633004,0562633004,sman2singkawang@gmail.com,http,.903633300000,108.973273300000,40,257,315,18,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"27,100",5,2,1,6,27,0,0,13,15,0,16,9,25,15,0,34,6,6,6,9,5,4,7,3,16,24,,,,,,,,,,6,6,6,2,3,0,13,0,0,1,0,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDE021EC-51E2-41B0-854E-3A0722161943,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105454,SMAS MUHAMMADIYAH SINGKAWANG,30105454,JL. RATU SEPUDAK GG.SEPAKAT,TENGAH,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO5356,A190/SET/U/1976,20-01-1976,A190/SET/U/1976,20-01-1976,Lihat SK Operasional,2020-08-31 13,C,"8,000",1. -,2. Telkomsel Flash,PLN,,0,sma_muh_skw@yahoo.co.id,http,.932000000000,108.983900000000,7,24,23,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,200",0,0,0,0,1,1,3,3,6,0,1,0,4,3,0,6,1,1,1,3,0,0,2,0,3,4,,,,,,,,,,1,1,1,0,0,0,3,0,0,0,1,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC648330-834B-487C-8161-51D2864D5C5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105462,SMAS SANTO IGNASIUS SINGKAWANG,30105462,JL. S.M. TSJAFIOEDDIN SINGKAWANG,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pengabdi Untuk Sesama Manusia,AF4375,Dsma/363/III.D2a/K.72,20-06-1972,Dsma/363/III.D2a/K.72,20-06-1972,Lihat SK Operasional,2016-01-27 10,A,"7,302",1. Telkom Speedy,2. Telkom Speedy,PLN,0562631915,0562631915,smaignaskw@gmail.com,http,.906936700000,108.984108300000,34,336,455,24,SMA 2013 Bhs&Budaya,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"23,000",26,3,1,31,0,0,14,21,34,0,0,0,6,28,0,33,1,3,15,7,5,4,0,0,13,21,,,,,,,,,,9,8,7,26,0,0,0,1,0,0,0,
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A6EA256-DC0F-49C2-92C2-5F17039B7E2C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105519,SMKN 1 SINGKAWANG,30105519,JL. KARYA PASIRAN SINGKAWANG,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0299/09/1978,15-09-1978,,15-09-1978,Lihat SK Operasional,2015-10-08 10,B,"50,001",1. Telkom Speedy,2. Telkom Speedy,PLN,633280,633280,smknegeri1skw@gmail.com,http,.889771700000,108.984610000000,82,878,102,35,SMK 2013 REV. Teknik Mekatronika,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"8,500",27,1,2,0,65,0,0,17,17,0,43,22,53,29,1,63,18,2,7,18,16,9,7,23,58,24,,,,,,,,,,12,13,9,26,1,0,0,1,1,0,0,1
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16C90EB7-455A-485C-B31B-CC64FBA7E81F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105521,SMKN 3 SINGKAWANG,30105521,JL. KRIDASANA NO. 132 SINGKAWANG,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,132 A TAHUN 2004,05-07-2004,132 A TAHUN 2004,05-07-2004,Lihat SK Operasional,2015-08-06 09,B,"47,000",1. -,2. Telkom Speedy,PLN,,05626300280,smkn3singkawang@gmail.com,http,.889383300000,108.986406700000,51,246,535,24,SMK 2013 REV.  Tata Boga,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,700",18,1,1,8,29,0,0,22,23,0,26,2,28,23,1,37,13,7,8,14,10,7,2,3,19,32,,,,,,,,,,9,8,7,18,0,0,0,0,1,0,0,0
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6CCA064-954F-440C-B0F8-E451D7946AAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105493,SMKS MUDITA SINGKAWANG,30105493,JL. SM TSJAFIOEDDIN NO. 32 SKW,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dharma Buddha Maitreya,AC2634,04/I14/KEP/2001,01-02-2001,04/I14/Kep/2001,01-02-2001,Lihat SK Operasional,2015-09-02 16,A,"2,500",1. -,2. Telkom Speedy,PLN,05623308183,05623308183,smkmudita36@yahoo.com,http,.909177500000,108.983623500000,35,288,253,16,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Siang/6 hari,,2022/2023-2,Tidak Ada,"3,296",20,0,1,2,2,0,18,16,32,0,2,1,6,29,2,26,7,8,8,8,5,3,0,3,18,17,,,,,,,,,,5,5,6,17,3,0,0,1,0,0,0,0
Kalimantan Barat,Kota Singkawang,Singkawang Barat,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5ED3B940-33E7-480B-A2CB-691823CB87A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105516,SMKS SM TSJAFIOEDDIN SINGKAWANG,30105516,JL. S.M. TSJAFIOEDDIN NO. 29 SINGKAWANG BARAT,PASIRAN,KEC. SINGKAWANG BARAT,KOTA SINGKAWANG,PROV. KALIMANTAN BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Soelthan M. Tsjafioeddin,AC2637,3141/I.14.2/A.1981.,24-12-1981,3141/I.14.2/A.1981.,24-12-1981,Lihat SK Operasional,2020-09-29 15,A,"12,440",1. Telkom Speedy,2. Telkom Speedy,PLN,,0562632517,smk.tsjafiskw@gmail.com,http,.908900000000,108.981000000000,23,110,97,9,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Siang/6 hari,,2022/2023-2,Telkom Speedy,"45,000",9,1,1,4,3,0,13,12,20,0,3,0,6,17,2,17,4,1,3,2,4,3,6,4,13,10,,,,,,,,,,3,2,4,0,4,5,3,0,1,0,0,0
