prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2D3C940-39EB-44B1-A8E6-5D92DA218CB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60730164,MAS ASSYAFI`IYYAH,60730164,Talun Rt. 03 Rw. 04 Kayen Pati,TALUN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,Lainnya,,D/Kw/MA/551/2009,02-02-2009,D/Kw/MA/551/2009,02-02-2009,Lihat SK Operasional,2023-01-10 10,B,0,,2.,,,,,,-6.866600000000,110.986300000000,0,54,78,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CFBC21B-066E-4A42-9976-BADEC8BA6F0A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363130,MAS MIFTAHUL FALAH,20363130,JL. Kauman No. 1,TALUN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,D/Kw/MA/515/2007,14-05-2007,D/Kw/MA/515/2007,14-05-2007,Lihat SK Operasional,2017-08-27 08,B,324,,2.,,,,,,-6.864563400000,110.987110700000,0,20,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7CF6556-3C89-4305-B903-7E7C251C2048,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363128,MAS MIFTAHUL ULUM,20363128,"JL. TRIMULYO KAYEN KM. 1,5",TRIMULYO,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Wk/5.d/PP.00.6/0023/1996,20-08-1996,Wk/5.d/PP.00.6/0023/1996,20-08-1996,Lihat SK Operasional,2016-04-25 07,B,0,,2.,,,,,,-6.888000000000,110.969200000000,0,71,98,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B65F295-9676-443D-8B36-F46F6093FEA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363129,MAS SIROJUL HUDA,20363129,JL MASJID BAITURROHIM NO. 02,KAYEN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Wk/5a./PP.03.2/4978/02/2001,02-11-2001,MA.k/736/050/VIII/2016,06-08-2016,Lihat SK Operasional,2016-09-06 08,B,0,,2.,,,,,,-6.876100000000,110.967600000000,0,55,52,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D756EE7-B6E9-43F2-88D1-446E3BD4D410,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363127,MAS WALISONGO,20363127,JL. Walisongo Kayen,KAYEN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,MA,Kementerian Agama,,,Wk/5.d./191/Pgm./MA/1989,15-06-1989,Wk/5.d./191/Pgm./MA/1989,15-06-1989,Lihat SK Operasional,2023-01-31 09,A,"4,114",,2.,,,,,,-6.895300000000,110.984100000000,0,80,69,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5094C6B-05E5-464A-BCB6-E8045539835D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20339005,SMA JOYO KUSUMO KAYEN,20339005,DESA PASURUHAN RT 05 RW 02  KECAMATAN KAYEN,PASURUHAN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN JOYO KUSUMO,AG7848,421.3/0797/2006,12-04-2006,421.3/0797/2006,12-04-2006,Lihat SK Operasional,2018-05-14 07,B,0,1. Telkom Speedy,2. Biznet (Serat Optik),PLN,,,sma.joyokusumo@gmail.com,http,-6.888900000000,110.968000000000,14,72,58,5,Pagi/6 hari,,2022/2023-2,"1,300",5,3,1,7,1,0,10,6,13,0,1,0,2,12,0,12,2,2,1,1,2,3,3,2,12,2,3,0,2,0,1,0,0,0,SMA 2013 Bhs&Budaya,Telkom Speedy,2,2,1,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB520DE2-4CB5-4261-8F38-3F12BAF2391B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20339056,SMA MUHAMMADIYAH 3 KAYEN,20339056,"JL. PERHUTANI, RT 02 RW 04, DESA KAYEN",KAYEN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Tengah,AO5350,421.3/1352/2007,02-04-2007,422/0833,17-04-2006,Lihat SK Operasional,2015-04-27 09,B,"3,262",1. Telkomsel Flash,2. Telkom Speedy,PLN,02954101962,02954101962,smamuhammadiyah3kayen@gmail.com,http,-6.894400000000,110.987500000000,16,87,68,6,Pagi/6 hari,,2022/2023-2,"5,500",3,2,2,2,0,0,14,3,16,0,0,0,6,10,0,12,4,5,4,3,1,3,0,0,5,11,0,3,0,0,0,2,0,0,SMA 2013 IPS,Telkomsel Flash,2,2,2,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDB3865D-61C6-4CB6-9560-28D4639E4C2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20339020,SMA NEGERI 1 KAYEN,20339020,JL. RAYA KAYEN - SUKOLILO,KAYEN,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0216/0/1992,08-08-1992,0216/0/1992,08-08-1992,Silakan Upload SK (link file tidak valid) => [565638-626212--],2022-01-07 05,A,"18,290",1. Telkom Speedy,2. Telkom Speedy,PLN,,02954103046,sman1kayen@ymail.com,http,-6.900800000000,110.972800000000,77,475,807,36,Sehari Penuh/5 hari,,2022/2023-2,"55,000",34,3,1,7,40,14,0,23,40,0,20,17,49,28,0,70,7,15,17,9,9,6,7,14,39,38,33,1,0,0,1,0,0,0,SMA 2013 IPS,Telkom Speedy,12,12,12,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E6780F9-B024-4B8F-8FBF-5C0F23417710,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20339011,SMA PGRI 2 KAYEN,20339011,JL. RAYA KAYEN - JATIROTO  KM. 1,JATIROTO,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPLPDMPGRIJT,AE1677,82/I03/VI81,01-01-1900,420/2935/2016,18-04-2016,Lihat SK Operasional,2020-08-27 09,A,"7,552",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,02954101234,02954101234,smakayenpgri2@gmail.com,http,-6.885700000000,110.996200000000,49,451,644,32,Pagi/6 hari,,2022/2023-2,"15,000",32,2,1,2,4,0,42,6,46,0,3,0,29,20,1,45,3,4,8,11,15,4,3,4,23,26,0,32,0,0,0,1,0,0,SMA 2013 IPS,Lainnya (Serat Optik),12,11,9,
Jawa Tengah,Kab. Pati,Kayen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CBB223B8-8D13-485A-AF70-9C5D9B35C4F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20339014,SMA RIFAIYAH KAYEN,20339014,"JL. RAYA PATI - KAYEN KM. 12,2 SUNDOLUHUR",SUNDOLUHUR,KEC. KAYEN,KAB. PATI,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Rifaiyah,AG7836,422/0195,06-04-2004,422/0694,06-04-2004,Lihat SK Operasional,2021-03-21 10,B,945,1. Telkom Speedy,2. Telkom Speedy,PLN,02954101028,,sma_rifaiyah@yahoo.co.id,http,-6.873100000000,111.007300000000,15,33,33,3,Pagi/6 hari,,2022/2023-2,"1,920",3,0,1,2,0,0,17,1,15,0,0,0,4,11,0,11,4,2,7,2,2,1,1,0,4,11,0,3,0,0,0,1,0,0,SMA 2013 MIPA,Telkom Speedy,1,1,1,
